Sentence,Label
"I'm thinking of multiple concurrent mutateRows operation, trying to lock the same set of rows.",0
"Thanks for applying the images. Please check and apply the patch I've submitted to FOR-1008 [1]. Since the changes required to resolve this issue involves files modified there, it has to be applied first.[1] https://issues.apache.org/jira/secure/attachment/12363540/valid_xdoc.patch",1
"Here is the good example of getting twitter-like UI for ipad app. , its really awesome!!!!! It provides : cascade views orientation support bouncing effect",1
"We start with any K in-memory partitions, skip on-disk partitions that have no active vertices or incoming messages, and prioritize spilling partitions that have no active vertices.",0
Seems to be working just fine.,0
"However, as a tactical decision imposed by the implementation of the typechecker, we will require a matching {{apply}} method for every {{set}} method, and will reassess this issue later in the context of a possible typechecker redesign.",0
"OKThe problem is that the o.a.f.bundlerepository doesn't cares about R3 or R4 bundles.",0
"Thanks Alok Agnihotri for your valuable patch.Special thanks to Rishi Solanki,Pranay Pandey,Brajesh Patel and others in helping Alok.Changes are in rev # 607341.--Ashish Vijaywargiya",1
"What I would like to do, take any random XML, and create object which will contain timestamps, integers, strings as well maps, basically it would be all decomposed based on the XML structure.",0
I don't do c# anymore but yes I remember those templated stuff was really painful.,-1
I guess it's OK to put it in trunk.,0
"Then the fix should be upstreamed to the mediawiki.mixins class which provides this function, designed explicitly to cope with terrible browsers and their shame-inducing bugs.",-1
os.statvfs() doesn't work on Windows (Python 2.5.2 -- current production version).,0
please also mention that it builds the overriding/overridden method lists inside the JMethod instances,0
"However, the statement still performs a full scan of SUMMA_RECORDS, which sounds sub-optimal.",0
To make it work with zeros just add: while (num >>= 1 && num),0
"Damn, I would close this out from the fix to JBSEAM-3742, except the quartz and seampay examples use a custom XML namespace and the XML schema validator is not happy with that.",-1
php uses to connect strings not and all the comments from Dachi and Mister Melancholy apply!,0
Will take a closer look.,0
"I just committed this.  Thanks, JordÃ !",1
+1 for the sarcasm!,1
This prints ``Press Enter ''to the console and makes sure the input box is empty.,0
There is a free ebook that microsoft released about windows phone developement. Its extremely useful and It could probably answer this and many other questions you might have! you can download the book from this website:,1
You just need the to handle the QoS on Linux boxen. However I wouldn't expect that much from it because of the results I obtained and .,0
Would anyone have time to put together a pull request?,0
Why do you think so? I disagree. It is very useful. svc and other packages are quite complicated for new users. But example shows all functionality in a couple of lines of code. I even use it sometimes as beginning of my real programs. It has everything I need.,-1
+1 for both the answer and the comments. Priceless :),1
"CheersChristian",0
Put this into a DEPS variable and reuse the value above in gwt_module() too?,0
"no. weirdly, the two layers of macros defeated it. i fixed it initially by just having one layer of macros, but then added my own logging function to get distinct tags anyway.",-1
Someone is scared to tell the reason of -1 !,-1
"OK, thanks.The approach here and in my patch work fine if the user controls everything they way they want. When auto-detecting everything, this patch is better on non-AVX hardware that happens to have RDTSCP. Otherwise, they effectively work the same.When compiling on a new build host for old compute nodes, this patch will sometimes require the user to make two active settings to make a functional mdrun. That might mean they go hunting for docs twice, unless they find the new install guide section. At least we don't fail mysteriously any more!When compiling on an old build host for new compute nodes, both patches will sometimes make an mdrun that could be better in up to two ways. We could add a nag message for the double negation of the new code in gmx_detect_hardware.c ""You, too, could be using RDTSCP!"". AFAIK the proposition that using RDTSCP is good in user space is just educated guesswork, though.I was slightly concerned about one of the latter cases (build host is old, user knows they have AVX on the compute nodes, so they know to set SIMD and don't know RDTSCP exists / is relevant), but if we add the new nag then this case is solved well enough.So I'm happy to adopt this solution. Thanks! Shall I abandon my patch, send reviewers here, and one of us work on Erik's feedback and/or the new nag? If we add the nag, commit message needs updating.",1
"To upgrade to a recent version of Jackrabbit, see http://wiki.apache.org/jackrabbit/BackupAndMigrationI'm afraid I can't say much about the risk.",-1
"+1 This patch looks reasonable to me.  Thanks, Hairong!",1
"I can't say that this is an uncommon style or not, but I disagree that it's hard to extend.  It's no more difficult to add another 'elif' than it is to add an element to an array.  I find the 'if' version much easier to reason about, too.However, I don't have a problem changing this.",-1
"I do not like the lower part here, but if I set ""launchGitK"" function to be only one like this:void GitClient::launchGitK(const QString &workingDirectory, const QString &fileName = QString()) ...I get error in gitPlugin.cpp file, on line 424:    createRepositoryAction(gitContainer,                           tr(""Launch gitk""), Core::Id(""Git.LaunchGitK""),                           globalcontext, true, &GitClient::launchGitK);he can not recognize  ""&GitClient::launchGitK"" part any more if there is no function prototype with only one parameter.",-1
"It can't be closed, but you can remove the OK button by specifying a function as the 3rd parameter: But seriously think about this, because spawning unclosable dialog boxes won't exactly make people overjoyed about your site.",0
"I'm using bootstrap modals to display a iframe all works well, but in ios 7 safari (ipad) the user can not type any text in any of the text boxes (the keyboard simply doesnt open, nor does it focus) or are they able to click any links, yet it displays on the screen absolutely fine! and outside of the iframe the site continues to function. has anybody else run into this? cheers",1
try f-in-box flajector.,0
"My bad for calling this GetArena on the graph, but we should really call it GetAllocator.",-1
"I kept a bitmap inside a movieClip, bitmap has been set to be smoothing. but when I changed the scale of this movieclip, it still got pixelated. Do we have the way to avoid. it is really painful.",-1
Check out this link for more info.,0
the jsonp response looks like.,0
"I'm confused. getDefaultProxy() returns the proxy of the default network, right? Why are we setting our proxy to that?Shouldn't we set the proxy specified by the network's LinkProperties?",-1
"Sigh ....Do you think that is something that can be fixed in Wicket or some kind of IE8 madness that i should look to solve on my side?",0
"Agreed. We will need to get this repo setup and populated before these changes are approved and applied on any hosts.Can anyone confirm if I have guessed an appropriate name for the repository?",1
"XmlSimple is a part of Rails, but it's not dependent on Rails. You can install it into Ruby without installing all of Rails by using `gem install xml-simple`.",0
"I just committed this, thanks Jothi!",1
It seems better to throw UnableToCompleteException in this case; there's no need to print the stack trace.,0
"Is there anywhere I can download a SWF fo sIFR 3 of the Rockwell font (like the one that comes with sIFR 3), but with a bunch of special characters embedded too? Specifically the pound sign (Â£), but more would be great :) I don't have access to Flash right now and I've tried the automatic tools but with little success. I've looked everywhere, does anyone have any pointers? Many thanks!",1
"Committed r1146903Thanks Jonas for the patch.",1
"The arrays are initialized to CODE_FRAGMENT by default, which means, that if you set less than 5 hobbies, you try to call it on CODE_FRAGMENT which throws CODE_FRAGMENT.",0
J-D gave my patch a review and said fine except for some line-lengths which I've fixed.,0
"I think this can be refactored (with the RTU ""duplication"") into the Modbus dissector.",0
This was fixed Cassandra-side for 2.0 in CASSANDRA-5702 but the fix was pretty heavyweight and backporting to 1.2.x is not an option.,0
Shoulld be:,0
How are these two arguments joined together into the target string?  Or maybe these should be passed as-is and let the XML RPC server join them together?,0
Personally I'm more concerned with (1) than (2).,0
This a patch submitted by Ankur Goyal.,0
this long: |-----------------|,0
Sorry about the report.,-1
"BTW - your article on ""the Math behind Transforms"" is an excellent read - very helpful indeed!",1
"Resolved, fixed!",0
"I am trying to change a bit-map's pixel color if it's white. I wrote following code. But it's awfully slow!. i want to check if a pixel's color is white or not, and if it is white, change the color to black. Can anybody suggest a better approach?",-1
context is not an argument anymore. Same for other methods.,0
What version of git was that added? It's not on all of my systems.,0
"When I refactor the following line: using Resharper's ""Use Object Initializer"", I get the following: I really hate this type of formatting because with longer object names and variables it just gets out of control. How can I get Resharper to do the following?",-1
Or you can add the function to your .bashrc to make it always available.,0
This is a terrible class name. Can't we call it Logging or something more meaningful?,-1
Why not use getSystemLoadAvg() to make it portable?,0
We are running Jenkins on a server that does not have internet access (even through proxy). Installing and keeping the Jenkins installation up-to-date is a pain! My idea was to make a local mirror of the complete Jenkins public update-site through a Windows workstation that has internet access. And then make this local mirror available to Jenkins through NFS share. So my questions: How to make the local mirror? Do you have a better/simpler idea to keep the Jenkins installation up-to-date?,-1
"Yes, GridBagLayout is really painful. But it's still powerful. In many cases, you cannot escape from it. Lets check this tiny utility to see it it ease your pain",0
I use GIT on windows with and i'm loving it! .,1
"claims to: Export Balsamiq Mockups to HTML/CSS/JS and Adobe Flex 3 at a click of a button. Balsamiq's perfect companion No coding skills required Pays for itself after one use If it really ""works"" Napkee could be extremely useful. Does Napkee work as advertised? What is the quality of the exported HTML? Is it a must-have companion to Balsamiq (which I love)?",1
"The search bots don't care about hash tags. And if you are using them for some kind of flash or AJAX calls, you have more serious problems than your 301 redirects don't work. Because unless you have the content in an alternate form, the search engines are not indexing your site and you are definitely suffering as far as SEO goes.",0
"Again, no new abstract functions in the API classes, please.",0
"similar comments to the other one, you should use pieforms or a template for the form here, and adding to info_msg is probably not the most ideal way",0
"I cant use Date format,, only string.",0
"I'm sorry, I saw your reply on patch set 1 about why this is necessary but I do not follow it. Could you give an example of what -libname can do that -o cannot?",-1
maybe this runnable needs to run after the previous one's onSuccess?,0
Did you add,0
":~) Very embarrassing!!! When I debugged and printed the receiving addresses, I realized that I was checking the wrong email account! Sorry to have taken your time.",-1
"@Chris, excellent, I'm thrilled to hear that you're migrating to salted hashes! :)",1
If I see more occurrence of Lookup or search for find forms then shortly upload the patch for this fixes .,0
"I've committed this to trunk and branch 22.  Thanks Nigel!Tested via ant tar and ant package instead of Hudson since most of the change was done via svn remove (the patch only applies to build.xml). ",1
Awesome!!! You just saved me a LOT of work!!! Wish I could give more than just an upvote!!!,1
"I want to know what is good start point to work on creating own GUI on iphone/objective-c. I've never done this part before, and I know I'm kinda attracted to make my own slick GUI, something like convertbot, which I really love :) Any suggestion would be appreciated! Thanks",1
I am not a big fan of bundling fixes like this. might be worth it in this case though.,-1
"I am Having a xml file with around 60 to 70 tags. while calling the callbacks method of SAX Parsers startElement,endElement,characters the excessive use of if else makes code extremely painful.Are there any other way through which i can make my code more readable?",-1
Find out more.,0
More like can't fix.,0
"This change is not really necessary, since you set the ""StoragePoolId"" in the super class",0
"This is incredibly useful, thank you!",1
"Here's a potential fix for this. close() and hflush() now may throw InterruptedIOException if the thread has interrupt status. It's a bit tricky because they won't *always* throw it - if they weren't going to block, they will return immediately (with interrupt status preserved)",0
api_key and secret_key are not required.,0
"From the documentation at and , I think this should work: Try that and see if it works. Otherwise, I'm afraid, it's preg_replace-land.",0
"You can still compare numerically, which was the goal all along!",0
It could be that this has been resolved already (elsewhere).,0
For _ExternalSpecifications there is already an issue in the JIRA: MYFACES-2582,0
One workaround is to store the client address in the session. A response wrapper should validate the client address set in the session is same as the one accessing the session.,0
"Hi Claus,Please find the attached patch and zip files containing the changes you recommended.",0
@Pekka - what's the emoticon for being terribly embarrassed!,-1
Committed v2 patch to trunk with revision 508383.,0
OK to commit to 1.4.4,0
"of course, it could be built on the fly...",0
"I have tested this race using gdb (as result I commented below code), here we are just stopping new threads, we are not destroying rpc structure/any resource.There might be already running threads which may be try to request rpc/uds calls(submit and reply) after rpc and uds stop, in this scenario i was getting error from rpc layer. I dint see any seg fault.I will try to do some more tests in this race condition.",0
"The latest patch looks pretty good to me. Two small nits, +1 once these are addressed:# Generally in the Hadoop codebase we put the ""@Test"" annotation right above the method declaration, below the method comment:{code}+  @Test+  /*+   * test #toString() for typical VolumeId equality classes+   */{code}# In the class declaration of INVALID_VOLUME_ID, I recommend putting a blank line between the methods being declared there.Thanks a lot for improving the test coverage in this area of the code, Ivan, and thanks a lot to Andrew for your reviews of these patches.",1
"I've got a patch, figured I'd have someone take a quick look-see before pushing it to Apache.",0
"I guess this specifies whether the file is an xvg file? Then I would suggest introducing an enumerated type instead, both because we might have more file types to test in the future, and because it's is much more explicit with FileType_Xvg than true as the last parameter in calls to this function.Alternatively, isn't it possible to decipher the filetype from the extension?",0
I believe in relativity :-),1
"but, that is supposed to be there. I think it's confusing having some functions being vbucket_* and some others being lcbvb_* -- so that's why the comment is there, so I can fix this up at a later commit. Let me do that right now actually.. http://www.couchbase.com/issues/browse/CCBC-431",-1
"You can try out , it allow prototyping with different styles, what's more, it can make interactive prototype and run it in browser.",0
"Hi Ian, this looks brilliant to me! So fat +1 from me.",1
Hope it clarifies.,0
"Ah good point - I hadn't noticed that patch get merged.Have removed the field_exists and table_exists checks",1
"If the dictionary were created with the flag to true, then all entries would use a case sensitive comparison.",0
Additionally... GroovyShell doesn't care about threading.,0
My dependecies for apache Batik in API_NAME is as follows.,0
"You are processing the newline character as if it is legitimate input. You should either read the entire line (including the newline, perhaps using a ) and then process the first character of the line or simply add a test to skip newlines in your loop logic.P.S. Converting case by adding or subtracting 32 is a really awful approach. It won't work with anything but a-z and A-Z (in the English alphabet). It won't work for most characters outside the Basic Latin block and shouldn't be used at all for characters that have no alternate case (such as newline). You should be using and instead.",-1
"get rid of temporary memory allocation, okay to inline the code for getQuaternionFromVector here.",0
"Similar to all other plugins, the life cycle hook should be pluggable in a sense that you can deploy them e.g.",0
"We should revisit the entire allocation after 5.1, but that could have unexpected side-effects, so it's not something we want to hack as a last-minute bugfix.",0
"Good idea. Although I could now just have a single stat and remove scrubber:status? If we have a stat called scrubber:runs we can infer the status.Is there a policy though of maintaining stats? any external tools reliant upon them that would be unhappy with removal of a stat?",1
could help?,0
"> then we don't save IO by limiting the buffer size to 1 KBI'm confused by this.",-1
"This || breaks -e. If you need this information you need to reimplement -e yourself.if ! go build -a std; then    failed=true    if $sete; then        exit 1    fifi",0
Thanks [~cnauroth] & [~tomwhite] for the reviews!,1
The idea was that if we are in the _GCmark phase and a goroutine is no longer _Grunning then do the scan now instead of waiting and doing it in the STW _GCmarktermination phase. Upon reflection I now have concerns about slowing down the preemption. I'm deleting this until we see a valuable use case.,0
"Never mind, found it.",0
I've attached the output of dblook as db.sql and a simplified creation script as sample.sql that includes the relevant tables and columns with sample data.,0
"sorry, can't catch your idea, could you elaborate what Khayam needs to do. The message to end user should be different from system admin. For some information may lead to attack or other malicious intention, so the information to end user should be carefully presented, especially exception information",-1
"Using a direct english string here means it can't be translated :-(You can do a grep for e.g. RID_SVXSTR_LOAD_ERROR for a sample trivial translatable string example you can follow to get a translatable string here",-1
I'm afraid I gave up and switched to django instead!,-1
I wrote a tool to create SVG maps : which also has a world map that you can customize to your liking: Hope this will help you or any other folks who are after a customizable world map!,1
"That's what I was thinking, but I am afraid it will bring confusion to the structure. I will need to add ""Set children"" field to parent class which should not be used anywhere in the code, only for hibernate cascade deletion. Do you think it is ok?",-1
"I did NOT want to add a ""framework"", but rather *exactly* the opposite.",0
"I'm not a big fan. Maybe something like?id | status   | ... | ip          | ...| roles---|----------|-----|-------------|----|------1  | ready    | ... | 10.109.0.8  | ...| elasticsearch_kibanaAs you wish...",-1
"Let's avoid crap like ""please contact your site's host"". If we want to adjust the wording, look at 'delete-toobig' or 'mergehistory-fail-toobig' for ideas.",-1
larger sample) we'll get fixed values for all this bins in the long tail.,0
"This blocker/ critcal was created before July please review and resolve, we are approaching 4.2 code freeze in 7 days ",0
Please close as this is just me being stupid.,-1
"bq. Here's a patch for the general case, and it also adds a warning that you should set your similarity with Similarity.setDefault, especially if you omit norms. Is there no way to remove this stupid static default and deprecate Similarity.(g|s)etDefault()? Can we not use the Similarity from IndexWriter for the case of NormsWriter?",-1
I agree. I'm planning to look into WHIRR-370 later this month but I can't provide a timeline for it. ,0
"when i was suggesting flipping the boolean, i did also wonder whether we wouldn't be better off just passing in the length. if it's <= 0, interpret that as ""don't know""? that would then move 8192 down out of the callers too.or... i really like the way you went for readFully rather than implementing the missing read()s, which is what i'd actually imagined. how about we go one further and just have a static fromFile or similar? then it could do the stat, and have everything it needs. you could even use Libcore.os open/fstat/read/close to avoid the RandomAccessFile without increasing the overall amount of code.",1
"John, Your solution is absolutely awesome! But, just to share, I have been using this method above until I see your ideia. So, it seems not to be the best solution for this, but for sure it is a way around.",1
Thanks.  I'll look into this.,1
"I didn't understand the full extent of your comment in the previous patchset. You made the comment on method _is_tunnel_tenant_network and I moved it to the plugin. But you are absolutely right in that the comment applies to this method as well, In fact, I think we should also move _is_vlan_tenant_network to the plugin. Hopefully, I got it right now ;-)",1
"(Ok, as expected ...)Waiting for a better log, when you will have installed a new server build from 1.0-trunks, then.",0
Thanks.,0
According to docs.,0
I want to list all album list from my picasa album.,0
Start with Master Pages on day #1 - its a pain coming back to retrofit.,-1
Please take a look at the patch and let me know if it fixes the problem for you.,0
Fixed for exclusion: http://svn.apache.org/viewvc?view=revision&revision=1539249,0
Use retrying module to do retries instead (maybe with some exponential wait)? Not a big fan of while True. This eats CPU time.,-1
It works fine now!,1
But I'd have to play with it some to see for certain.,0
Note that the time zone ( for Rome ) is specified.,0
"Thank you, the first example was extremely helpful and I now have it working, thanks!",1
"I think the question is valid. I agree with the other responses, but it doesn't mean it's a terrible question. I've only ever had to use a Safari CSS hack once as a temporary solution and later got rid of it. I agree that you shouldn't have to target just Safari, but no harm in knowing how to do it. FYI, this hack only targets Safari 3, and also targets Opera 9.",1
"Note that this doesn't use a StringBuilder, so will have horrible performance for very long sequences.",-1
But compressions will add them automatically wont they?,0
"And it also will add a lot of complexity to the framework development/maintenance. ",0
"Lovely, thank you!",1
"I have stupidly deleted the original test dir, but judging from the suite's output files, no output was created after 3 1/2 hours.",-1
"As long as your configuration doesn't change, you can create the Session once at the beginning and jsut keep using it.",0
"This second key is not needed, this array contains a list of regex group names pointing to a (pre-)master key.",0
"So that means to also change comparisons with STRING_NOTFOUND (which is defined to 0xFFFF), lastIndexOf() returns -1 if not found, so the condition here can be simplified to    if (nPos > 0)",0
"I'm not against fixing the CS, I just want to ensure we do the 'right' fix.",0
"Based on review comment, add ""respBody.hasPublishResponse()"" before returning respBody.getPublishResponse()",0
"Excellent, this works perfectly! Thank you :)",1
I want the music's name that I choose.,0
"However, I'm not a lawyer.",0
"Note that the given answers ""only"" handles making multiple variables of the same type. If, for some bizarre reason, you would need to do multiple types, this is valid (though awful):",0
"I know I can programatically make the taskbar item for a particular window start flashing when something changes, but is there any way I can stop it from flashing either programatically after a certain period of time or at least is there a keyboard shortcur I can give to my users to somehow stop the flashing?",0
I think I have addressed this in the updated version too.,0
"note ManifestCheckout doesn't care if it's the root, or a path into it (intentionally since that API sucks for the caller).",-1
Cheers!,1
Not a big fan of knowingly vary from the EC2 API at all,-1
Fixed for both 2.0 M4 and 1.2.8.,0
"No, I never see the ""Completed rebuilding index"" message. Here's what I see on startup:INFO  2011-03-21 09:50:41,961 IndexManagerImpl:<init> - search enabled: trueINFO  2011-03-21 09:50:41,973 IndexManagerImpl:<init> - index dir: /home/raible/roller_data/search-indexINFO  2011-03-21 09:50:42,011 ReferrerQueueManagerImpl:<init> - Instantiating Referrer rg.apache.roller.weblogger.business.search.operations.SearchOperation",0
I'm not a big fan of auto-magically building the library name. I would rather have it specified by a configuration parameter and set by Puppet since it will generate the Lua file.,-1
A small description of application is as follow.,0
+1 javadoc.,0
It's named .gitignore which may be confusing.,0
"Bertrand - nice work. This is a great idea and the patch looks good overall. Couple of points:- Don't forget the Apache header on the new Errors class- Maybe do the grammar corrections on the counter error messages separately? Just so we keep the commits to a single issue each. - I'm not sure we need to retain the delegating ""formatValueList"" method in TestDriver. Something to discuss... As for using Guava to do the string join - I know MRUnit used to have it as a dependency but this was removed in MRUNIT-50. Probably not worth bringing it back for such a simple method. ",1
I think I was playing too safe here. We can probably just bound it to stackMode == native regardless of SDM.,0
Can you show us your html and css? Fyi... styling select boxes is terribly difficult!,-1
"indeed, I HATE IT! But sadly no, i could not find an alternative... Sorry :(",-1
-1 overall.,0
"Another interesting message from the log258766 (http-0.0.0.0-8443-Processor2) [                Log.java:103:WARN ] Create Payment Application: Amount to apply [36.76] is greater than the outstanding amount [0.0] of the invoice [10030].",0
"The previous solution is really great! However, I'm looking for one more feature: is it possible to eager load last subordinate record before a specific date? This is needed so that my users can browse a history a song's votes (with links to previous and next days).",1
"Our QA team uses HP Quality Center for defect tracking, test plans, etc. The dev team really detests Quality Center and wants to use JIRA for internal task tracking. Can these two systems work seamlessly together? I have worked on projects where 2 teams used separate issue-tracking systems and keeping them in sync was a major headache. Anyone have real-world experience integrating Quality Center and JIRA?",-1
> we have to do it for each call.,0
This is heinous. I would not allow such a thing to survive a code review.,-1
and hear is the code to connect.,0
"One of my earlier patches had the log.info3.",0
"Hey Uma, I've elected not to revert the patch as-committed, since it does indeed fix the bug at hand.",0
"Yeah, major documentation work in the next few weeks, so we can all use our time more efficiently when new or wasn't-paying-attention-then developers come on board. Today, only worried about completing the rc while not creating repeat work later! :-)",1
Anybody found yet a good web site architecture using linq to sql? Any help will be very helpful!,1
"A feature with wrong functionality is as bad as, if not worse than, a bad performance.",-1
Updating patch synch'ed with trunk.,0
"Wow, thanks Raghu, that's awesome and will save me a ton of time. ",1
thanks luis!,1
I've double checked the (REST) command i used to delete emails.  It wasn't a typo because I used the exact same command with an admin user and it worked just fine.  It was only when I used the user with canModifyAccount permission that it didn't work.   Could the 'not found' message be from the Email.parse() in Email.java requiring Administrator permission?,0
because it provides the lot of flexibility and improvements over using normal arrays.,1
"All seems OK, but I get a NullPointerException ( NPE ).",-1
"I just committed this. Thanks, Amareshwari!",1
I see Microsoft is still at it with their horrible magic version control stuff...,-1
"I disagree. Why having buffer of 1 is not appropriate? I do want this code to be simple. We have to fix bug in this code, because it is not simple.",-1
Contributed by Alejandro Abdelnur.,0
Please not that in the above code CODE_FRAGMENT method will close not only the CODE_FRAGMENT object itself but also its underlining stream ( i.e. keyboard input ).,0
This isn't a bug. These tests are outdated and it was unclear that they were useful. They have Junit @Ignore annotations that cause them to be skipped (on purpose).,0
No problem Ajo.  I was on a business trip anyway.  I really appreciate your feedback.  I'll think about what you and Ihar said and get back to you with the next PS or further questions if I have them.  This is totally great.,1
"Created an attachment (id=12961)[chain] CatalogFactoryBase",0
"if I were to write a MyQuery class and implemen the toString method a certain way, how would QueryParser know about MyQuery?",0
"I had the same exception, I just installed the latest VM release and now the compilation complete successfully :)",1
Committed! Thanks Namit!,1
"I recently worked on a product that was targeted to .NET 3.5. Out of hundreds of beta testers, I can probably count on one hand the number that already had .NET 3.5. The rest had to sit through the absolutely painful .NET 3.5 install from microsoft (~30 minutes, and most of the time the progress bar stays near 0 so people think it is broken).",-1
Jerermy is the sole subscriber/moderator and can take care of adding other subs.,0
Attach patch v2.,0
"Crashes for me on a virtual machine without Flash loaded. I hate annoying Flash embeds as much as the next guy, but â€œusing it is BADâ€ù might be overegging it slightly...",-1
I'm removing those checks in the other modules too. This is the new way.,0
I am working on an opensource app that using SubSonic 2.0.3 I need to regenerate some of the code so I need the tool that does that. I cannot find this version 2.0.3 of the code generator executable. Any help would be greatly appreciated!,1
"created: 2005-09-18 23:36:49.000resolved: 2007-06-04 10:08:18.657updated: 2011-05-10 16:51:30.000",0
Reviews appreciated.,0
I don't like this name. toHTTPError?,-1
"Doesn't this just tell me the maximum number of connections that I will allow on the database, not the maximum that it has achieved???",0
I've got: Then I've tried: and,0
"I've got a couple of models. Neither have any list view other than their admin entries. For that reason, it's a bit of a pain to manually work out the URLs for model instances. I would like to show a link on the listing and detail admin views that takes me directly to the public view. I can do the nonsense that works creates the URL but I don't know how to get it to show in the admin. Any ideas?",0
GenericData.getSchemaName instead throws an AvroRuntimeException so the special handling of UnresolvedUnionException in Responder.respond is skipped and the nested exception text is the result.,0
"To get the width of the image you can use this code: You could use this in the document preamble to create a new command to automatically set the width: and then, in your document: I hope this helps!",1
Adding sleeps solves it.,0
Do you need to worry about hitting the server with too many requests at once?,0
"That said, I had to do something similar in configurators, and I did this by adding wrappers to the getInitParameter.",0
It's not possible to open the page in full screen without user interaction (clicking on a button etc.) because it would be extremely annoying.,-1
"Oh, wow, awesome! Thanks! (this question needs to have a answer, any volunteer?)",1
That would be great! @Heinz: contact established :-),1
"I made this timeout be 3600 instead, because 10 minutes was too slow with unaccelerated QEMU :(",0
Very useful question and an excellent answer ! Thanks,1
"Scratch that, I was being an idiot.",-1
"This sounds like an excellent project! You might want to start with the module. You might also be interested in the module. Perhaps to get you started, here's a function that takes a path to a file and backs the file up by copying it and giving it a .bak extension.",1
I think its a good idea to go ahead and put a patch together so we can discuss it directly.,1
"Maybe it's a nightmare (not sure, I can just assume you know better), but it's definitely not as bad as leaving tenants in the provision network. Especially provided that IPA <-> conductor communication is still not protected.",-1
This would also then be a lovely @group Database test all for this 1 little string!,1
I'm fairly convinced that signing is the only way to go without turning the knobs so far up that the AM is pretty useless (no images!,0
"Why can't these just be run locally? I think it would be still quite useful to get net, iostat even if you're running on the local machine.",0
"Sorry, I'd accidentally deleted the --disable-eventfd from my compilation script.",-1
Add CRC32C as another DataChecksum implementation.,0
Below is FILE_NAME which holds the data -.,0
I'm +1 on this patch for trunk and 0.95 after looking at latest version -- thanks for addressing the review -- and given you fellas are running it.  Let me retry hadoopqa to see if the above fails are just sporadic.,1
"Excellent! Thank you so much for the thorough explanation, and for providing the demo. So `eval()` allows you to access the value stored in each variable. This is handy if you want the name of your variable to itself be stored in a variable. Handy! You did an excellent job explaining. Gold star for you. :)",1
In a word: No.,0
Sorry about the trouble.,-1
"yes, I forgot removing that assert when the implementation changed.",0
"looks like they clear any invalid bits. i don't think it's that flags is 0, i think it's that you tested with AT_SYMLINK_NOFOLLOW which -- as you know -- is a weird special case.",-1
Awesome work guys. Got to love the fact that the SO community are so fast that issues I can't solve alone don't particularly impact on my day! Thanks! :),1
"Page contain also other components: grid, textarea and etc..",0
Excellent and simple.,1
"In meantime I will see what I can do with respect to the context injection into subresources... Perhaps in some cases modifying the subresource classes with extra methods might not be an option.",0
I needed to write a program which adds binary numbers as if they were decimal.,0
"Please use $GLOBALS['TBE_TEMPLATE'] here, so the code is more consistent",0
Note: I am a committer for Eclipse Collections.,0
"I don't understand why we need these methods, since they are inherited from InetAddress, so we are compliant with the spec.",0
"Great answer! If I may update it to Rails 3, the json method now seems to be to_json. At least that's what worked for me... i.e. @contact.to_json",1
Add spaces to relation name to match those in type definition,0
I can't believe sql server doesn't have a feature for this..,-1
dict_ref (src->ctx) would ensure that ctx is not destroyed with the destruction of the @src event.,0
Deleted spurious 'Added: svn:executable' from the patch.,0
i think that scope of 'killed' is ok.,0
"Attached the patch, which addresses the issue in EntryLogger.",0
Follow the answer and the link in it.,0
"if so, can you see if you can git bisect this bad boy?",-1
It will be great if you could confirm it either way first.,1
Thanks Wei. I've committed your latest patch to SVN.,1
Committed revision 648214 for IPF fix.,0
"I am not a big fan of the current approach, since we are mixing quotas on two different levels, resources and flavors.I would rather see an approach that allows for quotas on arbitrary resources.",-1
"I've just committed this to trunk and branch-2. Thanks a lot for the reviews/testing, Chris and Todd.",1
This is amazing. Thanks so much for explaining. Excellent explanation!,1
Also note: https://developer.mozilla.org/en/Using_the_Clipboard,0
"Juhani..my bad, i was mistaken.",-1
"Hi Guillaume,I did not have an answer right away, so I sent you question to Leonard Rosenthol.",-1
Isn't the Config callback sufficient? It sounds tricky that a returned Config is valid only until the Config callback is called. If possible I prefer limiting the Config's life inside the Config callback and letting users maintain a copy of some info based on need.,0
"It's beta.. so in my opinion this shouldn't matter in the interest of getting shit done.Note the code in question is actually pulled from https://gerrit.wikimedia.org/r/#/c/26366/ via the Makefile and the comment should be addressed there",-1
"Assume we want to validate user input, while user is typing in a JTextField. For validating the user input, I wonder if I could use Ragel. Assume the input should follow this example regex: How can I do this with ragel? Can anybody give a short example how to validate user input ""on the fly"" (while inputing) with ragel? The Ragel documentations misses some good examples for a Quick Start, so I ask here.",0
"Yes, I just tried it and this change works when the user's classpath variable is unset. I've just committed this. Thanks Michael!",1
"Impressively, this is the only location I found a WM8903 cut and paste error.You can just remove this line, everyone knows what file they are reading.",1
"That's funny, this is exactly what I am attempting to figure out the best way to do at the moment. I had thought of using a ViewStack, but as I already have a lot of other nested ViewStacks being used, I was also looking into the State tag. If anyone knows ""the right thing"" to do I'll be very interested too!",1
"I don't think this is the way we should do it. The routine execute_x86cpuid is obviously *x86*-specific, and that is why it is only defined on certain x86 platforms. For other platforms we should never call this routine, but then we should add proper #ifdefs around that call.We will gradually get more detection routines, so it does not make sense to have all routines available on all architectures, but usually non-functional.",-1
