Sentence,Label,group
Bad memory.,-1,3
"The state stuck at ""Allocated state"", It is a dup of 3788.",-1,3
This is a pretty awful bug.,-1,3
Replaced patch with fix to catch more bad variables,-1,3
Does this suck?,-1,3
"Of course, StrFieldSource is a private class

No it's not.",-1,3
CSS is really confusing sometimes.,-1,3
"Django is a fullstack framework, Click is not.",-1,3
My bad.,-1,3
"Credit, of course, goes to Dick.",-1,3
It seems really confusing.,-1,3
+1 for this: my bad.,-1,3
Hell or high water.,-1,3
-1 to jar hell.,-1,3
That would suck.,-1,3
"If so, a test that succeeds with errors is confusing as hell...",-1,3
If the different segments are somewhat homogeneous then these stats should pretty much be very close anyway.,-1,3
"This is pretty trivial, just adds three asserts to TestPath#testNormalize.",-1,3
"I doubt that Squid is so
bad at it.",-1,3
It's not too bad once CacheConfig is in.,-1,3
"Not too bad though, since clearing out commitlog segments is easily done.",-1,3
ah - my bad.,-1,3
"My bad, had a typo in the subscription e-mail.",-1,3
My bad.,-1,3
"Yep, my bad.",-1,3
Pull it back in if you think different.,-1,3
Tabs are evil.,-1,3
I looked at our distributed pom.xml and they're pretty obscure.,-1,3
once per every bad disk).,-1,3
"Hell, UnaryFunction might even be faster than all of these calls in a row.
",-1,3
This was very bad documented.,-1,3
Damn.,-1,3
Pull it back in if you think different.,-1,3
"Ie, both at are bad.",-1,3
My bad.,-1,3
I'm an idiot.,-1,3
Splitting an existing sub-shard gets stuck up.,-1,3
This is bad.,-1,3
"Oopps, bad move !",-1,3
the recommendation in the wiki is bad.,-1,3
My bad.,-1,3
"I'm starting to think of ""DLL Hell.""",-1,3
"- there were a hell of a bigger problem, though : as we were blocked in the executor until the SearchRequest was totally processed, all the responses were enqueued.",-1,3
Fix bad patch,-1,3
Logger on top of Log4J and its abstract base class for supporting other frameworks.,-1,3
My bad.,-1,3
"Well, either you query the database every damn time, and your plugin/tool/code will be super slow.",-1,3
Damn it.,-1,3
Hudson seems to be stuck on this. ,-1,3
My bad...,-1,3
which is silly -- bad package encapsulation).,-1,3
My bad.,-1,3
"Oops, had a bad comparator in the TestCLI config.",-1,3
My bad.,-1,3
The food is very bad.,-1,3
"<gmcdonald> , my bad
",-1,3
My bad.,-1,3
My bad.,-1,3
Pull it back in if you think different.,-1,3
"Aaarrggh, how stupid of mine  to have a System.out, again!",-1,3
I always get the same stupid error.,-1,3
Damn maven!,-1,3
"I don't care if everything is pretty or not, but we should at least support basic admin functionality in IE IMO (though I have not used it for years for just about anything).",-1,3
I've looked at what can be done within the NSIS framework we use to build the Windows installer.,-1,3
"A feature with wrong functionality is as bad as, if not worse than, a bad performance.",-1,3
Doh!,-1,3
Doh.,-1,3
"Sounds weird to me...
Could you package a (totally!)",-1,3
Am I doing something stupid here?,-1,3
"* Replaced TreeMap with an Array of final 'Segment' objects
** (now very slightly faster than trunk)
* Rebased for trunk
* Removed the patch renaming SSTableReaderTest to SegmentedFileTest

I didn't remove the builder pattern, because the alternative seems pretty ugly (copying the segments array for every append).",-1,3
"HADOOP-2949:
 - If tarball is specified, HOD no longer validates for the pkgs directory in gridservice-hdfs or mapred sections as these are not going to be used anyway.",-1,3
It must be lost somewhere.,-1,3
Too bad we can't use position:fixed in IE6.,-1,3
"I think the correct resolution is to ensure that the prefix stack mechanism 
gets reset each time the XMLReader is used.",-1,3
This is always a really bad way to design software.,-1,3
"It may suck, but at least *I* won't be the one bringing in a dumb dependency to a logging library.",-1,3
How on earth is it buggy?,-1,3
"I didn't do that because that seems bad in hive, so I returned ""null"" from the operation.",-1,3
This sucks.,-1,3
"They don't vote, they
whine that something (or everything) sucks.",-1,3
Damn dyslexia!,-1,3
Doing it at the hackathon you'd have a few fellas at your shoulder to give you pointers should you get stuck.,-1,3
"Ah, that was my bad.",-1,3
My bad.,-1,3
it's my bad.,-1,3
My bad!,-1,3
"Ah, too bad.",-1,3
This name gets confusing with all of our prenamed *Worker* and *Master* classes.,-1,3
* release of the framework.,-1,3
I'm a pretty strong -0 on this.,-1,3
Not pretty. ,-1,3
That's pretty unlikely.,-1,3
Pretty much everything that FSNamesystem (ie.,-1,3
Kind of sucks.,-1,3
Since this patch is so damn large already I won't be making anymore changes to this other than critical/blocker bug fixes.,-1,3
But please don't say that my reasoning is bad - because it is not.,-1,3
> We can't let fear of back-compat prevent us from making progress.,-1,3
I really don't care.,-1,3
I am planning to use this framework for some new RPCs I am adding.,-1,3
"Don't hate me, just throwing this out there.",-1,3
Weird.,-1,3
This is weird.,-1,3
Gav...(Hoping I'm not teaching you how to suck eggs :) ),-1,3
For those of us who don't care about ivy in fact lose something - a easy to build hbase.,-1,3
Where on earth are you anyway?,-1,3
My bad.,-1,3
"My bad, this is already done.",-1,3
That is bad.,-1,3
"Filling diags.log is bad mojo, since it's never rotated.",-1,3
How bad is it?,-1,3
My bad.,-1,3
My bad.,-1,3
Bad IE.,-1,3
"Bad.
",-1,3
Pull it back in if you think different.,-1,3
Stupid user error :),-1,3
Weird.,-1,3
That's weird.,-1,3
"Actually I don't want to specify the encoding, because I don't care how the data is transported to me.",-1,3
"And boy, hell broke loose ;)

So... the biggest issue I'm facing is indeed with Random sharing across threads.",-1,3
I don't care what we do as long as we don't change the attributes in JSP significantly.,-1,3
The Async API in http client 4.x really sucks.,-1,3
"
Forget the patch for the moment.",-1,3
I'll just put fix in under this issue.,-1,3
"Please forget last comment, it is incorrect.",-1,3
"umm ... call me crazy, but why are we making this public?",-1,3
"[~cmccabe]: oh, hell no!",-1,3
I'd say to hell with windows minority :),-1,3
"Because, we don't care for this in cases where we there is no node that is down.",-1,3
"The eclipse ui was completly stuck, which was similiar to the other experinces.",-1,3
"Juhani..my bad, i was mistaken.",-1,3
My Bad.,-1,3
That's my bad.,-1,3
Seeking back is pretty inefficient in DFS.,-1,3
Doh!,-1,3
Hudson is stuck.,-1,3
Weird.,-1,3
Weird.,-1,3
That's weird.,-1,3
"If that would be the case, this would be bad design.",-1,3
This just seems really evil.,-1,3
"It may cause conflicts, but if your intent is to break system security, you probably don't care.",-1,3
"My bad, uploaded the wrong patch.",-1,3
"I just hate having no clue what a file is really depending on ;)
",-1,3
"Ah, damn, I thought it was fixed :/

Guillaume ?",-1,3
"I abbreviated the heck out of my arguments and thinking, but damn it thats what I think :)",-1,3
A stupid bug in a patch that is already applied.,-1,3
"In this case, data would pretty much just silently be lost.",-1,3
This whole thing is really pretty trivial.,-1,3
An output connector should also have a say in what URLs it will accept.,-1,3
"Turning off hints is basically intended as a ""oh shit, something is broken with hints, let's turn it off"" switch.",-1,3
"why on earth would it match anything, you have not even touched the Apache install.",-1,3
"Anyway, created a patch ... 
",0,3
"Ah, HA!",0,3
or a log message?,0,3
Until there is a general mechanism Hbase should do something.,0,3
but there is no such limitation in the consistent algorithm behind ZK.,0,3
It will be taken care as part of HADOOP-7642.,0,3
The contribution archive.,0,3
+1 for the docs in the SRC though.,0,3
"Okay Edward, you haven't understood how it works.",0,3
Maybe you know it better when I show you some code.,0,3
"If you want to have a binary sequencefile format, then do this.",0,3
Do you want to recreate every file on the whole planet?,0,3
"You must take care about versioning then, and that is because we need a proxy between the inputformat and our vertex API.",0,3
Contributed by Vinay.,0,3
Previously we are mainly focus on trunk failures.,0,3
"Yea, I think it would be worth distinguishing between the reasons.",0,3
Gimme a few mins to clean this up properly.,0,3
We should be assigning atleast 50% of it's capacity.,0,3
"pread I mentioned is FSInputStrea.read(long, buf, offset, len).",0,3
multiple pread invocations hitting contiguous byte ranges is quite tricky.,0,3
I would have hopped that the URI(String) constructor would have decoded things properly (or encoded them as it happens to be here).,0,3
"Continue with stupid questions :)

Who is sponsor and mentor of project?",0,3
"So, who should create mail lists, bug databases, etc.",0,3
"Fixed bug of <hr />, the siteinfo is always after the rest of the page now.",0,3
batch transition to closed for remaining resolved bugs,0,3
"Hi Vincent,

I wasn't aware of that.",0,3
"We are all different"" Crowd
""I'm not"" Dissenter
Monty Python's Life of Brian ",0,3
"Turns out that Ubuntu dropped 32 bit support for 'whatever' in 12.04 and now you need to run ""sudo apt-get install ia32-libs"" in order to get older executables to run.",0,3
"On 2009-06-08 19:22:03.496 kjian commented:
Localization data error.",0,3
"On 2009-06-08 19:22:40.967 kjian commented:
Localization issue.",0,3
Will close this as a dup.,0,3
"[rvollmar 3/27/07] There are two bugs that are causing backwards compatibility issues, and I think the emails we've been exchanging have confused them.",0,3
"First, an attempt is made to convert
      * each argument.",0,3
"It is better to express such things in Java, or in a query language that is designed for that.",0,3
"In addition, in the longterm we will all most likely be using annotations, and the ""fetch group"" notion does *not* work with annotations.",0,3
"It's generally pretty straightforward, but extensibility is not quite clear.",0,3
"I have changed one test to see what will happend if I set the pwdIdle to b > 0, and the test passes.",0,3
What exactly is your configuration ?,0,3
"The more I think about the issue, the more I find it critical.",0,3
"If we remove an entry while someone is doing a search, the search will fail.",0,3
"Also we have some problem during replication, just when we try to replicate some deletion, and it might prefectly explain why we get those issues.",0,3
"(Ok, as expected ...)

Waiting for a better log, when you will have installed a new server build from 1.0-trunks, then.",0,3
"What you can do is trying this request with a different browser when the server is suppose to hang, and also try to do another request when the serveur is supposed to be hang to see if it's not a pb with the PDU length ( what I suspect is that when trying to decode this request, the decoder is waiting for more bytes so wait ad vitam aeternam ...) I gonna try to implement the decoding of this PDU as a test case just to check.",0,3
"The search result entry requests does not return the correct DN, because it use the internal representation (byte[]) instead of using the user provided value, which contains escaped values.",0,3
"Here, we have two options :
1) work with the internal value, but escape all the special chars
2) work with the stored UP value.",0,3
"I think the bnest solution is (2), because the UP value is supposed to be valid - it has successfully been parsed when the first request arrived -.",0,3
"This will impact two parts :
- searchResultEntry
- all the response that contains a LdapResult and which returns a MatchedDN.",0,3
"I already have a fix for the first request, but the question is : which version will integrate this modification ?",0,3
"I just applied the patch, ran tests.",0,3
Then you might switch filter chains to ?,0,3
"However, I don't see any failures.",0,3
Thanks!,1,3
We need a proper JUnit test for this!,0,3
I think we are very close too.,1,3
"I've been trying to test a patched build with ibm 1.5. on iseries, but have run into trouble:
- OOM with suites.All.",0,3
I've been running with -Xmx1024M -Xms1024M before and that worked in the past...Not sure what's going on now.,-1,3
"A second run (with 2048M) only got worse (sooner) OOM behavior and after that I had trouble getting rid of my processes
- apparent hang with derbyall:lang/wisconsin.java.",0,3
"On rerun I let it go for 20 mins, but apart from the database getting booted (derby.log) nothing at all showed up in any of the output files (i.e.",0,3
.tmp was empty).,0,3
During the 10.5.1.1 test cycle this test took about 5 mins (and passed).,0,3
"So, the original problem appears addressed (as I said, the 3 failing tests now pass), but I will investigate these behaviors, and run on another type of machine just to be safe.",0,3
I think I prefer this approach.,0,3
I remember that rule for line breaking in Japanese was very different from that of English.,0,3
"In English sentence there exists space between words and
that space tells where the line can be breaked.",0,3
"However, Japanese sentence does not have such a useful space between words.",0,3
"As I knows, only punctuation tells where the line can *not* be breaked.",0,3
This may be well known problem in i18n in typography ....,0,3
derbynetmats had no failures.,0,3
I too am concerned about the  DRDA 255 byte character string limit.,-1,3
You can close this out.,0,3
plz fix it properly till tomorrow Ort I'll close this for 0.4 again.,0,3
Afair we settled on not implementing this as logging is hell anyway and we do not like to introduce just another logging framework.,0,3
Also we would need to handle Serialisation which is _only_ implementable in a performant way if you know the underlying logging framework.,0,3
"I almost forgot, as I received the email notification on the weekend.",-1,3
Holy crap that worked!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,3
I'll open one now so I don't forget.,0,3
Think you could make a failing test case and/or patch to show the behaviour?,0,3
But I could join them.,0,3
"For VMware, we noticed that there are several places requiring cleanup of staging storage object, which requires a generic approach to thoroughly fix them, and cannot make it in 4.2.0.",0,3
"OK, this solution sucks, and since people are relying on these scripts instead of using tools like ant, we need to give them the ability to upgrade these tools without having to create a new project.",0,3
"I think SSTableDeletingTask is a good spot, I just wasn't sure if that would be appropriate.",1,3
Looks like you need to report this to the high-scale-lib project.,0,3
"Nice try :-)

I was Mr I dont believe in magic from the very beginning.",1,3
I thought that there are some common cases like tail and head caching or exclusion of columns that could be implemented.,0,3
But never mind - maybe the proposed cache is all greatness.,0,3
So to prevent a rude awakening for some users it might be cool to provide some means (config or whatever) that works similar as the current version.,0,3
Or at least schedule this for a release which allows for a downgrade.,0,3
"Gotta show off the shinies first, of course.",0,3
So we convert Scanner back into an Iterator over a lazily fetched Slice subclass?,0,3
Disagree.,0,3
"For *all* this protocols/endpoints, Camel already offer consumers.",0,3
Closing all 1.6.0 issues,0,3
"I'm very, very keen on preserving backwards compatibility.",0,3
The Calculator sample now works with SimpleAxisServer.,0,3
Do you think you can make us a minimal test case which demonstrates the problem?,0,3
Please close AXIS-2271 if that patch is taken.,0,3
Are we on the good path...,1,3
hi Dan!!,1,3
"Wow, sure!",1,3
"This practice in general seems really confusing to me, this bug is refed in the 1.5.0 release notes tagged in svn. ",0,3
I think all properties and permissions should be maintained.,0,3
"Well I'm not sure what was happening, but I just upgraded to Spring 1.2 final and this issue does not happen anymore.",0,3
It really *did* happen in an earlier version though....,0,3
I disagree.,0,3
The manual should provide sufficient insight into the important use cases.,0,3
People tend to review javadoc when things don't go as expected or are unclear.,0,3
"In my case, I wrote a custom filter, fucked around with the configuration getting it to work, which means you really have to get into it.",0,3
etc.,0,3
"2,5 hours gone.",-1,3
"I reviewed javadoc but, right or wrong, I didn't come across this.",0,3
"I'm new to Spring Integration, so forgive me for the stupid things I might say.",-1,3
stupid autoresize option doesn't resize it correctly,0,3
) - it should be in AJDT in a couple of days.,0,3
I am sufficiently archaic as to have only a pre-ANSI-C K&R.,0,3
"You can put *expressions* separated by commas in a for, even back then: 
  for (i=1, j=100; i<j; i++, j--) 
But I guess that the tweak to allow *declarations* there only has one.",0,3
I was surprised to see this issue still getting so much commentary.,0,3
"I'm going to jump back to Robert's initial pushback here:

""1.",0,3
"I understand job execution creation needs to be atomic, but I don't think it implies the whole logic around creating job execution must be handled by repository.",0,3
Using technical tricks like automatically appending parameters to create unique JobInstance makes alarm bell ring - we should not be trying to do clever arbitrary things in classes that form the foundation of the framework.,0,3
If job instance has a lifecycle that ends with first successful execution we should refuse to start the same job instance ever after.,0,3
"We described before that there are times that operators, for whatever reason, what's to restart a job with the same instance.",0,3
So it's like getting a new copy.,0,3
My bad.,0,3
"My 
apologies for the confusion.",-1,3
Same goes for fontSize and fontWeight and other font styles.,0,3
"But on the other hand I also think, if the processor has to do this initialization activity (i.e.",0,3
"Yeah it helps, though I was more questioning whether there's not already a
boolean that keeps track of this, but apparently not.",0,3
Seems a bit restrictive to me that using rich:comboBox with s:convertEntity only displays entity IDs in the combo.,0,3
"""rich:comboBox is not a select component by nature"" - so what is it then if it's not used for selecting stuff?",0,3
Guys this defect is 5 years old now.,0,3
"If it's a regression, please open a new ticket.",0,3
"Yeah, I didn't mean to imply that setting a null value was the problem, which is why I changed my comment to denote the problem was actually in the federated connector.",0,3
It appears to be a simple cast to the wrong type (from a copy/paste error during coding).,0,3
I'll copy that into a LICENSE.txt file.,0,3
Thanks.,1,3
Sorry...,-1,3
The instructions are fine.,0,3
Not sure how I got that all wrong.,0,3
Sorry again.,-1,3
Note to self: Always check for platform-dependent behavior!,0,3
"I've tested with Ruby 1.8, Ruby 1.9, JRuby, and even Rubinius, but all on Linux.",0,3
This lack of proper documentation on the standard Ruby API drives me mad.,0,3
Should this be raised to Ruby core folks to get the clarification?,0,3
Someone either needs to write a custom XSD and link it to the document or we need to disable validation for those examples pending another solution.,0,3
This request is unclear.,0,3
Why are you asking us for samples?,0,3
"I'm reopening the issue, and Graeme will attach a new key which should be an OpenSSH SSH2-DSA key hopefully.",0,3
Crossing fingers...,-1,3
Looking forward to your patch.,1,3
Nobody is able to tell what will happen here if something does not work.,0,3
Additionally... GroovyShell doesn't care about threading.,0,3
"And even if it would be, who makes sure that the context loader at the time the shell was created is the same as the context loader at the time the shell is used?",0,3
Logic like that has nothing to do with GroovyShell in my eyes.,0,3
"If a threaded management is needed, then a new class should be used, that ensures the conditions are fulfilled.... that is at last that the context loader is unchanged.",0,3
"I know, in your webapp this condition might be fulfilled, but GroovyShell is not special to web applications. 
",0,3
"GroovyClassLoader does not know Groovy classes, the parent *must* know them.",0,3
Because of that the default parent is the same loader as the loader that loaded the class GroovyShell - this loader knows the groovy classes.,0,3
Setting the context class loader would require a test if the context loader knows Groovy classes and if this class is the same as the expected loader... what do we do if that is not the case?,0,3
"I don't want to put too much magic in the classloader structure, because it becomes messy as hell in an instant.",0,3
Maybe first see the results of the discussion at: http://www.nabble.com/Undocumenten-constraints---consistency-of-templates-td21863067.html,0,3
Thanks for the info David.,1,3
I'll make that change and close the issue.,0,3
Why attach the page?,0,3
"In other words, using the setGenerateImportedSchemas() setter or not obviously makes a difference, and given the fact that your main XML schema imports/includes the other one, I'd suggest that you change your code generation strategy.",0,3
That's basically all I am saying.,0,3
I know this is a closed issue but here goes anyway.,0,3
"First, there are some backwards compatibility concerns.",0,3
"Clearly you don't understand the goals of Velocity or this is one hell of a
humor piece.",0,3
Is this according to the spec?,0,3
"Of course, in the end, I'm not the one you need to convince, as I'm not a maintainer :)",0,3
"The ci server does not close issue only comments on them, I closed this issue.",0,3
"This is a really cool idea, but I don't think this is going to make it into TRUNK before the 0.4 branch gets cut.",0,3
Forgot ASF grant.,-1,3
Duplicated here TAP5-1017,0,3
It was my mistake.,-1,3
I'm sorry for making it confusing.,-1,3
Fixed in nightly build 20020623.,0,3
The reason the tests weren't failing is because i was an idiot and hadn't configured the queryResultCache properly in the test configs.,0,3
"now that i've made the tests fail, i can finally start trying to figure out why the tests fail.",0,3
SOLR-5232: SolrCloud should distribute updates via streaming rather than buffering.,0,3
"Maybe instead of overlays, try configuring maven-war-plugin {{<packagingExcludes>}}: http://maven.apache.org/plugins/maven-war-plugin/examples/skinny-wars.html",0,3
"Erick,
  First of all, anyone upgrading should examine CHANGES.txt which would certainly have a note on this explicitly in the upgrading section of that document.",0,3
"Secondly, most point-release upgrades people do are ones in which the config stays the same.",0,3
"Besides, I don't think there should be any expectation of ""it'll just work"" if you copy some arbitrary subset of an old schema into a new example config.",0,3
"If that's true, it'd be nice if we had a standard way to annotate such code so we can methodically remove the old stuff.",0,3
"""@deprecated"" isn't enough because it's just at the method/class level, not an internal if branch.",0,3
"{quote}
you lost me there ... they can use the exact same configs â that's kind of the point: testing the exact example configs as we ship them (with <lib/> declarations that point at dirs which may or may not contain jars depending on what contribs are built; and request handler / response writer declarations configured that use lazyloading to dynamic load things as needed.",0,3
Ah - i jumped the gun on you.,0,3
This has been the history of Lucene and the thing about the project that I admired most - heavy hands where checked at the door.,0,3
"I'm no angel, and I'm not perfect about this myself.",0,3
But I still try and police it because I think its important.,0,3
That is useful advice (call me biased if you'd like).,1,3
"Honestly, there is no way around this issue - of course we must discuss and come to some solution regarding Lucene/Solr at this point.",-1,3
"In the past, I have enjoyed working with everyone here.",-1,3
My personal beef in this issue is not with that though - I simply am very offended by heavy handed reverts and such.,0,3
I feel the same way about JIRA.,0,3
Words before action in my book - many words - hard as that can be for all of us sometimes.,0,3
explanation on SM-623,0,3
Should this issue be closed?,0,3
"Thus, the case is closed as non-reproducible.",0,3
The included things (usually chars or tokens) in the span are represented here as an interval and the end point is excluded.,0,3
"Have a look here:
https://en.wikipedia.org/wiki/Interval_(mathematics)#Excluding_the_endpoints",0,3
"If the dictionary were created with the flag to true, then all entries would use a case sensitive comparison.",0,3
This JIRA will be closed.,0,3
I think this is the third one you created in the same day?,0,3
"HI Anahita,

Your patch tested successfully.",1,3
"Hi Jacques,

The http*.jar are Release 4.0.",0,3
So now I have convert again all the head3 to h3 and now seams to me better.,0,3
"hi charlie,

if you request this feature for myfaces-core (the jsf impl itself), you have to file the issue at https://issues.apache.org/jira/browse/MYFACES

regards,
gerhard",0,3
A message is already logged.,0,3
Continue processing is the right way i think.,0,3
@ 1.,0,3
Its implemented in a normal release.,0,3
@2.,0,3
"That would be a improvement in trinidad, but that doesn't solve the core problem in MyFaces.",0,3
@3.,0,3
I will make the change for 2.2.,0,3
That's why I need to ask questions now when I want to understand the current logic (as it is not logical for me).,0,3
If I put my hands in the code to fix stuff myself I will probably introduce something that is illogical for you (e.g.,0,3
"the logical solution to me was to add the methods to the interface) so I guess I did the right thing opening this bug and asking for your opinion and I can't accept your ""for the sake of sweet Jesus"" in reply.",0,3
"In many ways, I think that the support for 3rd part performance and health monitoring is already there.",0,3
My misunderstanding.,-1,3
5% seems pretty low.,0,3
We can use a BlockingQueue to make the patch simpler,0,3
I think we should distinguish between the two,0,3
I think this is pretty close to being ready.,1,3
"{quote}
viewColumn v.s.",0,3
"{quote}

Neither of these produce a copy.",0,3
it's not a merge setting and I think it's rather confusing today since we take the merge setting and use it for indexing.,0,3
More tomorrow.,0,3
"Same for the settings.xml with cleartext password (this caused my initial 401 problem, no way in hell im leaving such a thing around on my computer).",0,3
Maybe ant could read the password like it does for GPG and handle this for us?,0,3
Thats why I think its good to keep them (of course as short and minimal as possible).,0,3
"I think if you use either LogDoc/ByteSizeMergePolicy, forceMerge also
does what it says.",0,3
It's great to see you've gotten the ball rolling Chris.,1,3
"{quote}

I fail to see why that is a bad thing if we're looking at the rare scenario of having to postpone the sorting decision to search time.",0,3
"If we're so bent on backcompat, I suggest deprecating one of these methods now and removing it in next major release.",0,3
"The patch also removes FreqProxMergeState, because we don't have to interleave posting lists from different threads anymore of course.",0,3
"Easy to say we can come back to this, easy not to.",0,3
"ConstantScoreQuery and FilterQuery need to AND the filters
  together.",0,3
It uses a parallel benchmark that roughly models what our real-life benchmark is like.,0,3
"I'll be happy to edit the wiki when I get this
resolved!",1,3
"Too bad we don't have the power to do that... ;-)

Here's what I think should be happening:

Internally, absolutely everything should be handled UTF-8 for consistency's sake.",0,3
Nobody has any permissions unless explicitly granted.,0,3
"While I am not a spokesperson for my employer, by my
assessment their interests are aligned with mine -- they sponsor my work, and
as a consumer of the products that I contribute to, it would be bad for them
if their investment were to be harmed.",0,3
and close this issue ?,0,3
e.g.,0,3
should the following be true?,0,3
"4.5 quotient 1.5 => 3
5.9 quotient 1.5 => 3
",0,3
"OFFSET X LIMIT N

(slice X _
  (top (N ...)
    (...)
  ))

that is, put a slice over the ""top"" and apply the top to N+X.",0,3
I will make the change.,0,3
I think I would be happy with a process where a weinre build is kicked off for every commit to master.,0,3
"Hi,

Could u please change the moderator of this list to,
Davanum Srinivas : dims@apache.org

Chamikara",0,3
"Okay, ""unfortunately"" nothing  abnormal there.",0,3
"Hi John,

I would agree, using object notification is probably a cleaner way to do this.",1,3
"Otherwise, the constant will be converted
  to DOUBLE.",0,3
"{quote}
Dear Azuryy Yu,

This message acknowledges receipt of your ICLA, which has been filed in the Apache Software Foundation records.",0,3
Contributed by Ashish Singhi.,0,3
It will be taken care as part of HADOOP-7642.,0,3
I think the rename should follow the same pattern.,0,3
"If so, make the formatting same as it is for rest of codebase on commit?",0,3
Which API at the thrift client you are referring?,-1,3
Neither is the rest of this.,0,3
I'll make an updated patch.,0,3
I think this is what caught me the first time I tried this,0,3
I'm going to close this out.,0,3
"Marvin, I've clogged these lists too often today, so I'll just say this to you.
",0,3
 Under copyright law there are several potential kinds of damages one can obtain for infringement.  ,0,3
The only forms of damage that make practical litigation sense in the FOSS world are *statutory damages* and *attorney's fees*. ,0,3
"To obtain those kinds of damages, a copyright notice is required. ",0,3
"(There are other requirements for these types of damages also, all described in 17 USC 401 et seq.) OTOH, if you want to waste your time proving *actual infringement damages* for free software, don't bother with a notice, but also don't bother trying to find an attorney to argue your case.  ",0,3
Forgot to close,0,3
I forgot to resolve this bug.,0,3
I think there is enough there to close the issue.,0,3
sigh.,0,3
"CASE_SENSITIVE boolean=> TRUE
   9.",0,3
"Ummm, did you forget to annex the patch Toby?",0,3
You cannot load classes from a bundle after the framework shuts down.,0,3
"Of course, none that should really matter .",0,3
Of course this means that I can't compile/build the code using AxisRC3.,0,3
"Clearly, one Visitor interface just can't satisfy everyone.",0,3
This is going to be a big performance hit.,0,3
Committing shortly.,0,3
Any objections to committing the security.rb part from the trunk patch to the 0.95 branch now?,0,3
"Like skip.jar.loading= true
once ---> Proposed behaviour.",0,3
Is not really needed I guess.,0,3
"Then, what's the story for code reuse for different flushers.",0,3
"""else { this.services.getAssignmentManager().assign(e.getKey(), true); }"" is called for another assignment.",0,3
OK.,0,3
It is ok for goog.requires to be missing.,0,3
It is not ok for the interface reference not be fully qualified.,0,3
"OK, done, added some more javadocs as well.",0,3
"), then I'm ok with that as well.",0,3
Ok.,0,3
OK to commit to 1.4.4,0,3
"Also, I find the name ""stillGoodJournals"" confusing, because when a journal was found to be bad, in the ""// do the sync"" block, it isn't removed from the ""stillGoodJournals"" list.",0,3
"With balancer initialy at true:
{code}
hbase@node3:~/hbase-0.94.3$ bin/graceful_stop.sh --restart --reload --debug node6
Disabling balancer!",0,3
I just hope it does wait forever on sockets or anything stupid like that...  but we'll see.,0,3
"Unrelated, should the PBImpls be moved from yarn-api to yarn-common (They're private anyway).",0,3
"Unrelated, should ApplcaitionTokenIdentifer be renamed to something like AMTokenIdentifier ?",0,3
This also seems pretty reproducible.,0,3
"if (!jj_semLA || jj_3R_60()) return true;
    if (jj_3R_61()) return true;
    return false;
  }

The simple fix could be to wrap the lookingAhead assignment  after the call within finally block.",0,3
"The true
  usages are found in calls to executeSubstatement now.",0,3
@filipe I forgot the case where includes are in include/js (or mozjs).,0,3
"audit warning seems to be due to ""hadoop-hdfs-project/hadoop-hdfs-httpfs/dev-support/findbugsExcludeFile.xml"" 

javadoc warnings also seem to be unrelated. ",0,3
"But, if the expression isgraph(wctob(wc)) evaluates to true
(which cannot occur for wc == L' ' of course), then either iswgraph(wc) or iswprint(wc)
&& iswspace(wc) is true, but not both.",0,3
"If that's not true, then you can pretty
much ignore everything in this particular comment...",0,3
It just depends upon how smart the plug in framework and the actual plug in is.,0,3
"Plus, of course you don't have to hardcode the name of the jarfile.",0,3
"Currently, we just assume it might be a laggard and thus isSlowTracker() will return true.",0,3
Rajith: This is actually not true.,0,3
"@ Thomas

Your framework is available?",0,3
The latest  patch for SimpleURIResolver and resolver framework.,0,3
"Matt, what's the cut-off date for providing a patch?",0,3
"br,
Matt",0,3
"*.. info.ftl might have confused you :)

Divesh",0,3
> I'm confused.,0,3
Pretty fancy.,0,3
"Though it is still a possibility, it is pretty corner-case.",0,3
I think there were a mistake.,0,3
Of course this is debatable.,0,3
"Of course, I have en_US for my locale.",0,3
For testing purposes of course...  ,0,3
True enough....,0,3
"This is also true for ""ACCT"", ""MLSD"", ""OPTS"" and ""REIN""",0,3
That is not true.,0,3
Default is true.,0,3
"Therefore Visa.matches() will now
return ""true"" for Mastercards, too.",0,3
"Yes, that's true.",0,3
True.,0,3
Definitely true!,0,3
Pull it back in if you think different.,0,3
But that's of course completely unrelated to your patch.,0,3
"duplication of such a small amount of trivial code is far less evil than yet
another dependency.",0,3
"This might be a stupid comment but shouldn't ""keyDerivationeterceptor"" be ""keyDerivationInterceptor""?",0,3
"HttpClient stock code is JDK 1.2
compatible (hell 1.2 is old).",0,3
The first step is of course selling us through our site.,0,3
"Brandon's pretty confident, but I'd rather not cram it into a minor release just in case there's something we missed.  ",0,3
"I encounter the same NullPointerException in the 4.1.0 source code release, but currently I don't have a git 4.1 environment to verify it.",0,3
"Matt, are you still working on this?",0,3
"But in any case, please keep things simple and stupid :)

",0,3
"James, I think it is time to do some of the tasks that you have outlined and I'm willing to do the work.",0,3
I'm fairly convinced that signing is the only way to go without turning the knobs so far up that the AM is pretty useless (no images!,0,3
Start an app with all network connections off and try to do a console.log(navigator.onLine) and it will return true.,0,3
Please do not forget about adding the ASL header to all new classes.,0,3
Matt,0,3
Matt,0,3
I will take this into account of course.,0,3
Ah of course.,0,3
