id,love,joy,surprise,anger,sadness,fear,notes,comment N,comment N-1,comment N-2,...,comment 2,comment1,,,,,,,,,,,,,,,,,,
77424,,,,,,,,The macro is also deprecated now; it is advised to use åÊåÊåÊåÊåÊåÊåÊåÊ#showRSSAutodiscoveryLink(),The macro name is mispelt; it should be #showRSSAutodiscoveryLink(); the d in discovery is lower case.,Sean; Thanks! Resolved along with ROL-930 at SVN revision 358682 on trunk. Should appear in Roller 2.1.,When sent that first e-mail; I was talking about RSD (Really Simple Discovery) which is used to find how to post/edit to the blog. Not RSS Auto-Discovery. Anyways; I am preparing to submit a patch to add a #showRSDLink() macro to each theme and will put the #showRSSAutoDiscoveryLink() macro in where needed; if directed to do so by the dev list.,,,,,,,,,,,,,,,,,,,,
5373,,,,,,,,I mailed jsr-206-comments@jcp.org and got the following response from Jeff Suttor: 'hi Daniel; consistency and least astonishment are valuable. :) would you be open to filing an RFE http://bugs.sun.com or an issue http://jaxp.dev.java.net to insure this is addressed? as this would be a public API change; it will have to be part of JAXP.next. thanks; -- Jeff' I filed https://jaxp.dev.java.net/issues/show_bug.cgi?id=9,The class/method you're asking about is part of JAXP 1.3; a standard developed through the JCP. You should send your comments to the appropriate forum (i.e. jsr-206-comments@jcp.org). There's nothing that can be done about this in Xerces and given that JAXP 1.3 went final without having IOException in the throws clause of this method adding it now would be a backwards incompatible change.,,,,,,,,,,,,,,,,,,,,,,
52716,,,,,,,,Fixed in the trunk and branch,,,,,,,,,,,,,,,,,,,,,,,
4169,,,,,,,,I'd be okay with an enhancement which defaults to a SAX2-compliant parser when available; but this isn't always the case. MinML is a good fallback for those situations (e.g. applets).,First of all; let me say; that I am not so keen with MinML either and share your opinion; that a modern XML parser and preferrably the JRE's parser should be default. However; as already pointed out; this can easily be achieved and you are by no means forced to use MinML. Besides; take a look at http://cvs.apache.org/viewcvs.cgi/ws-xmlrpc/?only_with_tag=b20050512_streaming and you'll note; that the use of SAX2 is already implemented in a branch.,A quick perusal of the MinML web page shows that it advertises non-conformance to XML. In particular it fails to handle the internal DTD subset as required by the XML specification. I don't doubt that I could find other non-conformances if I actually started parsing documents with it.,This is a very vague observation; with a very strongly worded proposal for its resolution. Might I suggest that the way to procede is to describe some concrete instances of MinML's failure in the role; and if possible provide some simple reproducable test cases to support your opinion. Might I also point out: 'http://ws.apache.org/xmlrpc/parser.html' which describes how to use any other parser. I would respectfully suggest this issue be downgraded to 'Minor' 'Wish' and resolve by changing the _default_ parser to the J2SE default.,,,,,,,,,,,,,,,,,,,,
5713,,,,,,,,Venu committed your patch for Xerces 2.6.0. Please verify.,Created an attachment (id=9160) Test program to display the problem (2) explained in bug report,Created an attachment (id=9159) Patch file for fixing DOMSerializerImpl class bugs,,,,,,,,,,,,,,,,,,,,,
24867,,,,,,,,Updated version of the patch. Removed the setter for the log storage provider in the stanza relay; and passed it either as constructor parameter of through provider registry as with other providers. If there is a need for a more generic stanza logger; these users could use the plain interface. The adapter I made is intended for filtering; so that only textual chat messages between users are let through; which I think is the most interesting detail to be logged. I updated the source file name and the comment to better indicate this.,It'd be cool to have a more integrated and general solution to serve as many users as possible. Do you like to work out an improved patch? Thanks for contributing to Vysper!,My implementation logs message stanzas only because I was only interested in logging chat messages sent between users. The storage provider should be looked up from the context. I can see that now.,This storage provider should interact with the StorageProviderRegistry infrastructure. Otherwise we'd end up with storage providers scattered everywhere.,Why does it only log <message> stanzas?,An attempt at implementing chat logging storage provider.,,,,,,,,,,,,,,,,,,
180,,,,,,,,Jimmy this ready for review/commit? If so please 'submit'. Thanks.,Patch version 2 which supports async batch.,I am hacking around this week. I will find out how much performance I can gain this way; if any. Yes; it is mainly for performance and convenience. As to fewer zk events; it may be just for our use case; assuming our node children changed handler doesn't have a chance to reset the watch soon enough. So if we create lots of children for one parent; we may get less node children changed events; theoretically.,I had a look at the patch; and I'm not sure how you take care of the scenario you mention above of receiving fewer zk events. With this patch; wouldn't you still get as many notifications as watches you had set for the znodes you have manipulated in your batch? I'm still interested in understanding if the performance difference you claim matters or of it can be fixed some other way. This feature is mainly for performance and convenience; yes?,Attached is the first version patch which is on top of the patch for ZK-1569 and ZK-1592. This patch supports sync-batch only. The async version will be in the next patch.,Hi guys; Here are two concerns I have: With this proposal we are now mixing performance and correctness (atomicity) in the multi abstraction. At this point; I'd rather stick only to the correctness aspect. The architecture of zookeeper is essentially an execution pipeline; which has been optimized to provide both low latency and high throughput. This proposal goes in the opposite the direction and tries to promote the execution of large batches instead of individual operations at least for some use cases. In general; if it there is an opportunity to improve the performance of the system; then we should pursue it; but at this point it is not even clear how much difference it would actually make if any. Can we actually make sure that such an app-level batching makes a significant difference compared to trunk with respect to performance? And if it does; what exactly is the culprit? Can we fix it without introducing a new API feature? The point about getChildren capturing fewer events sounds like a 'good to have' but not really 'must have'; but please correct me if I'm wrong.,For our use case; there is no dependency issue. 'Batch' is what we want. Another benefit is that we will get less ZK events. This may not be obvious. But we will do get less ZK events. For example; for a bunch of create operations; if we do it one by one; once we get a nodeChildrenChanged event; we will watch it again; so we will get another one for the next create operation. If they are batched; after we get the first nodeChildrenChanged event; when we watch it again; most likely; other nodes are already created; so we will get less events; which is good.,Well obviously the way it is currently implemented we do not proceed past the first failure. But if we wanted to support a 'batch' request wherein they are not all or nothing; then yes; I think we'd proceed past the first failure. If there are dependencies on earlier ops; then obviously those will fail.,it aborts on the first op that fails and rolls back Should we allow operations after the failed operation to continue ? The rationale is that the operations in the batch may not have dependencies among them.,Yes; I meant 'cause' . The existing multi code fills in a list of results for each op. Right now; it aborts on the first op that fails and rolls back the data tree to what it was before it started. And it explicitly marks all ops after that in the results list with a runtime exception. So the mechanism is already there to communicate the errors back to the client. So I suppose the Multi code would need to take a bool to indicate if it was all or nothing or not.,A multi will case one new snapshot/log to be generated I guess you meant 'cause' above. but there was no guarantee they'd all succeed/fail. I think we need to formalize how success / failure status for individual operations in this new multi API should be delivered back to client.,I actually think there is a valid use case for this. Mostly for performance reasons. Because a multi is one transaction; it causes less permuation on the distributed and replicated state of zookeeper than multiple individual operations not in a multi. With a Multi: You only pay the cost of the RPC overhead once rather than on each individual operation You get one flush of the leader channel rather than multiple ones for each write operation A multi will case one new snapshot/log to be generated rather than multiple ones for each operation There are other reasons that make this a good reason too that are not performance based. e.g.; if it makes the programmer's job easier to use a multi with these semantics; then that's a win. In other distributed databases I've worked on; we used different terminology to disinguish between a multi op that all succeed/fail vs one that does not. We used the term 'Batch' to imply we were batching up operations but there was no guarantee they'd all succeed/fail.,Yes; that's what we are using now. It is working fine. I was thinking if there is still room for improvement.,In my view; the asynchronous API has been designed to address exactly use cases like yours. I don't think you should be suffering any severe penalty by using the asynchronous API. Have you actually tried it and had any issue with it?,Hi Flavio; for our use case; we need to create/setData hundreds/thousands of znodes. By submitting operations asynchronously; we need to do it one by one. If we can do it in batches; we can save lots of network trips.,Hi Jimmy; I'm trying to understand why submitting operations asynchronously is not sufficient for your case. Why do you need to use multi in this case?,,,,,,,,
76425,,,,,,,,This was done long ago and is now in trunk and ready for release,I have merged this work to the trunk. Here's the commit: http://svn.apache.org/viewvc?view=revision&revision=1172075,The patch looks good. Please go ahead and commit.,This patch includes Template Code addition as a result of new design changes.This patch contains both WeblogThemeAssoc and WeblogTemplateCode changes with a test for WeblogTemplateCode.,WeblogThemeAssoc.patch includes new design changes of adding WeblogThemeAssoc class for keeping the association of a weblog and its themes of different types. Please note that this patch is to review the changes and should apply to roller_mobile branch.,This initial patch will enable a user to define a mobile theme and then it will render the set up theme in a mobile device. please create a dummy theme (simply copy paste exisiting one in weblogger-webapp/src/main/wepapp/themes/ and add an entry in theme.xml to say it is a mobile theme. like <type>mobile</mobile>. I have made fauxcoly theme to recognize as a mobile theme. Please note this is a test patch to verify the functionality.,,,,,,,,,,,,,,,,,,
9989,,,,,,,,Xalan-Java appears to be operating correctly.,,,,,,,,,,,,,,,,,,,,,,,
18707,,,,,,,,Ah; I can close it myself...,,,,,,,,,,,,,,,,,,,,,,,
18020,,,,,,,,r563181 pom.xml,r563179 Update: QNameTest.java QNameDeserializeTest.java AllWodenTests.java,Added a couple more patches - AllWodenTest changed to include the new QNameDeserializeTest class and pom.xml changed to exclude QNameDeserializeTest instead of QNameTest.,Dan supplied the patch; so assigning the JIRA to him.,Thanks to Dan Harvey for contributing a fix in file patch-item-137.txt,Background: According to the Java 5 javadoc for the QName class; the prefix field must be non-null. It must be specified on the 3 arg ctor and it should default to the empty space '' when using the 2 arg or 1 arg ctors. However; when a serialized QName object is deserialized the namespace; local name and prefix fields are set from the values in the serialized object. Before Java 5 the QName class did not have the prefix field. If an older (pre-Java 5) serialized QName object is deserialized by Java 5; the deserialization should detect that there is no prefix value and initialize the prefix field to the empty string. The Woden QName class does this by overriding the readObject method to check the deserialized object for a null prefix and set it to the empty string. The IBM Java 5 JRE also initializes the prefix to empty string when deserializing an older (pre-Java5) QName object. However; the Sun 1.5.0 JRE does not - it leaves the prefix field in the deserialized object as null; which contradicts non-null invariant implied by Sun's QName javadoc. Our attempts to get this fixed in the Sun JRE have been unsuccessful. So instead; we will extract the test method in question ; QNameTest.testGoodDeserializeQNameWithoutPrefix(); into a separate test class called QNameDeserializeTest and exclude this from the Maven continuum build. That way the remaining QName tests can be included with the Maven build (which runs at Apache on Solaris using the Sun Java JRE) without the deserialize testcase breaking the build. The new test class can be included with the Woden Junit test suite when perform regression testing separately to the Maven build.,junit.framework.AssertionFailedError: Expected a null 'prefix' to be initialized to the empty string ''. at junit.framework.Assert.fail(Assert.java:47) at junit.framework.Assert.assertTrue(Assert.java:20) at javax.xml.namespace.QNameTest.testGoodDeserializeQNameWithoutPrefix(QNameTest.java:476) at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39) at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25) at java.lang.reflect.Method.invoke(Method.java:585) at junit.framework.TestCase.runTest(TestCase.java:154) at junit.framework.TestCase.runBare(TestCase.java:127) at junit.framework.TestResult$1.protect(TestResult.java:106) at junit.framework.TestResult.runProtected(TestResult.java:124) at junit.framework.TestResult.run(TestResult.java:109) at junit.framework.TestCase.run(TestCase.java:118) at junit.framework.TestSuite.runTest(TestSuite.java:208) at junit.framework.TestSuite.run(TestSuite.java:203) at org.eclipse.jdt.internal.junit.runner.junit3.JUnit3TestReference.run(JUnit3TestReference.java:128) at org.eclipse.jdt.internal.junit.runner.TestExecution.run(TestExecution.java:38) at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:460) at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:673) at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.run(RemoteTestRunner.java:386) at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.main(RemoteTestRunner.java:196),I have just run this test against the Sun 1.5.0_12 JRE and the test still fails; so sun haven't fixed this yet.,,,,,,,,,,,,,,,,
20625,,,,,,,,Integrated in Apache Wicket 1.4.x #200 (See [https://hudson.apache.org/hudson/job/Apache%20Wicket%201.4.x/200/]) åÊåÊåÊåÊ,,,,,,,,,,,,,,,,,,,,,,,
76494,,,,,,,,Closed issues related to Roller 5.0 release.,Mavenization is now complete and jetty:run-war is working on MacOS and WinXP. If you have Maven 2.0.9 or later and a Subversion client; it is now possible to fetch Roller source; build the code and run the unit tests with these commands: åÊåÊåÊsvn co https://svn.apache.org/repos/asf/roller/trunk roller_trunk åÊåÊåÊcd roller_trunk åÊåÊåÊmvn install If you want to run Roller for development testing; you can use this command which will start Jetty; start Derby and start Roller: åÊåÊåÊcd weblogger-web åÊåÊåÊmvn jetty:run-war Once you've done that; browse to http://localhost:8080/roller to run Roller. Note that this is for development testing only -- any changes you save in Roller will be deleted the next time you run mvn clean.,URL: http://svn.apache.org/viewvc?rev=900145&view=rev Log: Fixes to POMs suggested by Matt Raible Added some of the fixed suggested by Matt; in particular I fixed these items: * <type>jar</type> is unnecessary since it's the default. Same goes for <scope>compile</scope>. * An XSD on <project> might give IDEs better support for Maven. * I get '[WARNING] Using platform encoding (MacRoman actually) to copy filtered resources' when running 'mvn install'. Adding <project.build.sourceEncoding>UTF-8</project.build.sourceEncoding> to the <properties> section will fix this.,Mavenized Roller is now in trunk; here is the initial commit. URL: http://svn.apache.org/viewvc?rev=895623&view=rev Log: SVN merge of Mavenized Roller seems to be complete I'm still working on reducing the number of jars in WEB-INF/lib; following Maven best practices; etc. Matt Raible made some good suggestions in this email thread: åÊåÊåÊhttp://markmail.org/message/xeaxln3otkhesjxm,I'm making good progress on this and hope to have something ready to commit in the next week. I'm breaking Roller up into these modules: åÊåÊåÊroller-core åÊåÊåÊplanet-business åÊåÊåÊplanet-web åÊåÊåÊweblogger-business åÊåÊåÊweblogger-web Currently; I have all modules except for the *-web ones building and successfully executing all tests.,,,,,,,,,,,,,,,,,,,
72474,,,,,,,,Closing all resolved issues due to a successful 1.0.0-incubating release,,,,,,,,,,,,,,,,,,,,,,,
41140,,,,,,,,Looks fine to me now. Thanks!,Ok; documentation has been updated and tomahawk site republished. See: * change to 'Extensions Filter' page * change to t:inputFileUpload tagdoc * change to ExtensionFilter class javadoc Please check and then close as 'resolved'. Thanks for pointing the issue out.,Yep; thanks for pointing that out. I'll fix that soon..,,,,,,,,,,,,,,,,,,,,,
7380,,,,,,,,As a work around; I scan the XML document to locate the namespaces which are then compared against a look-up file to see which schemas to load in the grammar. The only reason this was done is because DOMEntityResolver did not trigger for all namespaces. I am using version 2.7 and the option to trigger on all namespaces would be useful.,It looks like that editing an issue raises the priority to 'blocker'...,Created an attachment (id=10876) ZIP file with test case.,,,,,,,,,,,,,,,,,,,,,
44873,,,,,,,,This has been fixed for 1.1 by Upgading to POI 3.8 beta 5. Perhaps somebody with more power than me can mark this accordingly.,I did a fix for this by improving org.apache.poi.xwpf.usermodel.XWPFParagraph currently it ignores all smart tags instead of processing them. I will proposing them a fix using your example document as test. If it gets accepted; I have a test case for Tika already handy; so we can add it here as well.,pushing out to 0.9 _x0089_ÛÒ there's no patch for this yet and it's 0.8 release time,An example .docx containing smart-tagged text that is not extracted by Tika.,,,,,,,,,,,,,,,,,,,,
34779,,,,,,,,fix works~,,,,,,,,,,,,,,,,,,,,,,,
79211,,,,,,,,Thanks Marijan; will do!,Hi Stan; I was working on all issues; however I had no time to compare (and merge) it to work you guys did in bootstrap branch. One issue that you could pick up is RAVE-539,Marijan; we're got the developers almost ready to proceed on more tasks - have you started on any of the ones that you've assigned to yourself? If not; we (MITRE) might be able to pick them up.,,,,,,,,,,,,,,,,,,,,,
48875,,,,,,,,This works great for me; but it has demonstrated another issue when some Tapestry's script files try to use the clientId in order to create javascript identifiers for variables. I'll open a new issue describing this.,I'm assuming that this has been fixed already but not closed?,You do have commit access; so if making _cycle non private solves the problem then I'd just change it. p.s. If MultiFormSupport does work out it seems more logical to just make that the default behavior in FormSupportImpl doesn't it?,BTW; the 'new' MultipleFormSupport is an ugly copy-paste of 'FormSupportImpl' mostly due to the fact that _cycle is private in FormSupportImpl Making it protected saves more that 750 lines... the other solution is for the subclass to also keep a copy of that field; when it's passed in the contructor - still ugly!,A recent step forwards (i hope) has been the org.apache.tapestry.form.FormSupportFactory interface that is now responsible for generating FormSupport implementations. This has allowed me to try alternative implementations; one being MultipleFormSupport which works by prefixing all form elements with the form's clientId (on render and then again on rewind) Here's how this would then be configured - overriden åÊåÊåÊåÊ<implementation service-id='tapestry.form.FormSupportFactory'> åÊåÊåÊåÊåÊåÊ<create-instance class='org.apache.tapestry.form.MultipleFormSupportFactory'/> åÊåÊåÊåÊ</implementation> I'm missing a few unit tests before committing :),Yep; this indeed happens... In tacos this was fixed by introducing a parameter in AjaxForm that would make name and id generation depend on component's idPath (instead of id) Here's the changeset: http://fisheye3.cenqua.com/changelog/tacos?cs=348 I'm thinking of a less intrusive solution for Tapestry... Perhaps in formSupport.getElementId...,,,,,,,,,,,,,,,,,,
73819,,,,,,,,looks good. Thanks!,,,,,,,,,,,,,,,,,,,,,,,
51837,,,,,,,,The change you want would be nice; but is simply not possible. The form data is either available or not; if there's a file upload exception; then none of the data submitted in the form is available to Tapestry. This is a function of the multipart/form encoding type and the underlying Jakarta FileUpload library.,,,,,,,,,,,,,,,,,,,,,,,
70682,,,,,,,,Close after release,In Rev. 908022 created a new redirectAfterLogout method; which is called by the logout method after the dropCredentials method of all authentication handlers has been called. This method does notthing if the response has already been committed. Otherwise the 'resource' request attribute and request parameter are checked whether they provide a redirect target. If so; the client is redirected there. If a redirect target is not provided; the client is redirected to the servlet context root.,,,,,,,,,,,,,,,,,,,,,,
68539,,,,,,,,Please be informed that I am no longer accessible through this email address. Pls refrain from sending further messages. I will just personally contact you with my new email address. For any concerns / issues / inputs relating to your transactions with Exist; kindly forward email to hr@exist.com. Thank you HR Dept,It appears the servicemix-eip tests were failing when no additional memory was reserved for the unit tests (currently: -Xmx512m). With Adrian's centralized surefire configuration in place; all these tests now work fine. I have removed the <exclusion/>s from the pom.xml (cfr. http://svn.apache.org/viewvc?view=rev&revision=555652),,,,,,,,,,,,,,,,,,,,,,
5134,,,,,,,,Ludger; thanks for the patch. I've just committed it. See SVN rev 1103164. Thiwanka; thanks for your help in investigating this issue.,Ludger and Thiwanka; I agree with both or your assessments. This not only corrects an inconsistent state but is also minor performance improvement for checkNormalizationAfterRemove() when the first child of a node is removed.,I wrote a sample program to demonstrate the scenario described above. sample.xml : <?xml version='1.0' encoding='ISO-8859-1'?> <note> <to>Thiwanka</to> <from>Erangi</from> <heading>Apache</heading> <body>Xerces</body> </note> InternaRemoveChildTest class : import org.apache.xerces.parsers.DOMParser; import org.xml.sax.SAXException; import java.io.IOException; import org.xml.sax.InputSource; import org.w3c.dom.Document; import org.w3c.dom.*; public class InternaRemoveChildTest { public void parser() { InputSource is = new InputSource('/home/thiwanka/workspace/Test/src/sample.xml'); DOMParser parser = new DOMParser(); try { parser.parse(is); // System.out.println('The sample.xml is well-formed.'); Document document = parser.getDocument(); Node node = document.getDocumentElement(); System.out.println('Document Element node name : ' + node.getNodeName() + '\n'); System.out.println('\n___________________DOM nodes before removing the child___________________\n'); processNodeRecursively(node); removeNode(document); } catch (SAXException e) { System.out.println('The sample.xml is not well-formed'); } catch (IOException e) { System.out.println( 'The parser could not check the sample.xml IOException' ); } } public void removeNode(Document document) { //Create the node to be removed - the first child in this specific case Node node = document.getDocumentElement().getFirstChild(); System.out.println('Node Name of the node to be removed : ' + node.getNodeName()); //Remove the node Node removedNode = document.getDocumentElement().removeChild(node); //Start debugging from this point System.out.println('Node Name of the node to be removed : ' + removedNode.getNodeName()); //Access the DOM tree System.out.println('\n___________________DOM nodes after removing the child___________________\n'); processNodeRecursively(document.getDocumentElement()); } public void processNodeRecursively(Node node) { for (Node child = node.getFirstChild() ; child != null ; child = child.getNextSibling()) { System.out.println('Node name : ' + child.getNodeName()+ ' ' + 'Node value : ' + child.getNodeValue()); processNodeRecursively(child); } } public static void main(String[] args) { InternaRemoveChildTest test = new InternaRemoveChildTest(); test.parser(); } } Note : Check the values at 'checkNormalizationAfterRemove' method in 'ParentNode' class.,Got to know that the checkNormalizationAfterRemove() method checks whether the adjacent siblings of the removed child are 'TEXT_NODE' or not. * In internalInsertBefore() in ParentNode.java; if the 'refInternal' is null the node is appended to the tree as the parent's last child having no reference to the nextSibling attribute(which means having the value null). In the above discussed issue @line 548; the value 'oldPreviousSibling' gets whenever the 'oldInternal' was a 'firstChild' is the last sibling. But inside the normalization checking process this inconsistency does not matter. The real values at the time of normalization checking should be (in checkNormalizationAfterRemove method in ParentNode.java) : previousSibling = null (normalized property is preserved) But the values actually passed in to checkNormalizationAfterRemove method are : previousSibling = lastChild; and lastChild.nextSibling is null (normalized property is preserved - using wrong values) So the checkNormalizationAfterRemove method gives the same result when the removed child is a first child. But I think; this inconsistency should be still addressed in the code.,What is meant by 'checkNormalizationAfterRemove(ChileNode previousSibling)' in org.apache.xerces.dom.ParentNode.java ?,@ line 547 and 548 in Class org.apache.xerces.dom.ParentNode.java: // Save previous sibling for normalization checking. ChildNode oldPreviousSibling = oldInternal.previousSibling(); Assuming the case that (oldInternal == firstChild): When it comes to this point the oldInternal.isFirstChild(false) is already invoked and now it is not available as the first child. When it was acting as the first child it contained null value in ChildNode.previousSibling. An; when it comes to line 548; it fails isFirstChild() (when calling oldInternal.previousSibling()). But the return value is going to be a null as well. At this point oldInternal.previousSibling() always return a null value once oldInternal was a first child && now it is not. So I think the code does have ant defect. Pls correct me if I have misunderstood the issue. Thanks.,,,,,,,,,,,,,,,,,,
74491,,,,,,,,Chain 1.2 is now available in the m2 repo. Updated patches to include logging 1.1.1 and scxml 0.8,Commons SCXML should go to latest release (v0.8) as well. Editing issue summary to list the three Commons libraries mentioned so far.,Attaching patches for the trunk and 1.x branch. BTW Commons Chain 1.2 hasn't yet hit the central repo - so probably worth holding off until it has: http://repo1.maven.org/maven2/commons-chain/commons-chain/,,,,,,,,,,,,,,,,,,,,,
69716,,,,,,,,I really meant to remove this functionality: What is the use for it anyway ? It doesn't hurt today (except for a few bytes eaten) but it may be confusing. So; if there is no clear use and requirement for it; I suggest to just remove it.,> Disabling the plugin by configuration is IMHO not required because the Web Console is targeted at admins only. ok; I see your point - I'll leave the setting in for now; I don't think it hurts to have it.,Disabling the plugin by configuration is IMHO not required because the Web Console is targeted at admins only. And those would probably be interested in seeing the background jobs - no matter where they come from.,TODOS removed in revision 1231129. Plugin made optional in revision 1231138; can be disabled by configuration. The use case for disabling the plugin is when background jobs are user-level operations: our plugin is good enough for admin-level background jobs; but for end users it's good to have a UI that's integrated with the rest of your system's user-level UI. That was the whole idea behind the JobConsole service; to be able to create customized consoles; in which case it can be good to disable the webconsole plugin to avoid confusion.,> It might also be good to make this plugin optional; in case users want to supply a custom variant. Why ? Isn't our plugin good enough ?,,,,,,,,,,,,,,,,,,,
45835,,,,,,,,Integrated in Thrift #407 (See https://builds.apache.org/job/Thrift/407/) THRIFT-1517 TTransport.ReadAll() should set exception type to EndOfFile Patch: Stefan Gmeiner (Revision 1291039) Result = SUCCESS roger : http://svn.apache.org/viewvc/?view=rev&rev=1291039 Files : /thrift/trunk/lib/csharp/src/Transport/TTransport.cs,Thanks; committed.,,,,,,,,,,,,,,,,,,,,,,
45250,,,,,,,,Resolving as fixed. We can do better positioning of the comments once someone has a concrete use case for that.,,,,,,,,,,,,,,,,,,,,,,,
31554,,,,,,,,Dave has let me know that this has resoved the issue,,,,,,,,,,,,,,,,,,,,,,,
80768,,,,,,,,Now merged to the 0.20 release branch.,,,,,,,,,,,,,,,,,,,,,,,
29351,,,,,,,,This issue is maybe related to UIMA-1408.,,,,,,,,,,,,,,,,,,,,,,,
20927,,,,,,,,woops; thought this was already fixed...,Here is a patch that almost work. The idea is that PageManager.touchPage() is called only in Page#onAfterRender() and before redirect in the case of redirect_to_render strategy. The runtime is OK but WicketTester has some problems; mostly because MockPageManager is dumb.,This is not fixed actually. I'll give a try on the approach with lazy getting the page id.,maybe we can make page#getnumericid() get the id lazily. usually if something does call page#getnumericid() the page is not stateless.,This id is get from the Session during page construction. It is not possible at this point to know whether it is stateless or not. Non-stateless component/behavior can be added to the page before render-time. This is even how trunk works at the moment.,,,,,,,,,,,,,,,,,,,
644,,,,,,,,Integrated in ZooKeeper-trunk #1266 (See https://builds.apache.org/job/ZooKeeper-trunk/1266/) ZOOKEEPER-1104. CLONE - In QuorumTest; use the same 'for ( .. try { break } catch { } )' pattern in testFollowersStartAfterLeaders as in testSessionMove. (Eugene Koontz via mahadev) mahadev : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1157690 Files : /zookeeper/trunk/src/java/test/org/apache/zookeeper/test/QuorumTest.java /zookeeper/trunk/CHANGES.txt,I just pushed this to trunk only! Thanks Eugene; do let me know if this needs to go into 3.3 branch.,Eugene; I am assuming the patch is just for trunk. Let me know if it needs to go into 3.3 branch as well.,Hi Mahadev; Please use the ZOOKEEPER-1104 one ( ZOOKEEPER-1104.patch) -Eugene,Eugene; You have a couple of patches attached. 2 of them saying ZOOKEEPER-1103. Is ZOOKEEPER-1104 patch the one to consider for this jira?,+1 overall. Here are the results of testing the latest attachment http://issues.apache.org/jira/secure/attachment/12487200/ZOOKEEPER-1104.patch against trunk revision 1152141. +1 @author. The patch does not contain any @author tags. +1 tests included. The patch appears to include 4 new or modified tests. +1 javadoc. The javadoc tool did not generate any warning messages. +1 javac. The applied patch does not increase the total number of javac compiler warnings. +1 findbugs. The patch does not introduce any new Findbugs (version 1.3.9) warnings. +1 release audit. The applied patch does not increase the total number of release audit warnings. +1 core tests. The patch passed core unit tests. +1 contrib tests. The patch passed contrib unit tests. Test results: https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/449//testReport/ Findbugs warnings: https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/449//artifact/trunk/build/test/findbugs/newPatchFindbugsWarnings.html Console output: https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/449//console This message is automatically generated.,-1 overall. Here are the results of testing the latest attachment http://issues.apache.org/jira/secure/attachment/12487200/ZOOKEEPER-1104.patch against trunk revision 1148553. +1 @author. The patch does not contain any @author tags. +1 tests included. The patch appears to include 4 new or modified tests. +1 javadoc. The javadoc tool did not generate any warning messages. +1 javac. The applied patch does not increase the total number of javac compiler warnings. +1 findbugs. The patch does not introduce any new Findbugs (version 1.3.9) warnings. -1 release audit. The applied patch generated 26 release audit warnings (more than the trunk's current 24 warnings). -1 core tests. The patch failed core unit tests. +1 contrib tests. The patch passed contrib unit tests. Test results: https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/404//testReport/ Release audit warnings: https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/404//artifact/trunk/patchprocess/patchReleaseAuditProblems.txt Findbugs warnings: https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/404//artifact/trunk/build/test/findbugs/newPatchFindbugsWarnings.html Console output: https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/404//console This message is automatically generated.,sorry should have read 'since June 21-June 22' {{ commit 9619bd31d5b191fdb7d622d2bb84fac92ab1111c Author: Patrick D. Hunt <phunt@apache.org> Date: Wed Jun 22 19:35:55 2011 +0000 Fixed a problem introduced by the first patch for ZOOKEEPER-1103 (phunt) git-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1138595 13f79535-47bb-0310-9956-ffa450edef68 commit 77992edd8abc6ffd759d60266e55fd3b388b7d3a Author: Patrick D. Hunt <phunt@apache.org> Date: Tue Jun 21 22:19:04 2011 +0000 ZOOKEEPER-1103. In QuorumTest; use the same 'for ( .. try { break } catch { } )' pattern in testFollowersStartAfterLeaders as in testSessionMove. (Eugene Koontz v git-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1138213 13f79535-47bb-0310-9956-ffa450edef68 }},Hi; an earlier version of the patch for this issue is now in trunk since: I am adding another; smaller patch that syncs trunk with the modifications of this patch (removing the unneeded 'boolean success' variable).,,,,,,,,,,,,,,,
14387,,,,,,,,we're moving away from dojo integration in struts2; so you won't likely get much traction on this issue. If you want/need this resolved; then reopen; but provide a patch that we can apply. The core devs aren't going to allocate time to the dojo plugin at this point.,that bug arises when you have autoComplete=true. Setting it in false it works.,Setting to future pending a patch.,,,,,,,,,,,,,,,,,,,,,
