id,love,joy,surprise,anger,sadness,fear,notes,comment N,comment N-1,comment N-2,...,comment 2,comment1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56124,,,,,,,,The problem is *not* really a bug in Struts but The problem is *not* really a bug in Struts but Bug #3534 of Catalina's Warp Connector; which causes the request's wrapped input stream to be closed to early. However; Strut's shouldn't work on as nothing has happened but should throw an exception to clearly indicate the error. Otherwise it is really hard to track down any problem related with invalid data of an submitted multipart form. åÊof Catalina's Warp Connector; which causes the request's wrapped input stream to be closed to early. However; Strut's shouldn't work on as nothing has happened but should throw an exception to clearly indicate the error. Otherwise it is really hard to track down any problem related with invalid data of an submitted multipart form.,Some additional note: The missing parameters always appear *after* the file to upload within the client request; i.e. POST /action/attachment-create HTTP/1.1 Host: localhost:7000 User-Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:0.9.5+) Gecko/20011009 Accept: text/xml; application/xml; application/xhtml+xml; text/html;q=0.9; image/png; image/jpeg; image/gif;q=0.2; text/plain;q=0.8; text/css; */*;q=0.1 Accept-Language: de; en;q=0.50 Accept-Encoding: gzip; deflate; compress;q=0.9 Accept-Charset: ISO-8859-1; utf-8;q=0.66; *;q=0.66 Keep-Alive: 300 Connection: keep-alive Cookie: JSESSIONID=F81185664918B2B3A970034023759421 Referer: http://localhost:7000/action/attachment-edit-list?call-id=23054 Content-type: multipart/form-data; boundary=---------------------------1627350459202016671524971257 Content-Length: 5254 -----------------------------1627350459202016671524971257 Content-Disposition: form-data; name='description' Test..... -----------------------------1627350459202016671524971257 Content-Disposition: form-data; name='attachment'; filename='boot-compat.b' Content-Type: application/msaccess ???ZR?B??BB$?ZR???Z?? ??[???t?S???[K???r??t< t??8?t?C?u???X?N??^1????t!??t?< t? <0r<9w;0?????????s????????? -----------------------------1627350459202016671524971257 Content-Disposition: form-data; name='com.consol.cmjsp.control.action.BaseAction.FORM_ACTION' /attachment-create -----------------------------1627350459202016671524971257 Content-Disposition: form-data; name='call-id' 23054 -----------------------------1627350459202016671524971257--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20905,,,,,,,,1.3.x is no longer maintained outside of security-related issues; please upgrade to 1.4.x,this is class we using for attaching dynamic js resources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30436,,,,,,,,This one will probably not make 2.1 release. It is some bug in the SWT impl on the Mac; but for widgets that are now 'deprecated' in Eclipse. The fix will include upgrading the widgets used (and losing Eclipse compatiblity for levels prior to 3.1 I think - which was why this upgrade wasn't done earlier).,Marshall; I know you've been looking into Mac issues lately. Just making sure you didn't miss this one.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71085,,,,,,,,Linked the API docs from the main navigation which completes this task for now.,Committed the generated apidocs to our site SVN at Rev. 773487 and updated the site base on people.a.o. The Sling 5 API docs have been generated as follows: $ svn export http://svn.apache.org/repos/asf/incubator/sling/tags/sling-5-incubator-source-release/ sling5 $ # Fix root pom.xml (see below) $ cd sling5 $ mvn -DexcludePackageNames='*.impl:*.internal:*.jsp:sun.misc:*.juli' org.apache.maven.plugins:maven-javadoc-plugin:2.5:aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73415,x,,,,,,,Patch applied. Thanks,The binary images that are mentioned and used in the reviewed code. Both images are made by me and can be freely used in Shindig.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76631,,,,,,,,Closing resolved/won't fix issues.,Roller requires Sun Java SE 5 and will not run with 1.4.2 or with GCJ.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63070,,,,,,,,Bulk close for Solr 1.4,committed.,pretty trivial bug; but I thought I'd fix it while I was converting everything for reuse and with the new attribute API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46878,,x,,,,,,Bryan; I agree on the folder structure change. This surely will break existing code. For your other point; it isn't really necessary that's right but in my opinion it fits much better in the Rails 'convention over configuration' principle. FYI; we are using those changes successfully in all our thrift sub-projects (we are having 5 of them).,I don't disagree that generating the folder structure to match the namespace structure is a good idea; but that is a breaking change; so I wonder if that shouldn't be in it's own issue and patch instead of under this one. For what it's worth; we use Thrift objects in Rails too; but we just require them in environment.rb. Is it important for the autoloading to pick up Thrift objects?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16908,x,,,,,,,Thanks. The problem is with deferred node expansion; when this is on the Node appears as null instead of a Text node with an empty String. I'll merge a fix shortly.,yes a wsse:Password element is sent across the wire and the UsernameToken look like this exactly: <wsse:UsernameToken wsu:Id='UsernameToken-1' xmlns:wsse='http://docs.oasis-open.org/wss/2004/01/oasis-200401-wss-wssecurity-secext-1.0.xsd' xmlns:wsu='http://docs.oasis-open.org/wss/2004/01/oasis-200401-wss-wssecurity-utility-1.0.xsd'> åÊåÊåÊåÊåÊ<wsse:Username>ser</wsse:Username> åÊåÊåÊåÊåÊ<wsse:Password Type='http://docs.oasis-open.org/wss/2004/01/oasis-200401-wss-username-token-profile-1.0#PasswordText'></wsse:Password> </wsse:UsernameToken> Seb.,Can you clarify whether a wsse:Password element is sent across the wire or not? So; does the UsernameToken look like this: <wsse:UsernameToken xmlns:wsu='http://docs.oasis-open.org/wss/2004/01/oasis-200401-wss-wssecurity-utility-1.0.xsd' wsu:Id='UsernameToken-15' xmlns:wsse='http://docs.oasis-open.org/wss/2004/01/oasis-200401-wss-wssecurity-secext-1.0.xsd'> åÊåÊåÊåÊ<wsse:Username>emptyuser</wsse:Username> åÊåÊåÊåÊ<wsse:Password Type='http://docs.oasis-open.org/wss/2004/01/oasis-200401-wss-username-token-profile-1.0#PasswordText'/> </wsse:UsernameToken> or this: <wsse:UsernameToken xmlns:wsu='http://docs.oasis-open.org/wss/2004/01/oasis-200401-wss-wssecurity-utility-1.0.xsd' wsu:Id='UsernameToken-15' xmlns:wsse='http://docs.oasis-open.org/wss/2004/01/oasis-200401-wss-wssecurity-secext-1.0.xsd'> åÊåÊåÊåÊ<wsse:Username>emptyuser</wsse:Username> </wsse:UsernameToken> Colm.,I am reopening this issue. From my place i cannot commit code. @ Ruchith The problem is at server who recieves the empty password. the callback method gets null password in this case.,i think there is really a bug. I have exactly the same problem. When i send with my client a empty password; i receive on the server a null password and not an empty password. i think the problem is in org.apache.ws.security.message.token.UserNameToken : public String getPassword() { åÊåÊåÊåÊåÊåÊåÊåÊreturn nodeString(elementPassword); åÊåÊåÊåÊ} private String nodeString(Element e) { åÊåÊåÊåÊåÊåÊåÊåÊif (e != null) { åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊText node = getFirstNode(e); åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊif (node != null) { åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊreturn node.getData(); åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ} åÊåÊåÊåÊåÊåÊåÊåÊ} åÊåÊåÊåÊåÊåÊåÊåÊreturn null; åÊåÊåÊåÊ} the 'getFirstNode' return null so getpassword return null when an empty password is sended.,I'm going to mark this as won't-fix. I've added tests to WSS4J that verify that it's possible to send a blank password: <wsse:UsernameToken xmlns:wsu='http://docs.oasis-open.org/wss/2004/01/oasis-200401-wss-wssecurity-utility-1.0.xsd' wsu:Id='UsernameToken-15' xmlns:wsse='http://docs.oasis-open.org/wss/2004/01/oasis-200401-wss-wssecurity-secext-1.0.xsd'> åÊåÊåÊåÊ<wsse:Username>emptyuser</wsse:Username> åÊåÊåÊåÊ<wsse:Password Type='http://docs.oasis-open.org/wss/2004/01/oasis-200401-wss-username-token-profile-1.0#PasswordText'/> </wsse:UsernameToken>,Can you supply a test-case? Colm.,We make a property map. and put WShandlerConstants.USER=testuser and then implement CallBackHandler as CallBackHandlerImpl where we set WSPasswordCallback.setPassword('') in handle method This CallBackHandlerImpl obj is again put into property map against WShandlerConstants.PW_CALLBACK_REF ACTION = USERNAME_TOKEN PASSWD_TYPE = PW_TEXT A WSS4jOutInterceptor from this property map and added in client out mode. wss4j reads the ('') value of password as null.,How are you setting the username and password? Colm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53769,x,,,,,,,åÊåÊåÊ[[ Old comment; sent by email on 16 Aug 2006 02:55:27 -0000 ]] Hi Kalpesh; åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊThanks for Your response. But the issue is that; I might be having 50 or even 500 multi select boxes in my application depending upon the records in my database. If I implement reset method; I dont want to iterate each check box and reset it to a default value. Is there any way to reset all the multi select boxes to a default value; in one shot. As per your suggestion; I need to get the request parameters and compare their values with those of the multi select box selected options and reset it accordingly? My question here is; multi-selectbox A(String[]) is having a default value null. Once data is loaded from database A's value is {x;y}. If user unselects both the x and y in browser for this multi-select box then it is still showing the {x;y} in my Action class when I pass the values back to database. what I'm expecting is a null value for A. Please let me know how to resolve this. Thanks and Regards; Sreedhar. http://issues.apache.org/struts/browse/STR-2927?page=comments#action_37962 ] the request only if the checkbox/select is selected. If you dont unselect it; you wont get the key=value in your request. method of the ActionForm; reset the value for the array i.e. retaining previous values if none is selected. ----------------------------------------------------------------------------- ----------------------------------- URL: http://issues.apache.org/struts/browse/STR-2927 Struts 1 Affects Versions: 1.2 Family is the HTML for my element. size='3' ><option value='1'>ABC</option> selected='selected'>DEF</option> <option value='6' selected='selected'>JKL</option> value='9'>MNO</option> selected='selected'>VWX</option> selected='selected'>YZA</option> <option value='1111'>FFFFF</option> <option value='209'>TQPN</option> </select> database. If I re-visit the application and deselect all the options selected in this box; it is not reflecting to show empty list. I'm using a string array in my form bean to hold these values. the String array should be empty or null. But it is still holding the previous set of values. any other action(selecting other values or deselecting one or more by keeping atleast one value selected) it works fine. automatically generated by JIRA. contact one of the administrators: http://issues.apache.org/struts/secure/Administrators.jspa information on JIRA; see: http://www.atlassian.com/software/jira,This is not a bug. This is how some browser behaves. You get key=value in the request only if the checkbox/select is selected. If you dont select or unselect it; you wont get the key=value in your request. In your reset method of the ActionForm; reset the value for the array to null. Thanks; -Kalpesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45877,,,,,,,,Integrated in Thrift #426 (See https://builds.apache.org/job/Thrift/426/) THRIFT-1532/ THRIFT-1475 - fix record generation for erlang (Revision 1303663) Result = SUCCESS molinaro : http://svn.apache.org/viewvc/?view=rev&rev=1303663 Files : /thrift/trunk/compiler/cpp/src/generate/t_erl_generator.cc /thrift/trunk/lib/erl/Makefile.am /thrift/trunk/lib/erl/test/Thrift1475.thrift,I believe the fix for THRIFT-1532 also fixes this. I went a slightly different direction; so see THRIFT-1532 for details. Also please try out the patch and let me know if doesn't work in some cases.,I'm not clear how things are broken; do you have an example .thrift file and an example of how running it with the dialyzer fails? I tried  struct StructA {   1: string a;   2: binary b;   3: optional string c;   4: optional binary d;   5: required string e;   6: required binary f;   7: string g = 'foo'; }  Which generates  -record(structA; {a = undefined :: string();                   b = undefined :: string();                   c = undefined :: string();                   d = undefined :: string();                   e = undefined :: string();                   f = undefined :: string();                   g = 'foo' :: string()}).  Which arguably is not quite correct; but doesn't cause the dialyzer to fail with an error; so I'm not sure what the issue your patch fixes is. Can you include some information on how to reproduce and test this? Also; I'm wondering if the type signatures might cause issues in a server. Right not when a server gets a record which fields which are 'strings' the fields actually come in as binaries (assumably as an optimization as you might not need them as 'strings'; so dialyzer might complain about that; not sure).,Hey; anybody here?,Patch attached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43983,,,,,,,,Closed due to the release of Tiles 2.1.1,Added documentation for FreeMarker.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4694,,,,,,,,As Wing Yew said; the .xsb files are not compiled Java code; so we can't generate sources for them.,Note: While TypeSystemHolder.class is a java class file; the .xsb files are not. They are simply binary files. There is no 'source' for them.,OK; I ask a different way: is it worth it to request those sourcecodes generation. Or is it too complex or not possible?,Actually; no; there is no source code for those.,Would it be possible to get sourcecode for a) TypeSystemHolder b) .xsb 'classes'?,Johannes; The TypeSystemHolder class is still required at run-time. It contains information about the Schema<->Java relationship (name mappings etc) that is not available elsewhere. You need to make sure that you have the .jar containing this class and all the generated .xsb classes on the classpath at runtime (look for these classes in the directory that you specify as 'classgendir' in ant. This issue merely asked that this dependency be only a run-time one (rather than both compiletime and runtime) so that IDEs can show the generated classes without having to re-load their classpath every time the files get re-generated. And this seems to be fixed.,OK; generation and compilation of the generated sourcecode now seems to work. But usage fails: Exception in thread 'main' java.lang.ExceptionInInitializerError åÊåÊåÊåÊåÊåÊåÊåÊat net.eads.space.systemaccess.corba.corbaobject.CORBAObjectDocument$Factory.newInstance(CORBAObjectDocume åÊåÊåÊåÊåÊåÊåÊåÊat net.eads.space.systemaccess.corba.jacorb.XMLObjectInfo.createXML(XMLObjectInfo.java:73) åÊåÊåÊåÊåÊåÊåÊåÊat net.eads.space.systemaccess.app.IORParser.<init>(IORParser.java:39) åÊåÊåÊåÊåÊåÊåÊåÊat net.eads.space.systemaccess.app.IORParser.main(IORParser.java:52) Caused by: java.lang.RuntimeException: Cannot load SchemaTypeSystem. Unable to load class with name schemaorg_apac.corbaobject.TypeSystemHolder. Make sure the generated binary files are on the classpath. åÊåÊåÊåÊåÊåÊåÊåÊat org.apache.xmlbeans.XmlBeans.typeSystemForClassLoader(XmlBeans.java:783) åÊåÊåÊåÊåÊåÊåÊåÊat net.eads.space.systemaccess.corba.corbaobject.CORBAObjectDocument.<clinit>(CORBAObjectDocument.java:19) åÊåÊåÊåÊåÊåÊåÊåÊ... 4 more Caused by: java.lang.ClassNotFoundException: schemaorg_apache_xmlbeans.system.net.eads.space.systemaccess.corba.co åÊåÊåÊåÊåÊåÊåÊåÊat java.net.URLClassLoader$1.run(URLClassLoader.java:200) åÊåÊåÊåÊåÊåÊåÊåÊat java.security.AccessController.doPrivileged(Native Method) åÊåÊåÊåÊåÊåÊåÊåÊat java.net.URLClassLoader.findClass(URLClassLoader.java:188) åÊåÊåÊåÊåÊåÊåÊåÊat java.lang.ClassLoader.loadClass(ClassLoader.java:306) åÊåÊåÊåÊåÊåÊåÊåÊat sun.misc.Launcher$AppClassLoader.loadClass(Launcher.java:268) åÊåÊåÊåÊåÊåÊåÊåÊat java.lang.ClassLoader.loadClass(ClassLoader.java:251) åÊåÊåÊåÊåÊåÊåÊåÊat org.apache.xmlbeans.XmlBeans.typeSystemForClassLoader(XmlBeans.java:769) åÊåÊåÊåÊåÊåÊåÊåÊ... 5 more Sourcecode created with 2.2.0 and ant task åÊåÊåÊåÊåÊåÊåÊåÊ<xmlbean schema='${schema.corbaobject}' åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊsrcgendir='${src.corbaobject.dir}' åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊsource='1.5' åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊjavasource='1.5' åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊfork='false' åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊsrconly='true' åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊverbose='false' åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊtypesystemname='net.eads.space.systemaccess.corba.corbaobject'/>,My fault: I cannot reproduce after holidays. I guess I missed to replace somewhere in our build system the 2.0.0 version. Sorry for that!,Can you please give me more details; like maybe paste the generated file? I have looked at the code one more time and we have changed the line that used to output the static reference to TypeSystemHolder; definitely. I just can't understrand how this can happen... have you checked that you run at least XmlBeans 2.1.0 and you don't have any 'stale' source files in ant?,Reopened at the request of Johannes Stamminger commented on XMLBEANS-120: ---------------------------------------------- I just tried this thing ... and it still does not work for me: I created src files with ant task: åÊåÊåÊåÊåÊåÊåÊåÊ<xmlbean schema='${schema.corbaobject}' åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊsrcgendir='${src.corbaobject.dir}' åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊfork='false' åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊsrconly='true' åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊtypesystemname='net.eads.space.systemaccess.corba.corbaobject'/> And when compiling the sourcecode in another task this one still complains of TypeSystemHolder not existing: åÊåÊåÊåÊ[javac] Compiling 28 source files to /home/jstammi/Perforce2/systemaccess/main/build/classes/corbaobject åÊåÊåÊåÊ[javac] /home/jstammi/Perforce2/systemaccess/main/src/generated/corbaobject/net/eads/space/systemaccess/corba/corbaobject/Address.java:18: package schemaorg_apache_xmlbeans.system.net.eads.space.systemaccess.corba.corbaobject.TypeSystemHolder does not exist Please re-open this issue (I cannot do so; or do you prefer a new one?),BTW: it is another schema but the attached one. On interest I might add that one; too.,I just tried this thing ... and it still does not work for me: I created src files with ant task: åÊåÊåÊåÊåÊåÊåÊåÊ<xmlbean schema='${schema.corbaobject}' åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊsrcgendir='${src.corbaobject.dir}' åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊfork='false' åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊsrconly='true' åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊtypesystemname='net.eads.space.systemaccess.corba.corbaobject'/> And when compiling the sourcecode in another task this one still complains of TypeSystemHolder not existing: åÊåÊåÊåÊ[javac] Compiling 28 source files to /home/jstammi/Perforce2/systemaccess/main/build/classes/corbaobject åÊåÊåÊåÊ[javac] /home/jstammi/Perforce2/systemaccess/main/src/generated/corbaobject/net/eads/space/systemaccess/corba/corbaobject/Address.java:18: package schemaorg_apache_xmlbeans.system.net.eads.space.systemaccess.corba.corbaobject.TypeSystemHolder does not exist Please re-open this issue (I cannot do so; or do you prefer a new one?),Fixed with checkin 220181. Now refer to TypeSystemHolder via a reflection API instead of directly.,If anyone's intersted; I managed to make Eclipse happy without the TypeSystemHolder source by adding the output directory (where the TypeSystemHolder.class files get generated) to the project 'Libraries' in the Java Build Path for the project. I also made my maven build work by manually copying the TypeSystemHolder.class files up to the target directory in a java:compile pregoal: <preGoal name='java:compile'> <attainGoal name='generate-xmlbeans'/> <ant:copy todir='${maven.build.dest}'> <ant:fileset dir='${xmlbeans.output.dir}'> <include name='**/*.class'/> </ant:fileset> </ant:copy> </preGoal>,I just retested with 2.0 final version: definitely the sourcecode being generated is not compilable as it misses the TypeSystemHolder.java _SOURCECODE_. åÊ åÊNot with 2.0-beta1; nor with 2.0 final. åÊNot with '-scronly=true' nor without!! åÊ åÊThis is definitely no IDE problem (btw: I'm using IntelliJ; not Eclipse). åÊ åÊNote: the xmlbeans-generated .jar contains a TypeSystemHolder.class file. åÊ åÊThe annoying thing is: when creating the .jar with xmlbeans itself (only way working so far) I do not have full control about javac options used. åÊ åÊAnd IMHO this is no minor bug when creating not compilable sourcecode; please re-consider this.,I've just tried upgrading to 2.0; and I'm getting the same problem. I'm compiling with -srconly; and I get a TypeSystemHolder.class generated; but no TypeSystemHolder.java! This is not just an Eclipse issue - the TypeSystemHolder.java files seems to be simply not generated.,With the actual 2.0 release I get the same effect even without -srconly! No TypeSystemHolder.java is generated; which causes IDEs like Eclipse to complain. You can reproduce it simply by compiling one of the sample schemas: åÊcd xmlbeans-2.0.0/schemas åÊåÊ../bin/scomp -src src -d out easypo.xsd åÊåÊfind src -name '*TypeSystemHolder*.java' ... and nothing is found!,Johannes; I have no problems building that Schema file. I have become convinced that this is an Eclipse-only issue because it can't pick up dependencies from a different directory than the source. I am going to fix this by removing that compile-time dependency; but in order to do this I need some APIs that don't currently exist; so I was going to wait on it a bit.,XTCE 1.0 OMG specification (http://www.omg.org/cgi-bin/apps/do_doc?dtc/03-09-02.pdf) 2.0.1-beta1 does not create valid sourcecode for,Without -srconly there is created a .jar but the sourcecode written to disk is cannot be the one having been compiled as the generated interfaces contain references to not existing classes like ...schema.system.s88336473178149A1091FEBD8E40E9E6C.TypeSystemHolder that do not exist - and therefore are not compilable (though the corresponding .class file is found within the generated .jar). I'll attach the schema (XTCE OMG spec.) I observe the problems with (1.0.4 generates working sourcecode).,,,,,,,,,,,,,,,,,,
57161,,,,,,,,The tests have been added; so closing. Travis; please keep an eye on the results of the tests in our nightly builds and post patches for any build issues. We also need to open a new issue for each test that fails at runtime as a result of thread safety bug(s) in the library; in addition to those for any other failures.,Task assigned to Travis.,Attached a copy of the thread safety page for the record.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18037,,,,,,,,r499213. The API changed as described in previous comments; so that WSDLReader.readWSDL methods now return Description instead of DescriptionElement. This change included fixing some bugs in OMWSDLReader.parseSchemaImport that had not surfaced previously because the OM implementation and test cases were only ever using DescriptionElement; but not Description.,I would like to implement this fix as soon as possible - I propose Thursday 18th January. Because it involves a change to the Woden API; I will try to coordinate this change with Axis2 and WSO2 (who are currently doing the WSDL 2.0 interop testing). The last Woden snapshot jar used by Axis2 is dated December; but I want to find out if they are doing daily Axis2 builds off Woden trunk and if so; get them to make the change at the same time. WSO2 will need to change their call to the readWSDL method. The required code change involves receiving a Description back from the readWSDL method; rather than receiving a DescriptionElement and having to call its toComponent() method to get the Description. The rationale is in the previous comments in this JIRA. So; for example: DescriptionElement descElem = wsdlReader.readWSDL('someURL'); Description descComp = descElem.toComponent(); becomes: Description descComp = wsdlReader.readWSDL('someURL'); If the WSDL infoset needs to be accessed via Woden's Element API; then just call the toElement() method on the Description component; or on any other component. E.g.: DescriptionElement descElem = descComp.toElement(); InterfaceElement interfacElem = InterfacComp.toElement();,Extract from Minutes of weekly Woden call Tuesday 9th January 2007: Discussed API changes to WSDLReader in WODEN-119 and WODEN-120 WODEN-119 is about passing wsdl uri to readWSDL methods as java.net.URI instead of java.lang.String. Arthur: could we just add new methods that take java.net.URI and leave the methods with String args? John: an original design goal was type safety in the API; so allowing only URI args instead of String args means the user must ensure that the wsdl uri argument is 'type safe' (i.e. in the correct format to create a java.net.URI). It also achieves consistency across the API as everywhere else java.net.URI is used to represent uris. The issue is not specifically about avoiding the need to handle MalformedURLException within the reader. Arthur: how do we handle API change without breaking existing users? John: Add new readWSDL methods with URI args; deprecate existing methods for M7 then remove them in the release that follows M7. Arthur: agreed. Graham: agreed. Jeremy has already +1 via the mailing list. WODEN-120 is about the readWSDL methods returning Description instead of DescriptionElement. We discussed the rationale as explained in the JIRA and agreed with this proposal (John; Arthur; Graham). Jeremy has already +1 via the mailing list. Noted that as deprecation of existing methods won't work (i.e. it's just the return type being changed); we will need to coordinate with Axis2 folks on their building of a Woden SNAPSHOT jar for inclusion in the Axis2 build. [action] John to coordinate this change with Axis2 / WSO2,+1 to this - like you say we need to ensure Axis2 change their usage of readWSDL as soon as we make this change. In fact the change to Axis2 needs to happen at the moment the Woden snapshot [1] and [2] is updated (which has been done by Dims in the past) ! Tricky to co-ordinate. [1] http://ws.zones.apache.org/repository/incubator-woden/jars/ [2] http://people.apache.org/repo/m1-snapshot-repository/incubator-woden/jars/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73819,,,,,,,,looks good. Thanks!,The attached patch resolves the issue for me. Please take a look.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6555,,,,,,,,Reporter took back the issue.,User retracted claim.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64300,,,,,,,,closing.,Thanks Thorsten; I've been meaning to write a step-by-step guide on how to get up and running with your own data.,done: http://wiki.apache.org/solr/mySolr @Antonio; thx for the feedback; I added your comment into the wiki page.,Perhaps this should be a Wiki page to make it easier to change / collaborate?,Wow! you must be reading my mind I can contribute with questions As a newbie non-java user from an enterprise prospective! I am your idea target Having said that I like to know about the following: 1. The schema.xml and solrconfig.xml are in parts very well explained. But in some areas like as an example .. <indexDefaults> and other places there are no explanation. It would be nice to get more info there. Specifically for example if increase <mergeFactor> to 1000 what will happen? what are the highest value for each properties? what is for example a 'safe value'. 2. It would be nice to create a deployment scenarios i.e a single server install with XXX CPU and YYY memory just running Solr with AAA thousand docs how should your config look like and why? and you can get about xxx Query/Sec or something.. 3. It would be nice to have a multi server deployment with some server spec and then how should the deployment be. 4. It would also be nice to have more info regarding stopwords synonoms etc. usage and facet etc.. I know that all of the above are case by case cos configuration by default means case by case. But what I want to propose is a 'Guidelines or Best Practice' based on your production implementation/deployment you have done with Cocoon. It would be nice to have some real world stories. I think you should do like the subversion book! - A Solr open source book!,Initial version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46068,,,,,,,,Integrated in Thrift #230 (See https://builds.apache.org/job/Thrift/230/) THRIFT-1284. cpp: fix processor inheritance Don't make processors that have a proper parent class also inherit from TProcessor. Patch: Adam Simpkins bryanduxbury : http://svn.apache.org/viewvc/?view=rev&rev=1160933 Files : /thrift/trunk/compiler/cpp/src/generate/t_cpp_generator.cc,I just committed this.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20296,,,,,,,,Integrated in Apache Wicket 1.4.x #436 (See [https://hudson.apache.org/hudson/job/Apache%20Wicket%201.4.x/436/]) åÊåÊåÊåÊWICKET-3413 FLAG_INHERITABLE_MODEL and default model change reset 'inherited model' flag if model changed and a new one is not IComponentInheritedModel,Improved with r1070211 (1.4.x) and r1070210 (trunk).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,,,,,,,,+1 overall. Here are the results of testing the latest attachment http://issues.apache.org/jira/secure/attachment/12508207/ZOOKEEPER-1263.patch against trunk revision 1214571. +1 @author. The patch does not contain any @author tags. +1 tests included. The patch appears to include 6 new or modified tests. +1 javadoc. The javadoc tool did not generate any warning messages. +1 javac. The applied patch does not increase the total number of javac compiler warnings. +1 findbugs. The patch does not introduce any new Findbugs (version 1.3.9) warnings. +1 release audit. The applied patch does not increase the total number of release audit warnings. +1 core tests. The patch passed core unit tests. +1 contrib tests. The patch passed contrib unit tests. Test results: https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/844//testReport/ Findbugs warnings: https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/844//artifact/trunk/build/test/findbugs/newPatchFindbugsWarnings.html Console output: https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/844//console This message is automatically generated.,Hi Pat; Thanks for the review and comments. I have attached latest patch with test cases. In the patch I couldn't completely remove the conditional logic from ZooKeeperServer. I have seen the testcases are directly instantiating the 'ZooKeeperServer' and starting the server. In this case the execution flow is not going through the ServerConfig/QuorumPeerConfig and will not be applying the defaulting logic[the timeout values will remain as -1]. So I retain the logic inside ZooKeeperServer.,Rakesh - in order to simplify the patch file conflict management I rolled these two issues into one patch. Note however - you have not updated the code in ServerConfig; so there is still an issue for the standalone case. Please update the patch and add test(s) for this. thanks.,This is the merged patch from ZOOKEEPER-1213 and ZOOKEEPER-1227; no other changes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
