id,love,joy,surprise,anger,sadness,fear,notes,comment N,comment N-1,comment N-2,...,comment 2,comment1,,,,,,,,,,,,,
12188,,,,,,x,,This patch disables variable scope checking in extension elements; which is the best we can do right now. Committers; can you please review?,This looks like a bug in our variable tracking code. However; you should be aware that xalan-C does not implement extension elements; so it does not implement the EXSL extension element 'function'.,,,,,,,,,,,,,,,,,
3591,,,,x,,,,That is my understanding. Looking at the dtd; it only defines a type attribute (required) on the validator element; which doesn't make any sense for this file.,So validators.xml shouldn't have a DTD - is that correct? Matt,The problem is you shouldn't be using the dtd for this file. The validator dtd is only for actual object and field validations; not validator definitions. I've fixed the unit tests since it also thought it was to use the dtd.,I've seen this issue with both WebWork 2.2.4 and Struts 2.0.1. Maybe it's my validators.xml: <!DOCTYPE validators PUBLIC '-//OpenSymphony Group//XWork Validator 1.0//EN' åÊåÊåÊåÊ'http://www.opensymphony.com/xwork/xwork-validator-1.0.dtd'> <validators> åÊåÊåÊåÊ<validator name='required' class='com.opensymphony.xwork2.validator.validators.RequiredFieldValidator'/> åÊåÊåÊåÊ<validator name='requiredstring' class='com.opensymphony.xwork2.validator.validators.RequiredStringValidator'/> åÊåÊåÊåÊ<validator name='int' class='com.opensymphony.xwork2.validator.validators.IntRangeFieldValidator'/> åÊåÊåÊåÊ<validator name='date' class='com.opensymphony.xwork2.validator.validators.DateRangeFieldValidator'/> åÊåÊåÊåÊ<validator name='expression' class='com.opensymphony.xwork2.validator.validators.ExpressionValidator'/> åÊåÊåÊåÊ<validator name='fieldexpression' class='com.opensymphony.xwork2.validator.validators.FieldExpressionValidator'/> åÊåÊåÊåÊ<validator name='email' class='com.opensymphony.xwork2.validator.validators.EmailValidator'/> åÊåÊåÊåÊ<validator name='url' class='com.opensymphony.xwork2.validator.validators.URLValidator'/> åÊåÊåÊåÊ<validator name='visitor' class='com.opensymphony.xwork2.validator.validators.VisitorFieldValidator'/> åÊåÊåÊåÊ<validator name='conversion' class='com.opensymphony.xwork2.validator.validators.ConversionErrorFieldValidator'/> åÊåÊåÊåÊ<validator name='stringlength' class='com.opensymphony.xwork2.validator.validators.StringLengthFieldValidator'/> </validators>,Are we sure this is a bug in xwork 2.0? I've never come across it...,Toby; isn't this fixed for 1.2.2-dev already and only needs a backport to xwork-2.0? If yes; could you please have a look at this; otherwise close the issue please. tia; Rainer,,,,,,,,,,,,,
20954,,,,x,,,,this setting is global for all modal windows and so tweaking it from the modalwindow class doesnt really make sense. a cleaner solution then overriding the method with an empty function is to use iheadercontributor and output a bit of js into the page 'Wicket.Window.unloadConfirmation = false;',Proposed solution: In modal.js instead of if (Wicket.Window.unloadConfirmation == true) use (this.settings.unloadConfirmation == true) In ModalWindow in getWindowOpenJavascript() method add appendAssignment(buffer; 'settings.unloadConfirmation '; getUnloadConfirmation()); getUnloadConfirmation() simple getter; true for default,,,,,,,,,,,,,,,,,
52309,,,,,,,,Integrated in Syncope-ROLE_PROVISIONING #4 (See [https://builds.apache.org/job/Syncope-ROLE_PROVISIONING/4/]) åÊåÊåÊåÊ[SYNCOPE-173][SYNCOPE-219] (Additional) Moving some classes to new packages as preparation for role-related workflow classes (Revision 1408258) [SYNCOPE-173][SYNCOPE-219] Moving some classes to new packages as preparation for role-related workflow classes (Revision 1408249) åÊåÊåÊåÊåÊResult = SUCCESS ilgrosso : Files : * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/ContentLoader.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/SpringContextInitializer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/policy/AccountPolicyEnforcer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/UserController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/WorkflowController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/sync/SyncopeSyncResultHanlder.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflow.properties * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflowContext.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/noopworkflow/workflow.properties * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/noopworkflow/workflowContext.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/workflow.properties ilgrosso : Files : * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/ActivitiWorkflowLoader.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/SpringContextInitializer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/policy/AccountPolicyEnforcer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/UserController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/WorkflowController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/sync/SyncopeSyncResultHanlder.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/AbstractUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/ActivitiUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/NoOpUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/UserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/activiti * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/role * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/AbstractUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/NoOpUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/UserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiWorkflowLoader.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeEntitiesVariableType.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeGroupManager.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeGroupQueryImpl.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeSession.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeSessionFactory.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeUserManager.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeUserQueryImpl.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/AbstractActivitiDelegate.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/AutoActivate.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Create.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Delete.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/GenerateToken.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Reactivate.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Suspend.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Update.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/userWorkflow.bpmn20.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflow.properties * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflowContext.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/workflow.properties,As discussed in the comments; this behavior can be customized in each deployment in the way that mostly matches the overall domain.,The purpose of 'enabled' is to inject a workflow variable into the running workflow instance so that it is up to workflow what to do with it: the default worklfow definition is just a sample. SyncopeUser.setSuspendend() is only called by the AbstractUserWorkflowAdapter as part of implementation of UserWorkflowAdapter.suspend() and UserWorkflowAdapter.reactivate(): its purpose is instead to check whether user has been suspended or not. In short: enabled is used to check whether the user is created as disabled or not; while suspended is used to mark an user that was already active but now is not any more. This difference comes into relevance when you consider that disabled users (not suspended) are not considered for propagation to external resources; while suspended users were considered; at the time they were active.,I created a Wiki-Page containing a sample workflow description and image; to show how updating of suspended users could be enabled: https://cwiki.apache.org/confluence/display/SYNCOPE/Updating+suspended+users I replaced 'enabled' check in enableGW with 'syncopeUser.getSuspended()'. From my point of view this 'enabled' attribute is redundant and should be removed. I reviewed syncope core source code and as far as I can see; this attribute will always be (and stay) null; except if a new user is created by synchronization with an external system. But even in this case; I would rather call 'setSuspended(..)'; instead of using this 'enabled' attribute. If you agree with me; I could provide a patch fixing this behavior.,A common scenario for changing attributes of suspended users would be as follows: A new employee is announced for next month. A system administrator creates a new account for this new employee but keeps it suspended until the new (future) employee starts his new job. If any attributes (spelling issues; role assignments; ...) need to be changed before this user is activated; this would match this previously described usecase. And for me; this sounds like a rather common usecase. And yes; you might be right; that the default workflow needs to be changed for a production environment; but for people new to Syncope and just playing around with it; could be quite irritated why they get error messages when trying to change attributes of inactive users. Providing a default workflow capable of handling this; would prevent these kind of irritations.,I don't see any particularly useful or not useful allowing by default suspended users to get updated; hence for me this is a 0; customizing the workflow definition is in my experience one of major tasks to be accomplished in any IdM deployment; hence default workflow is likely to be changed anyhow. Consider that allowing suspended users to get updated could impact in propagation to / synchronization from external resources; especially when syncope user status is mapped to external resources' status: this only to say that your proposed change might involve some integration tests refactoring. Regarding your questions about 'enabled'; if you take a look at ActivitiUserWorkflowAdapter's source; you'll see that this variable is given as parameter to the create() method: this makes possible for caller to discriminate whether an user should get created as active or not. One can easily get rid of AutoActivate: it is there as commodity placeholder when more elaborated activation condition need to be defined. +1 for moving user-related classes under org.apache.syncope.core.workflow.activiti.user (thus preparing for org.apache.syncope.core.workflow.activiti.role for SYNCOPE-173),,,,,,,,,,,,,
64082,,,,,,,,This bug was modified as part of a bulk update using the criteria... Marked 'Resolved' and 'Fixed' Had no 'Fix Version' versions Was listed in the CHANGES.txt for 1.3 as of today 2008-03-15 The Fix Version for all 29 issues found was set to 1.3; email notification was suppressed to prevent excessive email. For a list of all the issues modified; search jira comments for this (hopefully) unique string: batch20070315hossman1,committed faceting part; and closing. if a separate component has an issue with no docs matching; we can open a separate issue.,Here's a patch for the faceting part that should work.,For faceting; docset.size() should be compared to mincount.,Note that highlighting already has short circuiting for hl!=true; and does almost no work when the DocList is empty.,,,,,,,,,,,,,,
73230,,,,,,,,resolved -- changed DEFAULT_TTL to defaultTtl to reflect it not being a constant any more..,Code review at: http://codereview.appspot.com/185041,,,,,,,,,,,,,,,,,
76643,,,,,,,,Closed issues related to Roller 5.0 release.,Filed ROL-1831 for Planet.,Suggested fix for Roller Weblogger is now in trunk at revision 816262 Additional notes: - Planet MailUtil still uses static version. Has no non-static transport instance there. Planet needs more extensive changes to use a configured mail provider. - Static send would also call saveChanges() but that is a no-op for the transient message case.,I can confirm; that åÊ- this is an issue also on Tomcat. It has nothing to do with the container; though åÊ- the fix suggested by Stephan works åÊ- and should be included in the trunk,,,,,,,,,,,,,,,
5134,x,,,,,,,Ludger; thanks for the patch. I've just committed it. See SVN rev 1103164. Thiwanka; thanks for your help in investigating this issue.,Ludger and Thiwanka; I agree with both or your assessments. This not only corrects an inconsistent state but is also minor performance improvement for checkNormalizationAfterRemove() when the first child of a node is removed.,I wrote a sample program to demonstrate the scenario described above. sample.xml : <?xml version='1.0' encoding='ISO-8859-1'?> <note> <to>Thiwanka</to> <from>Erangi</from> <heading>Apache</heading> <body>Xerces</body> </note> InternaRemoveChildTest class : import org.apache.xerces.parsers.DOMParser; import org.xml.sax.SAXException; import java.io.IOException; import org.xml.sax.InputSource; import org.w3c.dom.Document; import org.w3c.dom.*; public class InternaRemoveChildTest { public void parser() { InputSource is = new InputSource('/home/thiwanka/workspace/Test/src/sample.xml'); DOMParser parser = new DOMParser(); try { parser.parse(is); // System.out.println('The sample.xml is well-formed.'); Document document = parser.getDocument(); Node node = document.getDocumentElement(); System.out.println('Document Element node name : ' + node.getNodeName() + '\n'); System.out.println('\n___________________DOM nodes before removing the child___________________\n'); processNodeRecursively(node); removeNode(document); } catch (SAXException e) { System.out.println('The sample.xml is not well-formed'); } catch (IOException e) { System.out.println( 'The parser could not check the sample.xml IOException' ); } } public void removeNode(Document document) { //Create the node to be removed - the first child in this specific case Node node = document.getDocumentElement().getFirstChild(); System.out.println('Node Name of the node to be removed : ' + node.getNodeName()); //Remove the node Node removedNode = document.getDocumentElement().removeChild(node); //Start debugging from this point System.out.println('Node Name of the node to be removed : ' + removedNode.getNodeName()); //Access the DOM tree System.out.println('\n___________________DOM nodes after removing the child___________________\n'); processNodeRecursively(document.getDocumentElement()); } public void processNodeRecursively(Node node) { for (Node child = node.getFirstChild() ; child != null ; child = child.getNextSibling()) { System.out.println('Node name : ' + child.getNodeName()+ ' ' + 'Node value : ' + child.getNodeValue()); processNodeRecursively(child); } } public static void main(String[] args) { InternaRemoveChildTest test = new InternaRemoveChildTest(); test.parser(); } } Note : Check the values at 'checkNormalizationAfterRemove' method in 'ParentNode' class.,Got to know that the checkNormalizationAfterRemove() method checks whether the adjacent siblings of the removed child are 'TEXT_NODE' or not. * In internalInsertBefore() in ParentNode.java; if the 'refInternal' is null the node is appended to the tree as the parent's last child having no reference to the nextSibling attribute(which means having the value null). In the above discussed issue @line 548; the value 'oldPreviousSibling' gets whenever the 'oldInternal' was a 'firstChild' is the last sibling. But inside the normalization checking process this inconsistency does not matter. The real values at the time of normalization checking should be (in checkNormalizationAfterRemove method in ParentNode.java) : previousSibling = null (normalized property is preserved) But the values actually passed in to checkNormalizationAfterRemove method are : previousSibling = lastChild; and lastChild.nextSibling is null (normalized property is preserved - using wrong values) So the checkNormalizationAfterRemove method gives the same result when the removed child is a first child. But I think; this inconsistency should be still addressed in the code.,What is meant by 'checkNormalizationAfterRemove(ChileNode previousSibling)' in org.apache.xerces.dom.ParentNode.java ?,@ line 547 and 548 in Class org.apache.xerces.dom.ParentNode.java: // Save previous sibling for normalization checking. ChildNode oldPreviousSibling = oldInternal.previousSibling(); Assuming the case that (oldInternal == firstChild): When it comes to this point the oldInternal.isFirstChild(false) is already invoked and now it is not available as the first child. When it was acting as the first child it contained null value in ChildNode.previousSibling. An; when it comes to line 548; it fails isFirstChild() (when calling oldInternal.previousSibling()). But the return value is going to be a null as well. At this point oldInternal.previousSibling() always return a null value once oldInternal was a first child && now it is not. So I think the code does have ant defect. Pls correct me if I have misunderstood the issue. Thanks.,,,,,,,,,,,,,
15801,,,,,x,x,,Given the dependencies; I don't think this is going to be an option for the cannonical Struts 2 distribution; unless it is reworked to use iBATIS or Cayenne.,I've punted this off to 2.3; or maybe 2.2.1. Not happy about it; but we need a release pronto.,Jason; you're worthless!,Jason; you're a slacker,Jason; Can you take a stab at this? I've checked in the code and started the conversion; but the switch to Spring is probably something you should do instead of me. As always; use QuickStart to launch the wwia app. (This effort has the added benefit of being the place where we point our readers to go to for updated code),Patrick; I think; we can use another name for this project rather than same name with hibernate.org project; even your book explain about this. how about add jasper also there Our project here; work smiliar with yours ceveatemptor. http://cimande.dev.java.net. We are writing a book to promote it also; we use WW 2.1.7; HB2.1.6; and Velocity. take a look of our newest version 0.7.2. there is jasper 0.5 work well; but still working in jasper 1.0.1. our focus is easy module management for this. and I think your example can be focus on integration and develop a good persistance that work very cool with WW. we will make our project depend with your project; this is 4 years old project; before that we host in http://www.sf.net/projects/cimande. Jan 2001 and our project license is Apache. and your ceveatemptor is LGPL; but we can replace it. isnt it; Frans,,,,,,,,,,,,,
46942,,,,,x,,,Second shot at this one; in r760739.,,,,,,,,,,,,,,,,,,
9485,,,,,,,,This appears to be a duplicate of XALANJ-2301. That bug report contains a one-line patch (supplied inline in the text of the bug report).,,,,,,,,,,,,,,,,,,
77011,,,,,,,,Closing all resolved/fixed issues of already released versions of Roller.,i applied a fix for this one in roller trunk revision 530919. turns out the roller menu setup supported a way to do this; but it was not easy to see that since the menu functionality is largely undocumented and a bit confusing :/,,,,,,,,,,,,,,,,,
42086,x,,,,,,,Thanks to Simon Kitching.,Change to AddResource.writeWithFullHeader method. Note that this *is* a binary-incompatible change. However it is very unlikely that code outside the MyFaces library is calling this method. Also change ExtensionsFilter to match new API.,,,,,,,,,,,,,,,,,
6555,,,,,,,,Reporter took back the issue.,,,,,,,,,,,,,,,,,,
30436,,,,,x,,,This one will probably not make 2.1 release. It is some bug in the SWT impl on the Mac; but for widgets that are now 'deprecated' in Eclipse. The fix will include upgrading the widgets used (and losing Eclipse compatiblity for levels prior to 3.1 I think - which was why this upgrade wasn't done earlier).,,,,,,,,,,,,,,,,,,
33984,,,,,,,,reattaching with grant of license,,,,,,,,,,,,,,,,,,
38439,,,,,,,,Appled patch with some changes to compile with the new public rendering API.,Patch including the new selectors as well as its documentation.,Removed the patch for 10 minutes. Adding the selector documentation to it before uploading it again.,Fix including new selectors and skin properties,The selectors proposed looks good but I assume they're only a proposition right? Because I cannot get them to work and cannot find the reference to them inside code. However; after rethinking about it; I believe disabled should be handled differently. There should be 3 disabled hook set; one for unvisitied; one for active and one for visited stations; else the result might become strange when the user wants to make the active step disabled.,This file specifies all the skin selectors for the train component.,ADFFACES-66 is solved :),Issue 66 needs to be resolved before more skin selectors are added to processTrain,,,,,,,,,,,
18020,,,,,,,,r563181 pom.xml,r563179 Update: QNameTest.java QNameDeserializeTest.java AllWodenTests.java,Added a couple more patches - AllWodenTest changed to include the new QNameDeserializeTest class and pom.xml changed to exclude QNameDeserializeTest instead of QNameTest.,Dan supplied the patch; so assigning the JIRA to him.,Thanks to Dan Harvey for contributing a fix in file patch-item-137.txt,Background: According to the Java 5 javadoc for the QName class; the prefix field must be non-null. It must be specified on the 3 arg ctor and it should default to the empty space '' when using the 2 arg or 1 arg ctors. However; when a serialized QName object is deserialized the namespace; local name and prefix fields are set from the values in the serialized object. Before Java 5 the QName class did not have the prefix field. If an older (pre-Java 5) serialized QName object is deserialized by Java 5; the deserialization should detect that there is no prefix value and initialize the prefix field to the empty string. The Woden QName class does this by overriding the readObject method to check the deserialized object for a null prefix and set it to the empty string. The IBM Java 5 JRE also initializes the prefix to empty string when deserializing an older (pre-Java5) QName object. However; the Sun 1.5.0 JRE does not - it leaves the prefix field in the deserialized object as null; which contradicts non-null invariant implied by Sun's QName javadoc. Our attempts to get this fixed in the Sun JRE have been unsuccessful. So instead; we will extract the test method in question ; QNameTest.testGoodDeserializeQNameWithoutPrefix(); into a separate test class called QNameDeserializeTest and exclude this from the Maven continuum build. That way the remaining QName tests can be included with the Maven build (which runs at Apache on Solaris using the Sun Java JRE) without the deserialize testcase breaking the build. The new test class can be included with the Woden Junit test suite when perform regression testing separately to the Maven build.,junit.framework.AssertionFailedError: Expected a null 'prefix' to be initialized to the empty string ''. at junit.framework.Assert.fail(Assert.java:47) at junit.framework.Assert.assertTrue(Assert.java:20) at javax.xml.namespace.QNameTest.testGoodDeserializeQNameWithoutPrefix(QNameTest.java:476) at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39) at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25) at java.lang.reflect.Method.invoke(Method.java:585) at junit.framework.TestCase.runTest(TestCase.java:154) at junit.framework.TestCase.runBare(TestCase.java:127) at junit.framework.TestResult$1.protect(TestResult.java:106) at junit.framework.TestResult.runProtected(TestResult.java:124) at junit.framework.TestResult.run(TestResult.java:109) at junit.framework.TestCase.run(TestCase.java:118) at junit.framework.TestSuite.runTest(TestSuite.java:208) at junit.framework.TestSuite.run(TestSuite.java:203) at org.eclipse.jdt.internal.junit.runner.junit3.JUnit3TestReference.run(JUnit3TestReference.java:128) at org.eclipse.jdt.internal.junit.runner.TestExecution.run(TestExecution.java:38) at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:460) at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:673) at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.run(RemoteTestRunner.java:386) at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.main(RemoteTestRunner.java:196),I have just run this test against the Sun 1.5.0_12 JRE and the test still fails; so sun haven't fixed this yet.,,,,,,,,,,,
927,,,x,,x,x,,The patch no longer applies. Abmar; can you take a look?,,,,,,,,,,,,,,,,,,
36717,,,,,,,,UIXListView also provides selection functionality through 'selectedRowKeys',,,,,,,,,,,,,,,,,,
25612,,,,,x,,,Sorry for the link 'block'; can't undo it... I wanted to add a 'clone' link.,Hi; I didn't dive into VFS for a while; but I remember there were some wrappers used around input streams; but I'm not sure... _x0089_ÛÒ Cordialement; /// (. .) ------- ooO (_) Ooo------- ----------------------------- http://reflex.gforge.inria.fr/ Have the RefleX !,I'm curious as to how VFS could fix this issue. doGetInputStream just does return new FileInputStream(file); All interaction with the InputStream after that is handled by the JDK.,I ran into the same problem. A workaround seems to be wrapping the InputStream into a BufferedInputStream; like here (using your sample): InputStream is = new BufferedInputStream(f.getInputStream()); is.mark( 1024 ); while (true) { int data = is.read(); if (data == -1) break; } is.reset();,,,,,,,,,,,,,,,
8980,,,,,,,,Added 'onRowInserted' callback to TreeTable; call it from TableBridge when a row is inserted; so far just using it to resize sizer bars.' C:/workspace/xap/codebase/src/xap/bridges/dojo/TableBridge.js C:/workspace/xap/codebase/src/xap/widgets/dojo/TreeTable.js åÊåÊåÊåÊSending workspace/xap/codebase/src/xap/bridges/dojo/TableBridge.js åÊåÊåÊåÊSending workspace/xap/codebase/src/xap/widgets/dojo/TreeTable.js åÊåÊåÊåÊTransmitting file data ... åÊåÊåÊåÊCommitted revision 534737.,,,,,,,,,,,,,,,,,,
37398,,x,,,,,,More done: -absolute-ordering faces-config/factory/view-declaration-language-factory faces-config/render-kit/renderer/client-behavior-renderer faces-config/application/partial-traversal,JAR ordering + <name> DONE,,,,,,,,,,,,,,,,,
32125,,,,,,,,This change is now in trunk as part of r679774.,I have commited revision r678491 to the 1.3 branch to fix this problem. The changes aren't yet in trunk. I'll do that asap.,,,,,,,,,,,,,,,,,
6447,,,,,,,,See bug 5694 for the DOMException problem.,,,,,,,,,,,,,,,,,,
30705,,,,,,,,Patch applied Eric.,Moving to 2.0,,,,,,,,,,,,,,,,,
57398,,,,,,,,Marking as Resolved in 4.2.0 _x0089_ÛÒ I couldn't reproduce it even there. Will close once we create a regression test; or a full-blown test for the utility.,,,,,,,,,,,,,,,,,,
49721,,,,,,,,It's actually been in there (in jakarta.apache.org/tapestry/current and in CVS) for a while.,Is this the right place for this request? If not; could someone let me know the proper channel? Thanks... Chris,,,,,,,,,,,,,,,,,
20968,,,,,,,,Integrated in Apache Wicket 1.5.x #54 (See [http://hudson.zones.apache.org/hudson/job/Apache%20Wicket%201.5.x/54/]) åÊåÊåÊåÊ,this patch uses a copy-on-write approach to avoid synchronization for reads. Only in the rare event of a yet unmapped ClassLoader it's going to be a bit slower. While the patch seems to work very well a second or third pair of eyes would be very well appreciated. This patch also contains changes by patch for WICKET-2875 and reuses an empty array (new Field[0]) for classes without any injectable fields.,cant we just copy the specific ConcurrentMap impl we need from google code and add it to our own package? Else we could just use a ConcurrentHashMap and then use WeakReference keys ourself (but then we need to make sure that we clean it now and then),It's not that we are completely against it; but we careful in adding dependencies. A rule which we treat more strict for wicket-core than subproject such as wicket-spring. But if there is a good reason to add a lib; we'll do. Since we are using maven; it's a clear benefit if that lib is available via a maven repository (such as http://repo2.maven.org/maven2/com/google/collections/google-collections/),OK. I've found another perf issue with @SpringBean. Switching back to a locator pattern (injecting beans into WebApplication bean only) improved throughput 5x @ 20 concurrent users. I am happy to help; but would need to understand your reluctance to use a 3rd party library; given the current perf impact. For the above; Google Collections' [MapMaker|http://google-collections.googlecode.com/svn/trunk/javadoc/index.html?com/google/common/collect/MapMaker.html] looks like a solid fit.,Obviously with Inspector we can not simple replace Collections.synchronizedMap(new WeakHashMap()) with ConcurrentWeakHashMap since such a class does not exist. And we don't want to add a dependency on a 3rd party library just for that purpose. Since you seem to have all the tests and tools properly set up to validate; may be you could also provide a patch. I'm more than happy to apply it later on to the repository. Thanks for your help Juergen,,,,,,,,,,,,,
5294,x,,x,,,,,After re-compiling the applcation and re-deploying everything worked properly; seems like during the first deployment something wrong happened and something got corrupted. Closing this issue as invalid. Thanks for your assistance.,,,,,,,,,,,,,,,,,,
56598,,x,,,,,,Each instance in SQL Server gets its own port number. As long as the port number for the SQLExpress instance is accurate it should work okay.,org.wso2.stocktrader.mssql.MSSQLDAOFactory.host=localhost org.wso2.stocktrader.mssql.MSSQLDAOFactory.port=1433 should work for SQLExpress as well. If you have SQLServer and SQLExpress together; then SQLExpress might listen on a different port? Can you try it and let me know? (It worked for me; but I am using SQLExpress 2005). If it is not working; we'll add it. Will you be able to provide a patch in that case?,From my initial testing I think the following lines need to be added to (trunk\stocktrader\wsas\common\src\org\wso2\stocktrader\mssql\MSSQLDAOFactory.java) (43) public static final String PROP_MSSQL_DB_INSTANCE = 'org.wso2.stocktrader.mssql.MSSQLDAOFactory.instance'; (145) if (prop.getProperty(PROP_MSSQL_DB_INSTANCE) != null) { åÊåÊ// I'm rusty with java so != null or != '' whatever getProperty would return åÊåÊbuf.append(';Instance=' + prop.getProperty(PROP_MSSQL_DB_INSTANCE)); } And the respective property should be added to the mssql-db.properties,,,,,,,,,,,,,,,,
