id,love,joy,surprise,anger,sadness,fear,notes,comment N,comment N-1,comment N-2,...,comment 2,comment1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45473,,,,,,,,Integrated in Thrift #633 (See https://builds.apache.org/job/Thrift/633/) THRIFT-1879 Add support for GObject-Introspection (Revision a51186b7f2bd388d95485404017f05eb3b861074) Result = ABORTED roger : https://git-wip-us.apache.org/repos/asf?p=thrift.git&a=commit&h=a51186b7f2bd388d95485404017f05eb3b861074 Files : lib/c_glib/src/thrift/c_glib/transport/thrift_transport.h lib/c_glib/src/thrift/c_glib/server/thrift_simple_server.h lib/c_glib/src/thrift/c_glib/transport/thrift_buffered_transport.h lib/c_glib/src/thrift/c_glib/transport/thrift_framed_transport.h lib/c_glib/src/thrift/c_glib/protocol/thrift_protocol_factory.h lib/c_glib/src/thrift/c_glib/protocol/thrift_binary_protocol_factory.h lib/c_glib/src/thrift/c_glib/transport/thrift_server_socket.h lib/c_glib/src/thrift/c_glib/protocol/thrift_binary_protocol.h lib/c_glib/src/thrift/c_glib/server/thrift_server.h lib/c_glib/src/thrift/c_glib/transport/thrift_transport_factory.h lib/c_glib/src/thrift/c_glib/transport/thrift_server_transport.h lib/c_glib/src/thrift/c_glib/thrift_application_exception.h lib/c_glib/src/thrift/c_glib/transport/thrift_memory_buffer.h lib/c_glib/src/thrift/c_glib/transport/thrift_socket.h lib/c_glib/src/thrift/c_glib/protocol/thrift_protocol.h lib/c_glib/src/thrift/c_glib/thrift_struct.h,yes; I know.. THRIFT-1883 did not apply so I thought to do this first...,On what? This is worthless without THRIFT-1883. GObject Introspection requires you to annotate the code (see https://live.gnome.org/GObjectIntrospection/Annotations) so it knows things like when to transfer ownership; parameter direction; generic container types; etc.; and in order to do that you have to use GTK-Doc style comments. This could be used without THRIFT-1882; but if that's going to happen it makes much more sense to do it first. That said; I'm actually having second thoughts about this (and THRIFT-1885). I'm in the middle of writing a new implementation (see http://mail-archives.apache.org/mod_mbox/thrift-dev/201303.mbox/browser for some of the reasons why); and I'd rather use the Thrift namespace for that instead of c_glib. I could change the namespace on this patch to something else (ThriftGLib; maybe); but if something better is coming I don't see much gain in exposing c_glib to other languages.,committed this: 0001-Move-typedefs-before-public-structs-to-work-around-g.patch please rebase second patch.,0005-THRIFT-1879-Add-GObject-Introspection-support.patch This actually causes a GObject Introspection Repository (and a typelib) to be generated and installed; resolving this issue. This depends on the other patch from this issue; as well as THRIFT-1882 and THRIFT-1883.,This is just a work-around for https://bugzilla.gnome.org/show_bug.cgi?id=581525 Unfortunately; the resulting GIR is pretty useless without it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16927,,,,,,,,I'll update the javadoc accordingly.,No; you're right that it isn't WSS4J's fault how other programs use it. However; I find the X509_KEY_IDENTIFIER to be a non-standard extension made by WSS4J and I suggest it to be documented as such to lessen the probability that users of WSS4J uses it without knowing the implications. Regards åÊåÊMattias,It's not WSS4J's fault if other programs are calling the wrong API's...as Werner said; it must be using X509_KEY_IDENTIFIER instead of SKI_KEY_IDENTIFIER. The X.509 1.0 profile doesn't mandate using SKI as a KeyIdentifier; so it's perfectly acceptable to support the X509_KEY_IDENTIFIER behaviour.,The tool in question is SoapUI (www.soapui.org); and there aren't any way to set configure which key identifier type should be used. We should report this to them as well; but we'd still have a problem since our client uses yet another tool (from IBM I think) that seems to exhibit the same behavior and we also have other reasons to suspect it uses WSS4J internally. Anyway; in the 1.0 X.509 profile found at http://docs.oasis-open.org/wss/2004/01/oasis-200401-wss-x509-token-profile-1.0.pdf ; the use of an X.509 certificate is described as a ValueType for a BinarySecurityToken (Table 2) but not for a KeyIdentifier (Table 3); as far as I can see. Might I be looking in the wrong document? Regards; Mattias SjÌ¦lÌ©n,Just checked this: this is the WSS4J handler key identifier code 'X509KeyIdentifier'; the tool should use 'SKIKeyIdentifier' instead. Or; if the tool uses it programatically: WSConstants.SKI_KEY_IDENTIFIER instead of WSConstants.X509_KEY_IDENTIFIER The X509KeyIdentifier was defined in X509 profile of WS Security V1.0 (AFAIK not in 1.1 anymore) but this is backward compatibilty with 1.0 . Regards; Werner,WSS4J support several key identifier types; for example SKI (Subject Key Identifier); X509v3; thumbprint and others. It is the task of the software that uses WSS4J library to select the key identifier type; thus the 'Java based tool om Windows' sould set the correct parameters. Where do you (or the 'tool') specify which key identifier type (profile) to use? Regards; Werner 401-wss-soap-message-security-1.0#Base64Binary' > ValueType='http://docs.oasis-open.org/wss/2004/01/oasis-200401,Hi Mattias; I can't reproduce this issue. See for example the unit tests: http://svn.apache.org/repos/asf/webservices/wss4j/trunk/test/wssec/TestWSSecurityNew12.java These produce output along the lines of: <wsse:SecurityTokenReference wsu:Id='STR-D65376C797639C58E912453196845903'><wsse:KeyIdentifier EncodingType='http://docs.oasis-open.org/wss/2004/01/oasis-200401-wss-soap-message-security-1.0#Base64Binary' ValueType='http://docs.oasis-open.org/wss/2004/01/oasis-200401-wss-x509-token-profile-1.0#X509SubjectKeyIdentifier'>2DUoN4ppxJz/RNgcCDsJ4SocPdk=</wsse:KeyIdentifier></wsse:SecurityTokenReference> Can you attach the complete request message? What configuration are you using? Colm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14206,,,,,,,,Ported the solution of WW-2551 to the Struts 2.0 branch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32084,,,x,X,,,//angry because nobody updated it,Closing because this has been in RESOLVED state for over one year; if it turns out to not be fixed please reopen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10261,,,,,,,,I checked that this bug was fixed in version 2.5.2.,This bug has been fixed in Xalan Java 2.5.2. Please verify.,The testcase extend06 was removed. A new testcase ver08 was added.,Created an attachment (id=8701) Final patch applied to Apache,The testcase has been committed.,Created an attachment (id=8682) new testcase ver08 (output),Created an attachment (id=8681) new testcase ver08 (input),Created an attachment (id=8680) new testcase ver08 (stylesheet) - pls delete extend06,I have applied the patch for this. The current extend06.xsl becomes invalid right now. Joanne; you need to fix the testcase. Please close the bug when the testcase is fixed.,This patch exposed some problems for 1.0 stylesheets because errors were no longer thrown for unknown xsl elements. Another issue is the absence of fallback no longer throws an error. According to the spec; a fallback child is needed for instantiated; unknown xsl elements in forward compatibility mode or else an error is signaled. However; this does not apply to top-level unknown extension or xsl elements. Their contents are simply ignored. The testcase extend06 will have to be revised.,Patch was applied to Apache CVS head branch and xslt20-compiled branch by Brian Minchau. Not only does this patch for 'fallback' fix this bug it also makes ver01 ver05 ver06 and ver07 pass for the XSLTC conformance tests!,Created an attachment (id=8573) Patch for fixing fallback in xsltc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54763,,,,,,,,Fixed.,Following refactoring the logging issue is resolved but the setting null in the pageContext issue still remains: TagUtils.message call may still return null if the message resource does not exist. This then try to set null on the pageContext which would fail. The id should be removed as in the doStartTag() method: if (msg != null) { åÊåÊåÊåÊpageContext.setAttribute(id; msg); } else { åÊåÊåÊåÊpageContext.removeAttribute(id); } This way if a message is missing the resulting page will still render rather than experiencing a runtime error. Cheers James,Fixed in Struts 1.2 nightly. A change was made in TagUtils.message() so that all users of this will log missing key; bundle; locale Will be in nightly build for 9/9/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81122,,,,,,,,Committed to 0.18 branch r1366206,Subsequent discussion with Alan and Gordon has persuaded me to approve this change. It's not a strict bug fix; but without it; some kind of patch is necessary. Given that the change is isolated to the ha component and generally represents a low risk; I approve this for 0.18 (reversing the comment above). Reviewed by Gordon.,This is a defect; but one I'd characterize more as a functionality gap than an ordinary bug. At any rate; I think it's too big a change leading up to RC1; so I think it should wait for the next release.,Merged to trunk; awaiting permission for 0.18 ------------------------------------------------------------------------ r1361334 | aconway | 2012-07-13 14:45:23 -0400 (Fri; 13 Jul 2012) | 6 lines QPID-4107 HA does not replicate alternate-exchange Set alternate exchange on replicated queues and exchanges. If the exchange is available; set it immediately. Otherwise remember what needs to be set so it can be set when the exchange becomes available. ------------------------------------------------------------------------,Review approved by gsim,Review at https://reviews.apache.org/r/5919/ Request merge to 0.18.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,,,,,,,,3.0.0 has been released; closing issues.,Integrated in ZooKeeper-trunk #99 (See http://hudson.zones.apache.org/hudson/job/ZooKeeper-trunk/99/),+1 and committed,Addressed the changed detailed in this JIRA re the extern constants. I didn't change the jute - don't think this is a good idea; esp as also effects the java. Should be limited exposure since jute naming starts with caps. Also fixed a problem in zkfuse where previous changes to c client code were not reflected there (ie context passed to watcher).,Andrew could you take a look at this one?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60817,,,,,X,,,removing fixVersion=4.0 since there is no evidence that anyone is currently working on this issue. (this can certainly be revisited if volunteers step forward),rmuir20120906-bulk-40-change,I don't mind if it's an option if you find it a useful feature. But we should be careful to doc it as not working with cloud at least. never rollback (default?) +1,What if it was configurable so that users had 3 options: rollback on failure (current option) execute user-defined delete query on failure never rollback (default?),Should the rollback feature be removed in favor of something more cloud-friendly? No. Some people do want it (same with the prepare). The uses are pretty special though; when you bave complete control of all updates going to Solr and you know exactly when commits happen; etc. In general; one should use something like deleteByQuery to remove a bunch of added updates (however that only works if the documents added are new and did not overwrite any older ones). Real transaction isolation is not a target feature for Solr.,rollback doesn't (and probably never will) have first-class cloud/distributed support Should the rollback feature be removed in favor of something more cloud-friendly?,+1 rollback doesn't (and probably never will) have first-class cloud/distributed support; and it's also not nice to roll back other people's updates that were unrelated to DIH.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21128,X,,,,,,,thanks,Here is a patch to translate the wicket-auth resources to French.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17727,,X,,,,,,Verified. I added the info to the RELEASE_NOTES file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58877,,x,,,,,,I haven't seen any bad behavior. I was using open ssh to test this. I used the escape character; ~; and the period character; .; with open ssh to disconnect; '~.'.,Committing to https://svn.apache.org/repos/asf/mina/sshd/trunk ... M sshd-core/src/main/java/org/apache/sshd/server/session/ServerSession.java M sshd-core/src/test/java/org/apache/sshd/ClientTest.java Committed r1027569,I've added a junit test in ClientTest to try reproducing the behavior but everything seems to work fine. Which client to do use ? I wonder if the client is not in a state to answer the channel close methods; maybe the server will wait forever.,Have you seen any bad behavior with the above patch ?,No; it doesn't for me. I thought that was purposeful although I didn't read the spec to verify. In ServerSession.java; close(false) is called which doesn't cause Command.destroy() to be called. If I changed that to close(true); then destroy is called. protected void handleMessage(Buffer buffer) throws Exception { 118 SshConstants.Message cmd = buffer.getCommand(); 119 log.debug('Received packet {}'; cmd); 120 switch (cmd) { 121 case SSH_MSG_DISCONNECT: { 122 int code = buffer.getInt(); 123 String msg = buffer.getString(); 124 log.info('Received SSH_MSG_DISCONNECT (reason={}; msg={})'; code; msg); 125 close(false); 126 break; 127 },When the server receives the SSH_MSG_DISCONNECT on a session; it closes down all channels; and the currently executed command should have its destroy() method called. Isn't that the case for you?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77769,,,,,,X,,Closing resolved but not fixed (i.e.; duplicate; invalid; cannot reproduce; etc.) issues.,That last comment (about formatters listed multiple times) could be the source of the other problems. This may be a JRoller specific configuration problem; not a general Roller prolem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31347,,,x,,X,,,This has been in RESOLVED state for over one year so now closing; if it turns out to not be fixed please re-open.,Fixed in both 1.5.1 and 1.x by moving some wstx dependency to 3.2.4. See also http://jira.codehaus.org/browse/WSTX-135,It's possible that it's something to do with this change - TUSCANY-3212,The generated composite for the store-supplier is below. It's complaining that the namespace is not bound for... <wstxns1:binding.http name='Widget' uri='http://localhost:8103/ui' /> Which; looking at the XML; seems right. It only seems to bind the first occurrence of wstxns1 for some reason. <?xml version='1.0' encoding='UTF-8'?> <composite xmlns='http://www.osoa.org/xmlns/sca/1.0' xmlns:ns1='http://www.osoa.org/xmlns/sca/1.0' targetNamespace='http://store' name='store-supplier'> <component name='StoreSupplier' uri='StoreSupplier'> <wstxns1:implementation.widget xmlns:wstxns1='http://tuscany.apache.org/xmlns/sca/1.0' xmlns:widget='http://tuscany.apache.org/xmlns/sca/1.0' location='uiservices/store.html' /> <service name='Widget'> <interface.java interface='org.apache.tuscany.sca.implementation.widget.Widget' /> <wstxns1:binding.http name='Widget' uri='http://localhost:8103/ui' /> <callback /> </service> <reference name='catalog'> <wstxns1:binding.jsonrpc name='catalog--StoreSupplierCatalog..Catalog' uri='http://localhost:8103/StoreSupplierCatalog' /> <callback /> </reference> <reference name='shoppingCart'> <wstxns1:binding.atom name='shoppingCart--StoreSupplierShoppingCart..Cart' uri='http://localhost:8103/ShoppingCart/Cart' /> <callback /> </reference> <reference name='shoppingTotal'> <wstxns1:binding.jsonrpc name='shoppingTotal--StoreSupplierShoppingCart..Total' uri='http://localhost:8103/StoreSupplierShoppingCart/Total' /> <callback /> </reference> </component> <component name='StoreSupplierCatalog' uri='StoreSupplierCatalog'> <implementation.java class='services.merger.MergedCatalogImpl' /> <service name='Catalog'> <interface.java interface='services.Catalog' /> <wstxns2:binding.jsonrpc xmlns:wstxns2='http://tuscany.apache.org/xmlns/sca/1.0' xmlns:ns2='http://tuscany.apache.org/xmlns/sca/1.0' name='Catalog' uri='http://localhost:8103/StoreSupplierCatalog' /> <binding.ws name='Catalog' uri='http://localhost:8333/CatalogWebService' /> <callback /> </service> <reference name='fruitsCatalog'> <interface.java interface='services.Catalog' /> <binding.sca name='fruitsCatalog--StoreSupplierFruitsCatalog..Catalog' uri='/StoreSupplierFruitsCatalog' /> <callback /> </reference> <reference name='vegetablesCatalog'> <interface.java interface='services.Catalog' /> <binding.ws name='vegetablesCatalog--VegetablesCatalogWebService..Catalog' uri='http://localhost:8200/VegetablesCatalogWebService' /> <callback /> </reference> <reference name='currencyConverter'> <interface.java interface='services.CurrencyConverter' /> <binding.sca name='currencyConverter--StoreSupplierCurrencyConverter..CurrencyConverter' uri='/StoreSupplierCurrencyConverter' /> <callback /> </reference> <property xmlns:ns2='http://www.w3.org/2001/XMLSchema' name='currencyCode' mustSupply='false' many='false' type='ns2:string'>USD</property> </component> <component name='StoreSupplierFruitsCatalog' uri='StoreSupplierFruitsCatalog'> <implementation.java class='services.FruitsCatalogImpl' /> <service name='Catalog'> <interface.java interface='services.Catalog' /> <binding.sca name='Catalog' uri='/StoreSupplierFruitsCatalog' /> <callback /> </service> <reference name='currencyConverter'> <interface.java interface='services.CurrencyConverter' /> <binding.sca name='currencyConverter--StoreSupplierCurrencyConverter..CurrencyConverter' uri='/StoreSupplierCurrencyConverter' /> <callback /> </reference> <property xmlns:ns2='http://www.w3.org/2001/XMLSchema' name='currencyCode' mustSupply='false' many='false' type='ns2:string'>USD</property> </component> <component name='StoreSupplierShoppingCart' uri='StoreSupplierShoppingCart'> <implementation.java class='services.db.ShoppingCartTableImpl' /> <service name='Cart'> <interface.java interface='services.Cart' /> <wstxns3:binding.atom xmlns:wstxns3='http://tuscany.apache.org/xmlns/sca/1.0' xmlns:ns2='http://tuscany.apache.org/xmlns/sca/1.0' name='Cart' uri='http://localhost:8103/ShoppingCart/Cart' /> <callback /> </service> <service name='Total'> <interface.java interface='services.Total' /> <wstxns4:binding.jsonrpc xmlns:wstxns4='http://tuscany.apache.org/xmlns/sca/1.0' xmlns:ns2='http://tuscany.apache.org/xmlns/sca/1.0' name='Total' uri='http://localhost:8103/StoreSupplierShoppingCart/Total' /> <binding.ws name='Total' uri='http://localhost:8333/ShoppinCartTotalWebService' /> <callback /> </service> <property xmlns:ns2='http://www.w3.org/2001/XMLSchema' name='database' mustSupply='false' many='false' type='ns2:string'> ../store-supplier/target/cart-db</property> </component> <component name='StoreSupplierCurrencyConverter' uri='StoreSupplierCurrencyConverter'> <implementation.java class='services.CurrencyConverterImpl' /> <service name='CurrencyConverter'> <interface.java interface='services.CurrencyConverter' /> <binding.sca name='CurrencyConverter' uri='/StoreSupplierCurrencyConverter' /> <callback /> </service> </component> </composite>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19722,,X,,,,,,Just an idea: how about treating a jar as versioned resource? For example in my case that would work beautifully: my star rating component was in its own jar file; so everything would have the same version somewhere above; and all the relative URLs would resolve just fine. Since jar is pretty much invisible at runtime maybe we can have some version marker inside package; and then version in the URL can be at the level; so all other relative URLs inside package would work fine below that level. That might make sense for other cases: for example a skin for application where bunch of images and css and scripts can be packaged.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52597,X,,,,,,,thanks Malith for your contribution...patch committed under rev. 1326522,Attaching a patch .Please review & commit. Thanks; Malith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57772,,,,,,,,forgott to reslove: Actually this was fixed with http://svn.apache.org/r1459344 (21.March.2013),Looks like that updating the ContextClassloader results in a SecurityException under Ubuntu. Mac and Debian do now seam to cause this. Exception taken from Jenkins build 1324 java.security.AccessControlException: access denied (java.lang.RuntimePermission getClassLoader) at java.security.AccessControlContext.checkPermission(AccessControlContext.java:374) at java.security.AccessController.checkPermission(AccessController.java:546) at java.lang.SecurityManager.checkPermission(SecurityManager.java:532) at java.lang.Thread.getContextClassLoader(Thread.java:1364) at org.apache.stanbol.enhancer.engines.tika.TikaEngine.updateContextClassLoader(TikaEngine.java:402) at org.apache.stanbol.enhancer.engines.tika.TikaEngine.computeEnhancements(TikaEngine.java:270) at org.apache.stanbol.enhancer.jobmanager.event.impl.EnhancementJobHandler.processEvent(EnhancementJobHandler.java:271) at org.apache.stanbol.enhancer.jobmanager.event.impl.EnhancementJobHandler.handleEvent(EnhancementJobHandler.java:189) at org.apache.felix.eventadmin.impl.tasks.HandlerTaskImpl.execute(HandlerTaskImpl.java:88) at org.apache.felix.eventadmin.impl.tasks.SyncDeliverTasks.execute(SyncDeliverTasks.java:221) at org.apache.felix.eventadmin.impl.tasks.AsyncDeliverTasks$TaskExecuter.run(AsyncDeliverTasks.java:110) at EDU.oswego.cs.dl.util.concurrent.PooledExecutor$Worker.run(Unknown Source) at java.lang.Thread.run(Thread.java:662) moving the updating of the ContextClassloader into the doPrivileged(..) Block should solve this,starting with http://svn.apache.org/r1451480 the TikaEngine resets the context ClassLoader to the Bundle ClassLoader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44965,,,x,,,,,TagSoup 1.2.1 is finally available; so in revision 1160599 I upgraded the dependency and removed the earlier workaround.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14704,,,,,,,,This has been committed in XWork and will be part of the XWork 2.1 release. See: http://jira.opensymphony.com/browse/XW-541,Just realized that ActionSupport is part of XWork and not Struts 2 and I can't commit changes to XWork so I'm unassigning this to myself.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12867,,,,,,,,Integrated in Struts2 #545 (See https://builds.apache.org/job/Struts2/545/) WW-3881 allows new html input types (Revision 1397712) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/core/src/site/resources/tags/ajax/autocompleter.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42086,X,,,,,,,Thanks to Simon Kitching.,Change to AddResource.writeWithFullHeader method. Note that this *is* a binary-incompatible change. However it is very unlikely that code outside the MyFaces library is calling this method. Also change ExtensionsFilter to match new API.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7665,X,X,,,,,,Verified; thanks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65088,,,,,,,,The fix for SMXCOMP-759 also resolve this issue,Hi Angelo; One more question; as you said; the response from your axis service is correct; as dumped from [1]; Where you get the incorrect response as you mentioned previously [2] And your work flow is http:soap-consumer -> camel > cxf-provider-bc > external service Would you mind append your projects(the SA; SUs) to this jira; I know you are using SOAPUI to send request; it's also fine for me to reproduce the problem; as long as you append the request content you send using SOAPUI. A testcase is very helpful to figure out this issue. Btw; would you please use cxf bc consumer instead of http:soap-consumer in your work flow also; tell me if you still see the problem. [1]http://www.nabble.com/file/p22529529/response.txt [2]http://www.nabble.com/file/p22488949/soapresponse.xml Thanks again Freeman,discussion on mailling list http://www.nabble.com/cxf-losing-namespace-declarations-tp20119972p20119972.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80577,,,,,,,,Test log,A thread dump with a deadlock stack traces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19423,,,,,,,,Attached QuickStart. Access URL is https://localhost:8443/test/ajaxtest - click on the buttons several times - refresh page: the counters should now reflect the clicks - click on the buttons more times - refresh page: the counters do not reflect click after first refresh,a valid usecase: whats happening is this user hits the page /foo goes to /foo?1 does a bunch of ajax stuff; staying on /foo?1 clicks refresh; so hits /foo?1 listview refreshes; changing hierarchy; creating page version 2 the ajax behavior's url is rendered as /foo?2:... the page is rendered; but not redirected to /foo?2 so what we have now is a browser pointing to /foo?1 and ajax (and non-ajax) urls pointing to /foo?2 further clicks work only because the component they repaint has the same markup id on page 1 and page 2. however; all model changes are stored in page 2. this is why when the browser is refreshed the counter reverts to a previous value - because it is page 1 that is rerendered. there are two ways to fix this: 1) redirect to correct version. so when the browser is refreshed for the first time on /foo?1 the browser would redirect to /foo?2 and it would keep doing that for every refresh. not ideal. 2) freeze the page version when we are accessing a url that we know will not mutate the state of the page - meaning urls that just render the page and do not invoke any listeners. the only state we will lose is noise from component replacement in listviews and user's onbeforerender() overrides which i think is acceptable since they do not represent true state mutation that comes from intentional callbacks.,No; I think the issue is that non-AJAX reloads that render ListViews end up calling MarkupContainer#add; incrementing the page ID but not updating the URL. The relevant change is in Page#dirty() which only scheduled a page to be flushed in 1.4; and now assigns it a new page ID.,i think the root cause here is the difference in caching; not how page version or ajax is handled. in 1.5.x the back button causes a request back to the server which causes the page to be rerendered and the version incremented. in 1.4.x the back button would not cause a request to the server; instead the cached version of the page would be shown. im not sure why this was changed in 1.5.x; may be worth opening a discussion on dev@.,go to http://www.wicket-library.com/wicket-examples/ajax/links this is wicket 1.5.x (1.5.4 currently) click the ajax link to increment the counter a few times. reload the page. counter retains its value; ajax changes are not lost. click the back link; you will be taken wherever you were before. since ajax links did not cause a url change and no browser history change you are not taken to a page with counter's previous value. this is exactly how 1.4 behaves. the only difference between the two is that 1.5.x always redirects to a non-bookmarkable url so a refresh never loses ajax changes like it did in 1.4.x which did not redirect to a non-bookmarkable url so a refresh would recreate the page from scratch.,I agree there isn't a good solution without AJAX history; but I respectfully disagree that 1.4 worked the same. In 1.4 reloading the page returned the most recent version of a page (the one with the most AJAX updates); in 1.5 those AJAX changes can be lost on reload/back.,this is no different then how 1.4.x worked. the back button takes you back to the state of the page before ajax changes. in order for it to take you back to the 'last' click we would need ajax history support; which we do not yet have.,I think this ticket should be closed as 'Not a problem' because ListView is designed to work this way - in each call of its onBeforeRender() it recreates its items which makes the page dirty; and therefore increases the page id. Thomas can open a new ticket with a quickstart.,@Thomas: can you attach a quickstart with your case too ?,And my disclaimer: I didn't design this; I'm just interpreting the code. If I'm wrong; I hope somebody corrects me. :),There are two concepts here: 'touched' pages and 'dirty' pages. Simply retrieving a page from the page manager 'touches' it; scheduling it for serialization into the page store at the end of the request. The question is whether it updates the original page store entry; or goes into a new entry. The page gets a new page map entry if and only if it is marked 'dirty' which is triggered by component hierarchy change; component model change; or explicitly with Page#dirty(). However; WebPage#dirty() has a special case which prevents AJAX requests from *ever* marking a page dirty. So after the request that originally created your wizard's page; there must be another non-AJAX request which dirties the page and advances its identifier past the one in the browser address bar.,And: yes; the ajax URLs target an incremented version of the page; while the URL still shows the 'old' one.,@Dan: what exactly do you mean by that? It seems to me that the page *should* be dirtied upon ajax operations (+ model changes)?! Because on page reload the 'old' state is restored (after page has been rendered); so everything that happend after this (via AJAX) is not serialized; or do I get this wrong?,Thomas; it sounds likely. Look at the AJAX URLs to see if they're targeting a different page version than in the URL. Note that AJAX requests themselves don't advance the page identifier (see WebPage#dirty(boolean)); but for example normal reloads containing ListViews will. So maybe you can workaround the issue in your wizard by identifying and suppressing the non-AJAX; page-dirtying operation.,I'm not quite sure if this is related to the problem; but I guess so: we have a page containing an AJAX wizard. Users can go forward and backward and fill several form components which are correctly written into the model when the wizard step is changed (via AJAX). But: if you reload the page; all input data is gone (from all wizard pages); as the URL still shows ?0 ...,My concern is after the page ID is advanced due to a reload or back button any model updates done on that version can never be retrieved. With 1.4 the view did not reflect the most recent version of the page; but since the page ID never advanced the model was intact. As Dan mentions with 1.5 we can easily get into situations where ajax requests target different page version; and with that a different copies of page models.,That's an old ticket! :) 1.5's liberal advancement of the page identifier changes Wicket's limited AJAX versioning support significantly; in my opinion detrimentally: 1. In 1.4 reloading a page (with back or reload buttons) results in the most recent version associated with that URL; in 1.5 it results in the oldest version. 2. With a 1.5 AJAXy page; it seems quite easy to get into a state where different AJAX behaviors target different versions of the same page. That sounds confusing to debug. ListView's effect on the page version makes the gotcha more unexpected; but I agree it's working as designed. Maybe Wicket's AJAX versioning gotchas just get an extra underscore for now; pending full support? Was there discussion of the tradeoffs between 1.4 and 1.5's versioning strategies? I looked but I could not find one. I don't mean to naysay the new design since I don't know the history.,If you use the link to OtherPage and then the back button; the browser requests page ?0. The page with id 0 is correctly restored and rendered. Before rendering the ListView removes all its children and recreates them. This results in a new page version; which is correctly taken into account by the ajax link and your log output. This might look unexpected but actually it's quite common: the browser requests page version X but gets version Y as response. So what is the problem you're experiencing? Wicket does not (yet) support back button for ajax requests; see WICKET-271 .,,,,,,,,,,,,,,,,,,,,,,,,,
64316,,,,,,x,//hopes for unique string but isn't sure,This bug was modified as part of a bulk update using the criteria... Marked ('Resolved' or 'Closed') and 'Fixed' Had no 'Fix Version' versions Was listed in the CHANGES.txt for 1.2 The Fix Version for all 39 issues found was set to 1.2; email notification was suppressed to prevent excessive email. For a list of all the issues modified; search jira comments for this (hopefully) unique string: 20080415hossman2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
