id,love,joy,surprise,anger,sadness,fear,notes,comment N,comment N-1,comment N-2,...,comment 2,comment1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,,,,,x,,+1 overall. Here are the results of testing the latest attachment http://issues.apache.org/jira/secure/attachment/12509655/patch.txt against trunk revision 1227927. +1 @author. The patch does not contain any @author tags. +1 tests included. The patch appears to include 3 new or modified tests. +1 javadoc. The javadoc tool did not generate any warning messages. +1 javac. The applied patch does not increase the total number of javac compiler warnings. +1 findbugs. The patch does not introduce any new Findbugs (version 1.3.9) warnings. +1 release audit. The applied patch does not increase the total number of release audit warnings. +1 core tests. The patch passed core unit tests. +1 contrib tests. The patch passed contrib unit tests. Test results: https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/882//testReport/ Findbugs warnings: https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/882//artifact/trunk/build/test/findbugs/newPatchFindbugsWarnings.html Console output: https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/882//console This message is automatically generated.,----------------------------------------------------------- This is an automatically generated e-mail. To reply; visit: https://reviews.apache.org/r/3410/ ----------------------------------------------------------- (Updated 2012-01-06 05:02:48.623412) Review request for zookeeper. Summary ------- LearnerZooKeeperServer has no option to disable JMX registrations. Curator has a test ZK server cluster. Due to the intricacies of JMX; the registrations cannot be easily undone. In order for the Curator Test cluster to be re-usable in a testing session; JavaAssist ugliness was necessary to make LearnerZooKeeperServer.registerJMX() and LearnerZooKeeperServer.unregisterJMX() NOPs. This addresses bug ZOOKEEPER-1350. https://issues.apache.org/jira/browse/ZOOKEEPER-1350 Diffs (updated) /src/java/main/org/apache/zookeeper/server/ServerCnxnFactory.java 1227917 /src/java/main/org/apache/zookeeper/server/ZooKeeperServer.java 1227917 /src/java/main/org/apache/zookeeper/server/quorum/AuthFastLeaderElection.java 1227917 /src/java/main/org/apache/zookeeper/server/quorum/FastLeaderElection.java 1227917 /src/java/main/org/apache/zookeeper/server/quorum/LeaderElection.java 1227917 /src/java/main/org/apache/zookeeper/server/quorum/LeaderZooKeeperServer.java 1227917 /src/java/main/org/apache/zookeeper/server/quorum/LearnerZooKeeperServer.java 1227917 /src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java 1227917 /src/java/main/org/apache/zookeeper/server/quorum/ReadOnlyZooKeeperServer.java 1227917 /src/java/test/org/apache/zookeeper/server/quorum/LearnerTest.java 1227917 Diff: https://reviews.apache.org/r/3410/diff Testing ------- Thanks; Jordan,----------------------------------------------------------- This is an automatically generated e-mail. To reply; visit: https://reviews.apache.org/r/3410/ ----------------------------------------------------------- (Updated 2012-01-06 04:59:53.911307) Review request for zookeeper. Summary (updated) ------- LearnerZooKeeperServer has no option to disable JMX registrations. Curator has a test ZK server cluster. Due to the intricacies of JMX; the registrations cannot be easily undone. In order for the Curator Test cluster to be re-usable in a testing session; JavaAssist ugliness was necessary to make LearnerZooKeeperServer.registerJMX() and LearnerZooKeeperServer.unregisterJMX() NOPs. This addresses bug ZOOKEEPER-1350. https://issues.apache.org/jira/browse/ZOOKEEPER-1350 Diffs Diff: https://reviews.apache.org/r/3410/diff Testing ------- Thanks; Jordan,More complete implementation with test,Jordan; thanks for this patch! Some course grain f/b: 1) use Boolean.getBoolean in allowJMX http://docs.oracle.com/javase/6/docs/api/java/lang/Boolean.html#getBoolean(java.lang.String) 2) can you update all the jmx registrations; rather than the single class? 3) we should have a test that verifies both the disable and default case. This should be easy given it's a system property. Also; when you resubmit would you mind creating a review on https://reviews.apache.org/dashboard/ ? This script might help: https://github.com/phunt/apache-reviewboard-zk-git Regards.,-1 overall. Here are the results of testing the latest attachment http://issues.apache.org/jira/secure/attachment/12509347/jmx_optional.diff against trunk revision 1225927. +1 @author. The patch does not contain any @author tags. -1 tests included. The patch doesn't appear to include any new or modified tests. Please justify why no new tests are needed for this patch. Also please list what manual steps were performed to verify this patch. +1 javadoc. The javadoc tool did not generate any warning messages. +1 javac. The applied patch does not increase the total number of javac compiler warnings. +1 findbugs. The patch does not introduce any new Findbugs (version 1.3.9) warnings. +1 release audit. The applied patch does not increase the total number of release audit warnings. +1 core tests. The patch passed core unit tests. +1 contrib tests. The patch passed contrib unit tests. Test results: https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/875//testReport/ Findbugs warnings: https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/875//artifact/trunk/build/test/findbugs/newPatchFindbugsWarnings.html Console output: https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/875//console This message is automatically generated.,Here's a possible solution that would work for Curator.,Patch file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26594,,x,,,,,,Close all resolved issues for Engine 1.5 release.,Thanks for giving in; Nathan and making the patch. I agree with Henning's comment in Velocity-193 that relying on finalize is not perfect; but it should be a big improvement. Note that I added a line to set appender to null; allowing shutdown to be called multiple times with no effect.,before/just-in-case you ask... apply this and then there should be no question about resolving the bug.,Yes; and no. This bug affected both Log4JLogSystem and the deprecated SimpleLog4JLogSystem. the patch for VELOCITY-403 fixes the bug in Log4JLogChute (and thereby Log4JLogSystem) and uses Log4JLogChute in the default velocity.properties instead of SimpleLog4JLogSystem. so; the bug will be fixed for almost everyone. however; anyone outdated enough to have explicitly specified SimpleLog4JLogSystem (which has been deprecated for eternity and will now generate deprecation warnings at init-time) will not have the bug fixed for them. it would be easy to fix SimpleLog4JLogSystem; but frankly; i didn't care to. now it's just one more reason to stop using an ancient class.,Was this fix included in VELOCITY-403? It doesn't look like it. just checking.,I was just reading http://issues.apache.org/jira/browse/VELOCITY-193 and discovered that Daniel's patch also should include a call to logger.removeAppender(appender); in the shutdown() method.,Daniel's patch suggestion looks good to me. There's no reason to be closing other appenders attached to the logger. Of course; it will need to be regenerated if/after my patch for VELOCITY-403 is committed. i'll happily do that if no one beats me to it.,The SimpleLog4JLogSystem is deprecated; but should still be fixed. This problem also applies to the replacement class Log4JLogSystem. How about a patch like this?: * src/java/org/apache/velocity/runtime/log/Log4JLogSystem.java åÊåÊappender: Expose to shutdown(). åÊåÊinternalInit(String): Use this.appender. åÊåÊshutdown(): Close only our appender. Index: src/java/org/apache/velocity/runtime/log/Log4JLogSystem.java =================================================================== --- src/java/org/apache/velocity/runtime/log/Log4JLogSystem.java (revision 76173) +++ src/java/org/apache/velocity/runtime/log/Log4JLogSystem.java (working copy) @@ -55;6 +55;12 @@ åÊ åÊåÊåÊåÊåÊ/** åÊåÊåÊåÊåÊåÊ* <a href='http://jakarta.apache.org/log4j/'>Log4J</a> + * file appender for our {@link #logger}. + */ + private RollingFileAppender appender = null; + + /** + * <a href='http://jakarta.apache.org/log4j/'>Log4J</a> åÊåÊåÊåÊåÊåÊ* logging API. åÊåÊåÊåÊåÊåÊ*/ åÊåÊåÊåÊåÊpublic Log4JLogSystem() @@ -127;7 +133;7 @@ åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ*/ åÊåÊåÊåÊåÊåÊåÊåÊåÊlogger.setLevel(Level.DEBUG); åÊ - RollingFileAppender appender = new RollingFileAppender( + appender = new RollingFileAppender( åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊnew PatternLayout( '%d - %m%n'); logfile; true); åÊåÊåÊåÊåÊåÊåÊåÊåÊ åÊåÊåÊåÊåÊåÊåÊåÊåÊappender.setMaxBackupIndex(1); @@ -177;10 +183;8 @@ åÊåÊåÊåÊåÊ/** Close all destinations*/ åÊåÊåÊåÊåÊpublic void shutdown() åÊåÊåÊåÊåÊ{ - Enumeration appenders = logger.getAllAppenders(); - while (appenders.hasMoreElements()) + if (appender != null) åÊåÊåÊåÊåÊåÊåÊåÊåÊ{ - Appender appender = (Appender)appenders.nextElement(); åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊappender.close(); åÊåÊåÊåÊåÊåÊåÊåÊåÊ} åÊåÊåÊåÊåÊ},Why create own appender in internalInit method when you can Log4J do to that. I modified internalInit method and get rid of these finalize and shutdown methods and now there are no errors. Here is code snipped from internalInit method: java.util.Properties props = new java.util.Properties(); String ap = 'log4j.appender.R'; /* * Priority is set for DEBUG becouse this implementation checks * log level. */ props.put('log4j.logger.'+this.getClass().getName(); Priority.DEBUG.toString()+ ' ;R'); props.put(ap; RollingFileAppender.class.getName()); props.put(ap+'.File'; logfile); props.put(ap+'.MaxFileSize'; '100KB'); props.put(ap+'.MaxBackupIndex'; '1'); props.put(ap+'.layout'; PatternLayout.class.getName()); props.put(ap+'.layout.ConversionPattern'; '%d - %m%n'); org.apache.log4j.PropertyConfigurator.configure(props); logger = Category.getInstance(this.getClass().getName()); // logger.setAdditivity(false); /* * Priority is set for DEBUG becouse this implementation checks * log level. */ // logger.setPriority(Priority.DEBUG); // // RollingFileAppender appender = new RollingFileAppender( new PatternLayout( '%d - %m%n'); logfile; true); // // appender.setMaxBackupIndex( 1 ); // // appender.setMaximumFileSize( 100000 ); // // logger.addAppender(appender);,I agree we are doing the wrong thing and will stop. However; not sure if we want to take that strategy for shutdown - we can try.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60912,,,,x,,,,[branch_4x commit] Mark Robert Miller http://svn.apache.org/viewvc?view=revision&revision=1384969 SOLR-3527: SolrCmdDistributor drops some of the important commit attributes (maxOptimizeSegments; softCommit; expungeDeletes) when sending a commit to replicas.,[branch_4x commit] Mark Robert Miller http://svn.apache.org/viewvc?view=revision&revision=1384969 SOLR-3527: SolrCmdDistributor drops some of the important commit attributes (maxOptimizeSegments; softCommit; expungeDeletes) when sending a commit to replicas.,I was investigating this issue and found that DistribUpdateProcessor distributes the commit commands using the SolrCommandDistributor.distribCommit(...). The method creates Actions to be distributed to other nodes like:  void addCommit(UpdateRequestExt ureq; CommitUpdateCommand cmd) {     if (cmd == null) return;     ureq.setAction(cmd.optimize ? AbstractUpdateRequest.ACTION.OPTIMIZE         : AbstractUpdateRequest.ACTION.COMMIT; false; cmd.waitSearcher);   }  In that method; the action is not considering the 'maxOptimizeSegments' parameter; that's why it's not being distributed to other nodes. However; a bigger problem may be that this method is omitting other parameters too; like 'softCommit' and 'epungeDeletes'; which means that an explicit soft commit issued like:  http://host:port/solr/update?commit=true&softCommit=true  can be distributed as a hard commit to the nodes. I'm not sure about this because I haven't write any test case yet; but it's definitely something to test.,Sounds right Andy - thanks for the report.,One additional data point: the distrib=false does not matter with current behavior. It seems if distrib=false only the local server should be optimized (to the requested value) and if distrib=true (default) all shards in the index should be optimized with N max segments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38950,,x,,,,,,I've re-worked my code and the problem has now 'gone away'. The original code; where the problem was found; was ported from a solution that worked fine using ADF controls. The same code resulted in this problem. I moved some controls on the page around and altered some of the attributes and the tree table now collapses and expands as expected. Quite why the re-work has now eliminated the problem I do not know but as I need to progress with other things I've decided to close this issue rather than waste anymore of anybody's time. Thanks for all your help anyway.,I think we need a testcase. I've tried reproducing this without luck in the trinidad-demo bundle; so there must be something about your configuration. For example; what are your state saving settings?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63697,,,x,,,,,Ah; fantastic - that works very well. Thanks!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28338,,x,,,,,,added fixVersion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58473,,,,,,,,rules/,engines/refactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33144,,x,,,,,,Closing because this has been in RESOLVED state for over one year; if it turns out to not be fixed please reopen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78329,,x,,,,,,Issue fixed.,New certificate generation code in jtreg tests utilising bouncy castle provider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29161,,x,,,,,,Already fixed in UIMA-1379.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,x,,,,Marshall; I'm wondering if the bug has something to do with the following: when you create a client; the second parameter to the constructor determines the random seed used by the client. That second parameter I think is supposed to be the client's id; but what is passed is clients.size(). I might be wrong here but I don't see where this vector of clients is cleared in between tests; so is it true that at some point the set size is fixed and all the seeds are the same ?,In the equivalent Java client test; the essential idea is to use a known seed of 1; but instead of using the random numbers directly from that; it passes the numbers generated into the client's invidiaul random number generators to be the seeds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13658,,,,,,x,,> Would it have an impact to remove this 'name' attribute from the generated 'form' tag ? YES! If you need XHTML strict compliance; just drop a new copy of form-common.ftl into template/simple; you can easily take out the section that generates the name=... It would probably cause us major problems; but you might be able to code around it for a single app. You can reopen as a feature request; but I think it is sufficient that you can change the templates yourself.,Ok; so maybe I should set the type to feature ! The thing is; from the test I made; most of the generated HTML code is XHTML strict compliant; so it would be very nice if all the generated HTML code was XHTML strict compliant. Would it have an impact to remove this 'name' attribute from the generated 'form' tag ?,I don't think strict XHTML compliance has ever been a goal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61118,,,x,,,,,I do have some interest in working on this; but it's not currently on my radar. Implementing SOLR-4241 would illustrate the issues that need fixing ... although if this is tackled first; writing SOLR-4241 would be much easier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4758,,x,,,,,,See comments above; closing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20729,,,,,x,,,Sorry; I've reread the IOC code; and you're right. This is indeed not an issue. My apologies..,I'm not sure that I understand you. org.apache.wicket.injection.Injector#cache caches all fields per class; not the fields' values. This caching saves some CPU cycles to introspect the class again and again. The field's value comes from the IFieldValueFactory; so it is up to its implementation to lookup it properly. Please re-open if I'm not correct.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35420,,,,,x,,,put backdoor cleanup v3.3 target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58767,,,x,,,,,Unfortunately no: - looking at ServerSession.userAuth where it sets the state to Running: åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊbuffer = createBuffer(SshConstants.Message.SSH_MSG_USERAUTH_SUCCESS; 0); åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊwritePacket(buffer); åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊsetState(State.Running); åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊthis.authed = true; åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊthis.username = username; åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊunscheduleAuthTimer(); åÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊscheduleIdleTimer(); the event is triggered before this.username is updated so the observer doesn't have access to that value. If the set is moved to later than I can eliminate two hacks (I suspect this.username should be updated far earlier when userauth_request arrives; but that would be a change in getUsername's semantics); however ... - as I mentioned above; instead of overloading ServerSession I should be defining my own service type and adding that; I've created SSHD-211 and attached a patch to illustrate the basic idea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56598,,,x,,,,,Each instance in SQL Server gets its own port number. As long as the port number for the SQLExpress instance is accurate it should work okay.,org.wso2.stocktrader.mssql.MSSQLDAOFactory.host=localhost org.wso2.stocktrader.mssql.MSSQLDAOFactory.port=1433 should work for SQLExpress as well. If you have SQLServer and SQLExpress together; then SQLExpress might listen on a different port? Can you try it and let me know? (It worked for me; but I am using SQLExpress 2005). If it is not working; we'll add it. Will you be able to provide a patch in that case?,From my initial testing I think the following lines need to be added to (trunk\stocktrader\wsas\common\src\org\wso2\stocktrader\mssql\MSSQLDAOFactory.java) (43) public static final String PROP_MSSQL_DB_INSTANCE = 'org.wso2.stocktrader.mssql.MSSQLDAOFactory.instance'; (145) if (prop.getProperty(PROP_MSSQL_DB_INSTANCE) != null) { åÊåÊ// I'm rusty with java so != null or != '' whatever getProperty would return åÊåÊbuf.append(';Instance=' + prop.getProperty(PROP_MSSQL_DB_INSTANCE)); } And the respective property should be added to the mssql-db.properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27656,,,,,,x,,We'll look at the issue for 1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45250,,,,,,x,,Resolving as fixed. We can do better positioning of the comments once someone has a concrete use case for that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57170,,x,,,,,,Fixed thus: http://svn.apache.org/viewvc?rev=574613&view=rev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26551,,,,x,,,,used struts for 2 years now - no clue whether it has been fixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8640,,,x,,,,,I think you want the XMLBEANS project; the xml to object mapping; rather than XBEAN; reusable server components,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47248,,,,,x,,,In r681863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13977,,,x,,,,,Assigning this to future until the dependent XWork enhancement is made.,Waiting for http://jira.opensymphony.com/browse/XW-554 so we don't have to duplicate all the interceptor configuration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36205,,,x,,,,,as for V2.1.4 and later; we do not seen any reproduce; so mark this issue as fixed,Moving this to 2.3 as clustering hasn't been used in production for many years so unless someone who wants to deploy it wants to take on hardening it right now; it isn't urgent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31191,,,,,x,,,Fixed. Sorry folks; the 2 contributions ASM_8001_Java and ASM_12011 did not get committed from my local machine since the projects somehow were not part of my Eclipse workspace when I did the commits of these changes,Here are the changes that get the assembly otests building cleanly for me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36048,,,x,,,,,Right now ET_CALL; ET_NET and ET_TASK are the same unless task_threads is set > 0 So; ET_DEFAULT_THREAD_TYPE could just be ET_TASK if you want and it would accomplish the same thing.,Proposed changes to the SDK. See ts.h.in for the interface changes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5784,,,,x,,,,This bug is 3 years old. Anybody looking to fix it?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46997,,x,,,,,,Ah; great; things are running now. Thanks guys.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61898,,x,,,,,,bulk close for 3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60817,,,,x,,,,removing fixVersion=4.0 since there is no evidence that anyone is currently working on this issue. (this can certainly be revisited if volunteers step forward),rmuir20120906-bulk-40-change,I don't mind if it's an option if you find it a useful feature. But we should be careful to doc it as not working with cloud at least. never rollback (default?) +1,What if it was configurable so that users had 3 options: rollback on failure (current option) execute user-defined delete query on failure never rollback (default?),Should the rollback feature be removed in favor of something more cloud-friendly? No. Some people do want it (same with the prepare). The uses are pretty special though; when you bave complete control of all updates going to Solr and you know exactly when commits happen; etc. In general; one should use something like deleteByQuery to remove a bunch of added updates (however that only works if the documents added are new and did not overwrite any older ones). Real transaction isolation is not a target feature for Solr.,rollback doesn't (and probably never will) have first-class cloud/distributed support Should the rollback feature be removed in favor of something more cloud-friendly?,+1 rollback doesn't (and probably never will) have first-class cloud/distributed support; and it's also not nice to roll back other people's updates that were unrelated to DIH.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47855,,x,,,,,,Great! I'm glad you found it helpful.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33117,,,x,,,,,I've just made some observations on the tuscany-user mailing list which should appear in the mailing list archives shortly; under the thread that contains http://www.mail-archive.com/tuscany-user@ws.apache.org/msg02162.html,Kelvin; apparently there is no public maven repo that hosts these artifacts. We added the eclipse artifacts to our own repo using (something almost identical to) the maven eclipse plugin ( http://maven.apache.org/plugins/maven-eclipse-plugin/to-maven-mojo.html ),Kris; åÊåÊI downloaded and manually installed the eclipse core and osgi dependencies at the appropriate level into my maven repository. Currently I'm getting more eclipse missing classes such as IExtension; which I guess is because the eclipse artifacts have transitive dependencies which would be known if maven had installed the artifacts itself. I'm guessing you have a repository in your settings.xml file for maven that can resolve these artifacts automatically. I can continue to dig out jars and manually install them into my repo until all requirements are resolved; but if you happen to be able to point me at a maven repo to do the job automatically that would be great; thanks.,Kris; thanks for this. It's going to be a couple of days before I can get to looking at it; but I look forward to doing so.,The attachement agfasdo.tar.gz contains the full source code of our custom sdo implementation; including our data mapping extension. The included maven pom file might need some tweaking to get it to build.,I've added as much as I can to my sandbox in commit http://svn.apache.org/viewvc?rev=581184&view=rev I've not added anything from the hibernate integration archive due to the licensing issues alluded to earlier. Two of the files with header issues are part of the generic snapshot code; so they are missing from what I have committed (see the commit comment in http://svn.apache.org/viewvc?rev=581184&view=rev),I've been going through the files in preparation for putting them into the code base somewhere; and have been adding apache license headers to the files that have no headers; on the basis of the license you granted when attaching the zip files. There are about 10 files in the archives which have Agfa copyright headers in them (e.g. ExtendablePropertyAccessBuilder.java); saying that . ... // THIS IS UNPUBLISHED PROPRIETARY SOURCE CODE OF // Agfa-Gevaert Group åÊI don't feel it's right for me to remove those headers; although I guess that would be in the spirit of the submission. Could you please search for files with similar headers to that file; fix the headers as you see fit; and resubmit any files you wish to be included in the submission.,Hi; Thanks for the code. Sorry to take a while to get back to you. I have revisited this a few times to make sure I have a reasonably good feel for it before commenting. I'd love to be able to execute a test program to answer some of the question I have about the code; or at least to see some code that exercises it. Looking at the SnapshotSerializer code I think I'm OK to make the inference that the Type and Property classes used in there are your implementation classes of the SDO concepts; although of course that implementation code is not available. So; given that assumption; I understand that the implementation of your opaque snapshot representation is based on SDOs. It would be interesting to understand the issues you have encountered in using the code; for example; if there are any lossy round-trip transformations that cause problems. It would be great to work towards getting some code running inside the Tuscany code base; it would also be helpful if you could put some more words around any key design concepts and the issues you have encountered and solved; or have yet to solve. How should we proceed? Clearly the code is broken at the moment; given the missing aspects; so it's not suitable for including in the nightly build. I can put it in my sandbox; or I could set up another project under the SDO project; but not include it in the main build.,Bogdan; it's not in the code base yet. I'm looking at it now.,Are there any updates on this issue? Is this feature included in the nightly builds? Is it documented somewhere?,I didn't know about the license stuff and Hibernate. I'm sorry about that. I'll post some more stuff in the next days; so I should wait before committing this somewhere.,This seems pretty cool; in fact just yesterday on the user list another user was asking for exactly this functionality. There is an issue with the hibernate code unfortunately; it uses the LGPL license and we're not able to uses any code under that license in an Apache project (for the legal details see: http://www.apache.org/legal/3party.html). We can use the framework; just the code that directly references hiberbnate classes needs to be kept separate. Whats going to be easiest way to progress this; you say you're going to be adding more to it over the next days; should we wait for that before committing this somewhere or would it be easier to have it committed somewhere?,First attachment contains the main interfaces and implementation classes for snapshots; and mappers. Second attachment contains the hibernate integration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20748,,x,,,,,,Integrated in Apache Wicket 1.4.x #58 (See [http://hudson.zones.apache.org/hudson/job/Apache%20Wicket%201.4.x/58/]) åÊåÊåÊåÊ,Integrated in Apache Wicket 1.5.x #168 (See [http://hudson.zones.apache.org/hudson/job/Apache%20Wicket%201.5.x/168/]) åÊåÊåÊåÊ,Fixed with r978909 in trunk and r978910 in 1.4.x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58727,,,,x,,,,Example RequestDocumentor output for the StatelessEngineTest,I have committed a prototype using a different approach in revision 1068442; where integration tests are enhanced with some metatada to generate RESTful API documentation. Will discuss on the dev list.,I think this should be given high priority (creating REST API documentation) for the whole system. It is at present impossible to get an overview of what IKS/Stanbol can do for you. As a result; it's difficult to work out what things are needed for a full IKS stack; let alone communicate the capabilities of IKS/Stanbol to others. So a definite +1 for anything that gets us to this documentation!,Jersey has builtin support to generate a WADL description of the HTTP service. I did not manage to get it working in fise but it should be possible. Would be good to generate the HTML documentation automatically though.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,,,,,,x,,I like MemoryResourceCalculator (or MemoryBasedResourceCalculator) better as well; that was my first choice; and is what the attached patch uses. Arun went with that on YARN-2 but people objected; if people are OK with it now then let's go with it. I don't think proliferation of many class names will be an issue.,"'""Single' is equally confusing ('which one is it?'). How about MemoryBasedResourceCalculator? Anything more (like MemoryCPUResrouceCalculator); we should religiously invent new names (like we did for schedulers).""",+1 on the SingleResourceCalculator idea.,+1 overall. Here are the results of testing the latest attachment http://issues.apache.org/jira/secure/attachment/12564795/yarn-340.txt against trunk revision . +1 @author. The patch does not contain any @author tags. +1 tests included. The patch appears to include 4 new or modified test files. +1 javac. The applied patch does not increase the total number of javac compiler warnings. +1 javadoc. The javadoc tool did not generate any warning messages. +1 eclipse:eclipse. The patch built with eclipse:eclipse. +1 findbugs. The patch does not introduce any new Findbugs (version 1.3.9) warnings. +1 release audit. The applied patch does not increase the total number of release audit warnings. +1 core tests. The patch passed unit tests in hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager. +1 contrib tests. The patch passed contrib unit tests. Test results: https://builds.apache.org/job/PreCommit-YARN-Build/349//testReport/ Console output: https://builds.apache.org/job/PreCommit-YARN-Build/349//console This message is automatically generated.,Yea; that's why I suggested SingleResourceCalculator as well; what do you think of using it? I actually think your original name was better (and don't think we'll end up with that many permutations in practice which is why I went with MemoryResourceCalculator) but if people are concerned with that at least SingleResourceCalculator means we won't proliferate as many but we'll still be able to change the default in the future without renaming classes or having the DefaultResourceCalculator not actually be the default.,Eli - I was specifically asked to not call it MemoryResourceCalculator during reviews in YARN-2 (the fear was that we'd proliferate MemoryCalculator MemoryCPUCalculator etc.).,Release audit warnings are unrelated (YARN-341),-1 overall. Here are the results of testing the latest attachment http://issues.apache.org/jira/secure/attachment/12564795/yarn-340.txt against trunk revision . +1 @author. The patch does not contain any @author tags. +1 tests included. The patch appears to include 4 new or modified test files. +1 javac. The applied patch does not increase the total number of javac compiler warnings. +1 javadoc. The javadoc tool did not generate any warning messages. +1 eclipse:eclipse. The patch built with eclipse:eclipse. +1 findbugs. The patch does not introduce any new Findbugs (version 1.3.9) warnings. -1 release audit. The applied patch generated 2 release audit warnings. +1 core tests. The patch passed unit tests in hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager. +1 contrib tests. The patch passed contrib unit tests. Test results: https://builds.apache.org/job/PreCommit-YARN-Build/348//testReport/ Release audit warnings: https://builds.apache.org/job/PreCommit-YARN-Build/348//artifact/trunk/patchprocess/patchReleaseAuditProblems.txt Console output: https://builds.apache.org/job/PreCommit-YARN-Build/348//console This message is automatically generated.,Looks like svn diff after doing a mv and edit didn't generate a diff that test-patch could apply; this one should work.,-1 overall. Here are the results of testing the latest attachment http://issues.apache.org/jira/secure/attachment/12564791/yarn-340.txt against trunk revision . -1 patch. The patch command could not apply the patch. Console output: https://builds.apache.org/job/PreCommit-YARN-Build/347//console This message is automatically generated.,Patch attached. (Used svn mv for DefaultResourceCalculator to maintain history; so this patch shouldn't be checked in verbatim),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
